Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,KOR Description,ENG longdescription,FRA longdescription,KOR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,FRA unit Description,KOR unit Description,Old DDGEEEPUU
SJP,M,NH----------------,TRNO,0603SJ--,Men's Normal Hill Off. T. 6 Jump 3,"TN hommes, entr. officiel 6, saut 3",남자 노멀힐 개인 공식 연습 6-3,Men's Normal Hill Official Training 6 Jump 3,"Tremplin normal hommes, entraînement officiel 6, saut 3",남자 노멀힐 개인 공식 연습 6-3,Training,,Y,0,ATH,Y,Y,Official Training 6 Jump 3,"Entraînement officiel 6, saut 3",공식 연습 6-3,SJM070O63
SJP,M,NH----------------,VICT,FLOWER--,Men's Normal Hill Ind. Venue Ceremony,"TN ind. hommes, cérémonie du site",남자 노멀힐 개인 시상식,Men's Normal Hill Individual Venue Ceremony,"Tremplin normal individuel hommes, cérémonie du site",남자 노멀힐 개인 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,SJM070M02
SJP,M,NH----------------,VICT,MEDAL---,Men's NH Individual Victory Ceremony,"TN ind. hommes, cérémonie des vainqueurs",남자 노멀힐 개인 메달 시상식,Men's Normal Hill Individual Victory Ceremony,"Tremplin normal individuel hommes, cérémonie des vainqueurs",남자 노멀힐 개인 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SJM070M01
SJP,W,------------------,----,--------,Ladies' Ski Jumping,Saut à ski femmes,여자 스키점프,Ladies' Ski Jumping,Saut à ski femmes,여자 스키점프,Gender,,N,0,NONE,N,N,,,,SJW000000
SJP,W,------------------,MEET,--------,Ladies' Ski Jumping TCM,"Saut à ski femmes, réun. chefs d'équipe",스키점프 여자 대표자회의,"Ladies' Ski Jumping, Team Captain Meeting","Saut à ski femmes, réunion des chefs d'équipe",스키점프 여자 대표자회의,Meeting,,N,0,NONE,N,N,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,
SJP,W,------------------,MEET,000100--,"Ladies' NH Official Training, TCM","TN F, entr. officiel, réunion chefs équ.",여자 노멀힐 개인 공식 연습 대표자회의,"Ladies' Normal Hill Official Training, Team Captain Meeting","Tremplin normal femmes, entraînement officiel, réunion des chefs d'équipe",여자 노멀힐 개인 공식 연습 대표자회의,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,SJW000T01
SJP,W,------------------,MEET,000200--,"Ladies' NH Individual Comp., TCM","TN ind. F, comp., réunion chefs d'équ.",여자 노멀힐 개인 경기 대표자회의,"Ladies' Normal Hill Individual Competition, Team Captain Meeting","Tremplin normal individuel femmes, competiton, réunion des chefs d'équipe",여자 노멀힐 개인 경기 대표자회의,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,SJW000T02
SJP,W,NH----------------,----,--------,Ladies' Normal Hill Individual,Tremplin normal individuel femmes,여자 노멀힐 개인,Ladies' Normal Hill Individual,Tremplin normal individuel femmes,여자 노멀힐 개인,Event,,N,0,NONE,N,N,,,,SJW070000
SJP,W,NH----------------,FNL-,--------,Ladies' Normal Hill Individual,Tremplin normal individuel femmes,여자 노멀힐 개인 결승,Ladies' Normal Hill Individual,Tremplin normal individuel femmes,여자 노멀힐 개인 결승,Phase,,N,1,ATH,N,N,,,,
SJP,W,NH----------------,FNL-,0001SJ--,Ladies' Normal Hill Ind. 1st Round,"Tremplin normal ind. femmes, manche 1",여자 노멀힐 개인 1 라운드,Ladies' Normal Hill Individual 1st Round,"Tremplin normal individuel femmes, manche 1",여자 노멀힐 개인 1 라운드,Unit,,Y,0,ATH,Y,Y,Competition - 1st Round,Compétition - Manche 1,1차 라운드 경기,SJW070101
SJP,W,NH----------------,FNL-,0002SJ--,Ladies' Normal Hill Ind. Final Round,"Tremplin normal ind. F, manche finale",여자 노멀힐 개인 결승 라운드,Ladies' Normal Hill Individual Final Round,"Tremplin normal individuel femmes, manche finale",여자 노멀힐 개인 결승 라운드,Unit,,Y,1,ATH,Y,Y,Final Round,Manche finale,결승 라운드,SJW070102
SJP,W,NH----------------,FNL-,TR01SJ--,Ladies' Normal Hill Ind. Trial for Comp.,"Tremplin normal ind. F, manche d'essai",여자 노멀힐 개인 시범 경기,Ladies' Normal Hill Individual Trial Round for Competition,"Tremplin normal individuel femmes, manche d'essai",여자 노멀힐 개인 시범 경기,Training,,Y,0,ATH,Y,Y,Trial Round for Competition,Manche d'essai,시범 경기,SJW070191
SJP,W,NH----------------,TRNO,--------,Ladies' Normal Hill Off. Training,"Tremplin normal femmes, entr. officiel",여자 노멀힐 개인 공식 연습,Ladies' Normal Hill Official Training,"Tremplin normal femmes, entraînement officiel",여자 노멀힐 개인 공식 연습,Training,,N,0,NONE,N,N,Official Training,Entraînement officiel,공식 연습,
SJP,W,NH----------------,TRNO,0100SJ--,Ladies' NH Off. Training 1,"Tremplin normal femmes, entr. officiel 1",여자 노멀힐 개인 공식 연습 1,Ladies' Normal Hill Official Training 1,"Tremplin normal femmes, entraînement officiel 1",여자 노멀힐 개인 공식 연습 1,Training,,N,0,ATH,N,N,Official Training 1,Entraînement officiel 1,공식 연습 1,SJW070O10
SJP,W,NH----------------,TRNO,0101SJ--,Ladies' NH Off. T. 1 Jump 1,"TN femmes, entr. officiel 1, saut 1",여자 노멀힐 개인 공식 연습 1-1,Ladies' Normal Hill Official Training 1 Jump 1,"Tremplin normal femmes, entraînement officiel 1, saut 1",여자 노멀힐 개인 공식 연습 1-1,Training,,Y,0,ATH,Y,Y,Official Training 1 Jump 1,"Entraînement officiel 1, saut 1",공식 연습 1-1,SJW070O11
SJP,W,NH----------------,TRNO,0102SJ--,Ladies' NH Off. T. 1 Jump 2,"TN femmes, entr. officiel 1, saut 2",여자 노멀힐 개인 공식 연습 1-2,Ladies' Normal Hill Official Training 1 Jump 2,"Tremplin normal femmes, entraînement officiel 1, saut 2",여자 노멀힐 개인 공식 연습 1-2,Training,,Y,0,ATH,Y,Y,Official Training 1 Jump 2,"Entraînement officiel 1, saut 2",공식 연습 1-2,SJW070O12
SJP,W,NH----------------,TRNO,0103SJ--,Ladies' NH Off. T. 1 Jump 3,"TN femmes, entr. officiel 1, saut 3",여자 노멀힐 개인 공식 연습 1-3,Ladies' Normal Hill Official Training 1 Jump 3,"Tremplin normal femmes, entraînement officiel 1, saut 3",여자 노멀힐 개인 공식 연습 1-3,Training,,Y,0,ATH,Y,Y,Official Training 1 Jump 3,"Entraînement officiel 1, saut 3",공식 연습 1-3,SJW070O13
SJP,W,NH----------------,TRNO,0200SJ--,Ladies' NH Off. Training 2,"Tremplin normal femmes, entr. officiel 2",여자 노멀힐 개인 공식 연습 2,Ladies' Normal Hill Official Training 2,"Tremplin normal femmes, entraînement officiel 2",여자 노멀힐 개인 공식 연습 2,Training,,N,0,ATH,N,N,Official Training 2,Entraînement officiel 2,공식 연습 2,SJW070O20
SJP,W,NH----------------,TRNO,0201SJ--,Ladies' NH Off. T. 2 Jump 1,"TN femmes, entr. officiel 2, saut 1",여자 노멀힐 개인 공식 연습 2-1,Ladies' Normal Hill Official Training 2 Jump 1,"Tremplin normal femmes, entraînement officiel 2, saut 1",여자 노멀힐 개인 공식 연습 2-1,Training,,Y,0,ATH,Y,Y,Official Training 2 Jump 1,"Entraînement officiel 2, saut 1",공식 연습 2-1,SJW070O21
SJP,W,NH----------------,TRNO,0202SJ--,Ladies' NH Off. T. 2 Jump 2,"TN femmes, entr. officiel 2, saut 2",여자 노멀힐 개인 공식 연습 2-2,Ladies' Normal Hill Official Training 2 Jump 2,"Tremplin normal femmes, entraînement officiel 2, saut 2",여자 노멀힐 개인 공식 연습 2-2,Training,,Y,0,ATH,Y,Y,Official Training 2 Jump 2,"Entraînement officiel 2, saut 2",공식 연습 2-2,SJW070O22
SJP,W,NH----------------,TRNO,0203SJ--,Ladies' NH Off. T. 2 Jump 3,"TN femmes, entr. officiel 2, saut 3",여자 노멀힐 개인 공식 연습 2-3,Ladies' Normal Hill Official Training 2 Jump 3,"Tremplin normal femmes, entraînement officiel 2, saut 3",여자 노멀힐 개인 공식 연습 2-3,Training,,Y,0,ATH,Y,Y,Official Training 2 Jump 3,"Entraînement officiel 2, saut 3",공식 연습 2-3,SJW070O23
SJP,W,NH----------------,TRNO,0300SJ--,Ladies' NH Off. Training 3,"Tremplin normal femmes, entr. officiel 3",여자 노멀힐 개인 공식 연습 3,Ladies' Normal Hill Official Training 3,"Tremplin normal femmes, entraînement officiel 3",여자 노멀힐 개인 공식 연습 3,Training,,N,0,ATH,N,N,Official Training 3,Entraînement officiel 3,공식 연습 3,SJW070O30
SJP,W,NH----------------,TRNO,0301SJ--,Ladies' NH Off. T. 3 Jump 1,"TN femmes, entr. officiel 3, saut 1",여자 노멀힐 개인 공식 연습 3-1,Ladies' Normal Hill Official Training 3 Jump 1,"Tremplin normal femmes, entraînement officiel 3, saut 1",여자 노멀힐 개인 공식 연습 3-1,Training,,Y,0,ATH,Y,Y,Official Training 3 Jump 1,"Entraînement officiel 3, saut 1",공식 연습 3-1,SJW070O31
SJP,W,NH----------------,TRNO,0302SJ--,Ladies' NH Off. T. 3 Jump 2,"TN femmes, entr. officiel 3, saut 2",여자 노멀힐 개인 공식 연습 3-2,Ladies' Normal Hill Official Training 3 Jump 2,"Tremplin normal femmes, entraînement officiel 3, saut 2",여자 노멀힐 개인 공식 연습 3-2,Training,,Y,0,ATH,Y,Y,Official Training 3 Jump 2,"Entraînement officiel 3, saut 2",공식 연습 3-2,SJW070O32
SJP,W,NH----------------,TRNO,0303SJ--,Ladies' NH Off. T. 3 Jump 3,"TN femmes, entr. officiel 3, saut 3",여자 노멀힐 개인 공식 연습 3-3,Ladies' Normal Hill Official Training 3 Jump 3,"Tremplin normal femmes, entraînement officiel 3, saut 3",여자 노멀힐 개인 공식 연습 3-3,Training,,Y,0,ATH,Y,Y,Official Training 3 Jump 3,"Entraînement officiel 3, saut 3",공식 연습 3-3,SJW070O33
SJP,W,NH----------------,TRNO,0400SJ--,Ladies' NH Off. Training 4,"Tremplin normal femmes, entr. officiel 4",여자 노멀힐 개인 공식 연습 4,Ladies' Normal Hill Official Training 4,"Tremplin normal femmes, entraînement officiel 4",여자 노멀힐 개인 공식 연습 4,Training,,N,0,ATH,N,N,Official Training 4,Entraînement officiel 4,공식 연습 4,SJW070O40
SJP,W,NH----------------,TRNO,0401SJ--,Ladies' NH Off. T. 4 Jump 1,"TN femmes, entr. officiel 4, saut 1",여자 노멀힐 개인 공식 연습 4-1,Ladies' Normal Hill Official Training 4 Jump 1,"Tremplin normal femmes, entraînement officiel 4, saut 1",여자 노멀힐 개인 공식 연습 4-1,Training,,Y,0,ATH,Y,Y,Official Training 4 Jump 1,"Entraînement officiel 4, saut 1",공식 연습 4-1,SJW070O41
SJP,W,NH----------------,TRNO,0402SJ--,Ladies' NH Off. T. 4 Jump 2,"TN femmes, entr. officiel 4, saut 2",여자 노멀힐 개인 공식 연습 4-2,Ladies' Normal Hill Official Training 4 Jump 2,"Tremplin normal femmes, entraînement officiel 4, saut 2",여자 노멀힐 개인 공식 연습 4-2,Training,,Y,0,ATH,Y,Y,Official Training 4 Jump 2,"Entraînement officiel 4, saut 2",공식 연습 4-2,SJW070O42
SJP,W,NH----------------,TRNO,0403SJ--,Ladies' NH Off. T. 4 Jump 3,"TN femmes, entr. officiel 4, saut 3",여자 노멀힐 개인 공식 연습 4-3,Ladies' Normal Hill Official Training 4 Jump 3,"Tremplin normal femmes, entraînement officiel 4, saut 3",여자 노멀힐 개인 공식 연습 4-3,Training,,Y,0,ATH,Y,Y,Official Training 4 Jump 3,"Entraînement officiel 4, saut 3",공식 연습 4-3,SJW070O43
SJP,W,NH----------------,TRNO,0500SJ--,Ladies' NH Off. Training 5,"Tremplin normal femmes, entr. officiel 5",여자 노멀힐 개인 공식 연습 5,Ladies' Normal Hill Official Training 5,"Tremplin normal femmes, entraînement officiel 5",여자 노멀힐 개인 공식 연습 5,Training,,N,0,ATH,N,N,Official Training 5,Entraînement officiel 5,공식 연습 5,SJW070O50
SJP,W,NH----------------,TRNO,0501SJ--,Ladies' NH Off. T. 5 Jump 1,"TN femmes, entr. officiel 5, saut 1",여자 노멀힐 개인 공식 연습 5-1,Ladies' Normal Hill Official Training 5 Jump 1,"Tremplin normal femmes, entraînement officiel 5, saut 1",여자 노멀힐 개인 공식 연습 5-1,Training,,Y,0,ATH,Y,Y,Official Training 5 Jump 1,"Entraînement officiel 5, saut 1",공식 연습 5-1,SJW070O51
SJP,W,NH----------------,TRNO,0502SJ--,Ladies' NH Off. T. 5 Jump 2,"TN femmes, entr. officiel 5, saut 2",여자 노멀힐 개인 공식 연습 5-2,Ladies' Normal Hill Official Training 5 Jump 2,"Tremplin normal femmes, entraînement officiel 5, saut 2",여자 노멀힐 개인 공식 연습 5-2,Training,,Y,0,ATH,Y,Y,Official Training 5 Jump 2,"Entraînement officiel 5, saut 2",공식 연습 5-2,SJW070O52
SJP,W,NH----------------,TRNO,0503SJ--,Ladies' NH Off. T. 5 Jump 3,"TN femmes, entr. officiel 5, saut 3",여자 노멀힐 개인 공식 연습 5-3,Ladies' Normal Hill Official Training 5 Jump 3,"Tremplin normal femmes, entraînement officiel 5, saut 3",여자 노멀힐 개인 공식 연습 5-3,Training,,Y,0,ATH,Y,Y,Official Training 5 Jump 3,"Entraînement officiel 5, saut 3",공식 연습 5-3,SJW070O53
SJP,W,NH----------------,TRNO,0600SJ--,Ladies' NH Off. Training 6,"Tremplin normal femmes, entr. officiel 6",여자 노멀힐 개인 공식 연습 6,Ladies' Normal Hill Official Training 6,"Tremplin normal femmes, entraînement officiel 6",여자 노멀힐 개인 공식 연습 6,Training,,N,0,ATH,N,N,Official Training 6,Entraînement officiel 6,공식 연습 6,SJW070O60
SJP,W,NH----------------,TRNO,0601SJ--,Ladies' NH Off. T. 6 Jump 1,"TN femmes, entr. officiel 6, saut 1",여자 노멀힐 개인 공식 연습 6-1,Ladies' Normal Hill Official Training 6 Jump 1,"Tremplin normal femmes, entraînement officiel 6, saut 1",여자 노멀힐 개인 공식 연습 6-1,Training,,Y,0,ATH,Y,Y,Official Training 6 Jump 1,"Entraînement officiel 6, saut 1",공식 연습 6-1,SJW070O61
SJP,W,NH----------------,TRNO,0602SJ--,Ladies' NH Off. T. 6 Jump 2,"TN femmes, entr. officiel 6, saut 2",여자 노멀힐 개인 공식 연습 6-2,Ladies' Normal Hill Official Training 6 Jump 2,"Tremplin normal femmes, entraînement officiel 6, saut 2",여자 노멀힐 개인 공식 연습 6-2,Training,,Y,0,ATH,Y,Y,Official Training 6 Jump 2,"Entraînement officiel 6, saut 2",공식 연습 6-2,SJW070O62
SJP,W,NH----------------,TRNO,0603SJ--,Ladies' NH Off. T. 6 Jump 3,"TN femmes, entr. officiel 6, saut 3",여자 노멀힐 개인 공식 연습 6-3,Ladies' Normal Hill Official Training 6 Jump 3,"Tremplin normal femmes, entraînement officiel 6, saut 3",여자 노멀힐 개인 공식 연습 6-3,Training,,Y,0,ATH,Y,Y,Official Training 6 Jump 3,"Entraînement officiel 6, saut 3",공식 연습 6-3,SJW070O63
SJP,W,NH----------------,VICT,FLOWER--,Ladies' Normal Hill Ind. Venue Ceremony,"TN ind. femmes, cérémonie du site",여자 노멀힐 개인 시상식,Ladies' Normal Hill Individual Venue Ceremony,"Tremplin normal individuel femmes, cérémonie du site",여자 노멀힐 개인 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,SJW070M02
SJP,W,NH----------------,VICT,MEDAL---,Ladies' NH Individual Victory Ceremony,"TN ind. femmes, cérémonie des vainqueurs",여자 노멀힐 개인 메달 시상식,Ladies' Normal Hill Individual Victory Ceremony,"Tremplin normal individuel femmes, cérémonie des vainqueurs",여자 노멀힐 개인 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SJW070M01
SKN,-,------------------,----,--------,Skeleton,Skeleton,스켈레톤,Skeleton,Skeleton,스켈레톤,Discipline,,N,0,NONE,N,N,,,,SN0000000
SKN,-,------------------,----,ASL-----,SKN ASL Local On/Off / KA,SKN ASL Local On/Off / KA,SKN ASL Local On/Off / KA,SKN ASL Local On/Off / KA,SKN ASL Local On/Off / KA,SKN ASL Local On/Off / KA,Venue,,N,0,NONE,N,N,,,,SN0SLV000
SKN,-,------------------,DRAW,--------,Skeleton Draw,"Skeleton, tirage au sort",스켈레톤 추첨,Skeleton Draw,"Skeleton, tirage au sort",스켈레톤 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
SKN,-,------------------,DRAW,000100--,Skeleton Draw,"Skeleton, tirage au sort",스켈레톤 추첨,Skeleton Draw,"Skeleton, tirage au sort",스켈레톤 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,SN0000E01
SKN,-,------------------,DRAW,000200--,Skeleton Draw,"Skeleton, tirage au sort",스켈레톤 추첨,Skeleton Draw,"Skeleton, tirage au sort",스켈레톤 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,SN0000E02
SKN,-,------------------,MEET,--------,"Skeleton, Team Captain Meeting","Skeleton, réunion des chefs d'équipe","스켈레톤, 팀대표자회의","Skeleton, Team Captain Meeting","Skeleton, réunion des chefs d'équipe","스켈레톤, 팀대표자회의",Meeting,,N,0,NONE,N,N,Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,
SKN,-,------------------,MEET,000100--,"Skeleton, Team Captain Meeting","Skeleton, réunion des chefs d'équipe","스켈레톤, 팀대표자회의","Skeleton, Team Captain Meeting","Skeleton, réunion des chefs d'équipe","스켈레톤, 팀대표자회의",Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,SN0000T01
SKN,-,------------------,MEET,000200--,"Skeleton, Team Captain Meeting","Skeleton, réunion des chefs d'équipe","스켈레톤, 팀대표자회의","Skeleton, Team Captain Meeting","Skeleton, réunion des chefs d'équipe","스켈레톤, 팀대표자회의",Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,SN0000T02
SKN,-,CANCEL------------,----,000100--,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,Unit,,Y,0,NONE,Y,Y,,,,
SKN,-,CANCEL------------,----,000200--,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,Unit,,Y,0,NONE,Y,Y,,,,
SKN,-,CANCEL------------,----,000300--,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,Unit,,Y,0,NONE,Y,Y,,,,
SKN,M,------------------,----,--------,Men's Skeleton,Skeleton hommes,스켈레톤 남자경기,Men's Skeleton,Skeleton hommes,스켈레톤 남자경기,Gender,,N,0,ATH,N,N,,,,SNM000000
SKN,M,SINGLES-----------,----,--------,Men,Hommes,남자,Men,Hommes,남자,Event,,N,0,NONE,N,N,,,,SNM001000
SKN,M,SINGLES-----------,FNL-,--------,Men,Hommes,남자,Men,Hommes,남자,Phase,,N,0,NONE,N,N,,,,
SKN,M,SINGLES-----------,FNL-,000100--,Men Heat 1,"Hommes, manche 1",남자 1 차 주행,Men Heat 1,"Hommes, manche 1",남자 1 차 주행,Unit,,Y,0,ATH,Y,Y,Heat 1,Manche 1,1 차 주행,SNM001101
SKN,M,SINGLES-----------,FNL-,000200--,Men Heat 2,"Hommes, manche 2",남자 2 차 주행,Men Heat 2,"Hommes, manche 2",남자 2 차 주행,Unit,,Y,0,ATH,Y,Y,Heat 2,Manche 2,2 차 주행,SNM001102
SKN,M,SINGLES-----------,FNL-,000300--,Men Heat 3,"Hommes, manche 3",남자 3 차 주행,Men Heat 3,"Hommes, manche 3",남자 3 차 주행,Unit,,Y,0,ATH,Y,Y,Heat 3,Manche 3,3 차 주행,SNM001103
SKN,M,SINGLES-----------,FNL-,000400--,Men Heat 4,"Hommes, manche 4",남자 4 차 주행,Men Heat 4,"Hommes, manche 4",남자 4 차 주행,Unit,,Y,1,ATH,Y,Y,Heat 4,Manche 4,4 차 주행,SNM001104
SKN,M,SINGLES-----------,FNL-,F00102--,Men Competition Day 1,"Hommes, Compétition, jour 1",남자 경기 1일,Men Competition Day 1,"Hommes, Compétition, jour 1",남자 경기 1일,Unit,,N,0,NONE,N,N,Competition Day 1,"Compétition, jour 1",경기 1일,
SKN,M,SINGLES-----------,FNL-,F00304--,Men Competition Day 2,"Hommes, Compétition, jour 2",남자 경기 2일,Men Competition Day 2,"Hommes, Compétition, jour 2",남자 경기 2일,Unit,,N,0,NONE,N,N,Competition Day 2,"Compétition, jour 2",경기 2일,
SKN,M,SINGLES-----------,TRNO,--------,Men Official Training,Entraînement officiel hommes,남자 공식 연습,Men Official Training,Entraînement officiel hommes,남자 공식 연습,Training,,N,0,ATH,N,N,Official Training,Entraînement officiel,공식 연습,
SKN,M,SINGLES-----------,TRNO,000100--,Men Official Training Heat 1,"Entraînement officiel hommes, manche 1",남자 공식 연습 1차 주행,Men Official Training Heat 1,"Entraînement officiel hommes, manche 1",남자 공식 연습 1차 주행,Training,,Y,0,ATH,Y,Y,Official Training Heat 1,"Entraînement officiel, manche 1",공식 연습 1차 주행,SNM001O01
SKN,M,SINGLES-----------,TRNO,000200--,Men Official Training Heat 2,"Entraînement officiel hommes, manche 2",남자 공식 연습 2차 주행,Men Official Training Heat 2,"Entraînement officiel hommes, manche 2",남자 공식 연습 2차 주행,Training,,Y,0,ATH,Y,Y,Official Training Heat 2,"Entraînement officiel, manche 2",공식 연습 2차 주행,SNM001O02
SKN,M,SINGLES-----------,TRNO,000300--,Men Official Training Heat 3,"Entraînement officiel hommes, manche 3",남자 공식 연습 3차 주행,Men Official Training Heat 3,"Entraînement officiel hommes, manche 3",남자 공식 연습 3차 주행,Training,,Y,0,ATH,Y,Y,Official Training Heat 3,"Entraînement officiel, manche 3",공식 연습 3차 주행,SNM001O03
SKN,M,SINGLES-----------,TRNO,000400--,Men Official Training Heat 4,"Entraînement officiel hommes, manche 4",남자 공식 연습 4차 주행,Men Official Training Heat 4,"Entraînement officiel hommes, manche 4",남자 공식 연습 4차 주행,Training,,Y,0,ATH,Y,Y,Official Training Heat 4,"Entraînement officiel, manche 4",공식 연습 4차 주행,SNM001O04
SKN,M,SINGLES-----------,TRNO,000500--,Men Official Training Heat 5,"Entraînement officiel hommes, manche 5",남자 공식 연습 5차 주행,Men Official Training Heat 5,"Entraînement officiel hommes, manche 5",남자 공식 연습 5차 주행,Training,,Y,0,ATH,Y,Y,Official Training Heat 5,"Entraînement officiel, manche 5",공식 연습 5차 주행,SNM001O05
SKN,M,SINGLES-----------,TRNO,000600--,Men Official Training Heat 6,"Entraînement officiel hommes, manche 6",남자 공식 연습 6차 주행,Men Official Training Heat 6,"Entraînement officiel hommes, manche 6",남자 공식 연습 6차 주행,Training,,Y,0,ATH,Y,Y,Official Training Heat 6,"Entraînement officiel, manche 6",공식 연습 6차 주행,SNM001O06
SKN,M,SINGLES-----------,TRNO,T00102--,Men Official Training Heats 1 & 2,"Entraînement off. hommes, manches 1 et 2",남자 공식 연습 1 & 2차 주행,Men Official Training Heats 1 & 2,"Entraînement officiel hommes, manches 1 et 2",남자 공식 연습 1 & 2차 주행,Training,,N,0,ATH,N,N,Official Training Heats 1 & 2,"Entraînement officiel, manches 1 et 2",공식 연습 1 & 2차 주행,SNM001O10
SKN,M,SINGLES-----------,TRNO,T00304--,Men Official Training Heats 3 & 4,"Entraînement off. hommes, manches 3 et 4",남자 공식 연습 3 & 4차 주행,Men Official Training Heats 3 & 4,"Entraînement officiel hommes, manches 3 et 4",남자 공식 연습 3 & 4차 주행,Training,,N,0,ATH,N,N,Official Training Heats 3 & 4,"Entraînement officiel, manches 3 et 4",공식 연습 3 & 4차 주행,SNM001O20
SKN,M,SINGLES-----------,TRNO,T00506--,Men Official Training Heats 5 & 6,"Entraînement off. hommes, manches 5 et 6",남자 공식 연습 5 & 6차 주행,Men Official Training Heats 5 & 6,"Entraînement officiel hommes, manches 5 et 6",남자 공식 연습 5 & 6차 주행,Training,,N,0,ATH,N,N,Official Training Heats 5 & 6,"Entraînement officiel, manches 5 et 6",공식 연습 5 & 6차 주행,SNM001O30
SKN,M,SINGLES-----------,VICT,FLOWER--,Men Venue Ceremony,"Cérémonie du site, hommes",남자 시상식,Men Venue Ceremony,"Cérémonie du site, hommes",남자 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,SNM001M02
SKN,M,SINGLES-----------,VICT,MEDAL---,Men Victory Ceremony,"Cérémonie des vainqueurs, hommes",남자 메달 시상식,Men Victory Ceremony,"Cérémonie des vainqueurs, hommes",남자 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SNM001M01
SKN,W,------------------,----,--------,Women's Skeleton,Skeleton femmes,스켈레톤 여자경기,Women's Skeleton,Skeleton femmes,스켈레톤 여자경기,Gender,,N,0,ATH,N,N,,,,SNW000000
SKN,W,SINGLES-----------,----,--------,Women,Femmes,여자,Women,Femmes,여자,Event,,N,0,NONE,N,N,,,,SNW001000
SKN,W,SINGLES-----------,FNL-,--------,Women,Femmes,여자,Women,Femmes,여자,Phase,,N,0,NONE,N,N,,,,
SKN,W,SINGLES-----------,FNL-,000100--,Women Heat 1,"Femmes, manche 1",여자 1 차 주행,Women Heat 1,"Femmes, manche 1",여자 1 차 주행,Unit,,Y,0,ATH,Y,Y,Heat 1,Manche 1,1 차 주행,SNW001101
SKN,W,SINGLES-----------,FNL-,000200--,Women Heat 2,"Femmes, manche 2",여자 2 차 주행,Women Heat 2,"Femmes, manche 2",여자 2 차 주행,Unit,,Y,0,ATH,Y,Y,Heat 2,Manche 2,2 차 주행,SNW001102
SKN,W,SINGLES-----------,FNL-,000300--,Women Heat 3,"Femmes, manche 3",여자 3 차 주행,Women Heat 3,"Femmes, manche 3",여자 3 차 주행,Unit,,Y,0,ATH,Y,Y,Heat 3,Manche 3,3 차 주행,SNW001103
SKN,W,SINGLES-----------,FNL-,000400--,Women Heat 4,"Femmes, manche 4",여자 4 차 주행,Women Heat 4,"Femmes, manche 4",여자 4 차 주행,Unit,,Y,1,ATH,Y,Y,Heat 4,Manche 4,4 차 주행,SNW001104
SKN,W,SINGLES-----------,FNL-,F00102--,Women Competition Day 1,"Femmes, Compétition, jour 1",여자 경기 1일,Women Competition Day 1,"Femmes, Compétition, jour 1",여자 경기 1일,Unit,,N,0,NONE,N,N,Competition Day 1,"Compétition, jour 1",경기 1일,
SKN,W,SINGLES-----------,FNL-,F00304--,Women Competition Day 2,"Femmes, Compétition, jour 2",여자 경기 2일,Women Competition Day 2,"Femmes, Compétition, jour 2",여자 경기 2일,Unit,,N,0,NONE,N,N,Competition Day 2,"Compétition, jour 2",경기 2일,
SKN,W,SINGLES-----------,TRNO,--------,Women Official Training,Entraînement officiel femmes,여자 공식 연습,Women Official Training,Entraînement officiel femmes,여자 공식 연습,Training,,N,0,ATH,N,N,Official Training,Entraînement officiel,공식 연습,
SKN,W,SINGLES-----------,TRNO,000100--,Women Official Training Heat 1,"Entraînement officiel femmes, manche 1",여자 공식 연습 1차 주행,Women Official Training Heat 1,"Entraînement officiel femmes, manche 1",여자 공식 연습 1차 주행,Training,,Y,0,ATH,Y,Y,Official Training Heat 1,"Entraînement officiel, manche 1",공식 연습 1차 주행,SNW001O01
