Discipline,Gender,Event,phase,Eventunit,ENG Description,KOR Description,ENG longdescription,KOR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,KOR unit Description,Old unit
ALP,M,SL------03030-----,DRAW,000100--,"Men's Slalom, Vis Imp, Draw",KOR,"Men's Slalom, Visually Impaired, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASM320E01
ALP,M,SL------03030-----,FNL-,000100--,Men's Slalom 1st Run - Vis Imp,KOR,Men's Slalom 1st Run - Visually Impaired,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASM320101
ALP,M,SL------03030-----,FNL-,000200--,Men's Slalom 2nd Run - Vis Imp,KOR,Men's Slalom 2nd Run - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASM320102
ALP,M,SL------03030-----,VICT,FLOWER--,"Men's Slalom, Vis Imp, Flowers",KOR,"Men's Slalom, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASM320M02
ALP,M,SL------03030-----,VICT,MEDAL---,"Men's Slalom, Vis Imp, Vict. Ceremony",KOR,"Men's Slalom, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASM320M01
ALP,M,SL------09110-----,----,--------,Men's Slalom - Standing ,KOR,Men's Slalom - Standing ,KOR,Event,,N,0,NONE,N,N,,,ASM120000
ALP,M,SL------09110-----,DRAW,000100--,"Men's Slalom, Standing, Draw",KOR,"Men's Slalom, Standing, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASM120E01
ALP,M,SL------09110-----,FNL-,000100--,Men's Slalom 1st Run - Standing,KOR,Men's Slalom 1st Run - Standing,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASM120101
ALP,M,SL------09110-----,FNL-,000200--,Men's Slalom 2nd Run - Standing,KOR,Men's Slalom 2nd Run - Standing,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASM120102
ALP,M,SL------09110-----,VICT,FLOWER--,"Men's Slalom, Standing, Flowers",KOR,"Men's Slalom, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASM120M02
ALP,M,SL------09110-----,VICT,MEDAL---,"Men's Slalom, Standing, Vict. Ceremony",KOR,"Men's Slalom, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASM120M01
ALP,M,SL------12050-----,----,--------,Men's Slalom - Sitting,KOR,Men's Slalom - Sitting,KOR,Event,,N,0,NONE,N,N,,,ASM220000
ALP,M,SL------12050-----,DRAW,000100--,"Men's Slalom, Sitting, Draw",KOR,"Men's Slalom, Sitting, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASM220E01
ALP,M,SL------12050-----,FNL-,000100--,Men's Slalom 1st Run - Sitting,KOR,Men's Slalom 1st Run - Sitting,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASM220101
ALP,M,SL------12050-----,FNL-,000200--,Men's Slalom 2nd Run - Sitting,KOR,Men's Slalom 2nd Run - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASM220102
ALP,M,SL------12050-----,VICT,FLOWER--,"Men's Slalom, Sitting, Flowers",KOR,"Men's Slalom, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASM220M02
ALP,M,SL------12050-----,VICT,MEDAL---,"Men's Slalom, Sitting, Vict. Ceremony",KOR,"Men's Slalom, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASM220M01
ALP,W,------------------,----,--------,Women's Alpine Skiing,KOR,Women's Alpine Skiing,KOR,Gender,,N,0,NONE,N,N,,,ASW000000
ALP,W,AC----------------,----,--------,Women's Combined,KOR,Women's Combined,KOR,Event,,N,0,NONE,N,N,,,ASW060000
ALP,W,AC------03030-----,----,--------,Women's Combined-Visually Impaired,KOR,"Women's Combined, Visually Impaired",KOR,Event,,N,0,NONE,N,N,,,ASW360000
ALP,W,AC------03030-----,DRAW,000100--,"Women's Combined, Vis Impaired, Draw",KOR,"Women's Combined, Visually Impaired, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW360E01
ALP,W,AC------03030-----,FNL-,0001DH--,"Women's Combined Downhill, Vis Impaired",KOR,"Women's Combined Downhill, Visually Impaired",KOR,Unit,,Y,0,ATH,Y,Y,Downhill,KOR,ASW360A01
ALP,W,AC------03030-----,FNL-,0001SG--,"Women's Combined Super-G, Vis Impaired",KOR,"Women's Combined Super-G, Visually Impaired",KOR,Unit,,Y,0,ATH,Y,Y,Super-G,KOR,ASW360C01
ALP,W,AC------03030-----,FNL-,0001SL--,"Women's Combined Slalom, Vis Impaired",KOR,"Women's Combined Slalom, Visually Impaired",KOR,Unit,,Y,1,ATH,Y,Y,Slalom,KOR,ASW360B01
ALP,W,AC------03030-----,TRNO,--------,"Women's Combined Downhill Trng, Vis Imp.",KOR,"Women's Combined Downhill Training, Visually Impaired",KOR,Training,,N,0,NONE,N,N,Downhill Training,KOR,ASW360O00
ALP,W,AC------03030-----,TRNO,000100--,Women's Combined Downhill Trng 1 Vis Imp,KOR,"Women's Combined Downhill 1st Training Run, Visually Impaired",KOR,Training,,Y,0,ATH,Y,Y,Downhill 1st Trng Run,KOR,ASW360O01
ALP,W,AC------03030-----,TRNO,000200--,Women's Combined Downhill Trng 2 Vis Imp,KOR,"Women's Combined Downhill 2nd Training Run, Visually Impaired",KOR,Training,,Y,0,ATH,Y,Y,Downhill 2nd Trng Run,KOR,ASW360O02
ALP,W,AC------03030-----,TRNO,000300--,Women's Combined Downhill Trng 3 Vis Imp,KOR,"Women's Combined Downhill 3rd Training Run, Visually Impaired",KOR,Training,,Y,0,ATH,Y,Y,Downhill 3rd Trng Run,KOR,ASW360O03
ALP,W,AC------03030-----,VICT,FLOWER--,"Women's Combined, Vis Imp, Flowers",KOR,"Women's Combined, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW360M02
ALP,W,AC------03030-----,VICT,MEDAL---,"Women's Combined, Vis Imp, Vict. Cer.",KOR,"Women's Combined, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW360M01
ALP,W,AC------09110-----,----,--------,"Women's Combined, Standing",KOR,"Women's Combined, Standing",KOR,Event,,N,0,NONE,N,N,,,ASW160000
ALP,W,AC------09110-----,DRAW,000100--,"Women's Combined, Standing, Draw",KOR,"Women's Combined, Standing, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW160E01
ALP,W,AC------09110-----,FNL-,0001DH--,"Women's Combined Downhill, Standing",KOR,"Women's Combined Downhill, Standing",KOR,Unit,,Y,0,ATH,Y,Y,Downhill,KOR,ASW160A01
ALP,W,AC------09110-----,FNL-,0001SG--,"Women's Combined Super-G, Standing",KOR,"Women's Combined Super-G, Standing",KOR,Unit,,Y,0,ATH,Y,Y,Super-G,KOR,ASW160C01
ALP,W,AC------09110-----,FNL-,0001SL--,"Women's Combined Slalom, Standing",KOR,"Women's Combined Slalom, Standing",KOR,Unit,,Y,1,ATH,Y,Y,Slalom,KOR,ASW160B01
ALP,W,AC------09110-----,TRNO,--------,"Women's Combined Downhill Trng, Standing",KOR,"Women's Combined Downhill Training, Standing",KOR,Training,,N,0,NONE,N,N,Downhill Training,KOR,ASW160O00
ALP,W,AC------09110-----,TRNO,000100--,Women's Combined Downhill 1st Trng Stand,KOR,"Women's Combined Downhill 1st Training Run, Standing",KOR,Training,,Y,0,ATH,Y,Y,Downhill 1st Trng Run,KOR,ASW160O01
ALP,W,AC------09110-----,TRNO,000200--,Women's Combined Downhill 2nd Trng Stand,KOR,"Women's Combined Downhill 2nd Training Run, Standing",KOR,Training,,Y,0,ATH,Y,Y,Downhill 2nd Trng Run,KOR,ASW160O02
ALP,W,AC------09110-----,TRNO,000300--,Women's Combined Downhill 3rd Trng Stand,KOR,"Women's Combined Downhill 3rd Training Run, Standing",KOR,Training,,Y,0,ATH,Y,Y,Downhill 3rd Trng Run,KOR,ASW160O03
ALP,W,AC------09110-----,VICT,FLOWER--,"Women's Combined, Standing, Flowers",KOR,"Women's Combined, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW160M02
ALP,W,AC------09110-----,VICT,MEDAL---,"Women's Combined, Standing, Vict. Cer.",KOR,"Women's Combined, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW160M01
ALP,W,AC------12050-----,----,--------,"Women's Combined, Sitting",KOR,"Women's Combined, Sitting",KOR,Event,,N,0,NONE,N,N,,,ASW260000
ALP,W,AC------12050-----,DRAW,000100--,"Women's Combined, Sitting, Draw",KOR,"Women's Combined, Sitting, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW260E01
ALP,W,AC------12050-----,FNL-,0001DH--,"Women's Combined Downhill, Sitting",KOR,"Women's Combined Downhill, Sitting",KOR,Unit,,Y,0,ATH,Y,Y,Downhill,KOR,ASW260A01
ALP,W,AC------12050-----,FNL-,0001SG--,"Women's Combined Super-G, Sitting",KOR,"Women's Combined Super-G, Sitting",KOR,Unit,,Y,0,ATH,Y,Y,Super-G,KOR,ASW260C01
ALP,W,AC------12050-----,FNL-,0001SL--,"Women's Combined Slalom, Sitting",KOR,"Women's Combined Slalom, Sitting",KOR,Unit,,Y,1,ATH,Y,Y,Slalom,KOR,ASW260B01
ALP,W,AC------12050-----,TRNO,--------,"Women's Combined Downhill Trng, Sitting",KOR,"Women's Combined Downhill Training, Sitting",KOR,Training,,N,0,NONE,N,N,Downhill Training,KOR,ASW260O00
ALP,W,AC------12050-----,TRNO,000100--,"Women's Combined Downhill 1st Trng, Sit",KOR,"Women's Combined Downhill 1st Training Run, Sitting",KOR,Training,,Y,0,ATH,Y,Y,Downhill 1st Trng Run,KOR,ASW260O01
ALP,W,AC------12050-----,TRNO,000200--,"Women's Combined Downhill 2nd Trng, Sit",KOR,"Women's Combined Downhill 2nd Training Run, Sitting",KOR,Training,,Y,0,ATH,Y,Y,Downhill 2nd Trng Run,KOR,ASW260O02
ALP,W,AC------12050-----,TRNO,000300--,"Women's Combined Downhill 3rd Trng, Sit",KOR,"Women's Combined Downhill 3rd Training Run, Sitting",KOR,Training,,Y,0,ATH,Y,Y,Downhill 3rd Trng Run,KOR,ASW260O03
ALP,W,AC------12050-----,VICT,FLOWER--,"Women's Combined, Sitting, Flowers",KOR,"Women's Combined, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW260M02
ALP,W,AC------12050-----,VICT,MEDAL---,"Women's Combined, Sitting, Vict. Cer.",KOR,"Women's Combined, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW260M01
ALP,W,DH----------------,----,--------,Women's Downhill,KOR,Women's Downhill,KOR,Event,,N,0,NONE,N,N,,,ASW010000
ALP,W,DH----------------,TRNO,000100--,"Women's Downhill, 1st Training Run",KOR,"Women's Downhill, 1st Training Run",KOR,Training,,N,0,NONE,N,N,1st Training Run,KOR,ASW010O01
ALP,W,DH----------------,TRNO,000200--,"Women's Downhill, 2nd Training Run",KOR,"Women's Downhill, 2nd Training Run",KOR,Training,,N,0,NONE,N,N,2nd Training Run,KOR,ASW010O02
ALP,W,DH----------------,TRNO,000300--,"Women's Downhill, 3rd Training Run",KOR,"Women's Downhill, 3rd Training Run",KOR,Training,,N,0,NONE,N,N,3rd Training Run,KOR,ASW010O03
ALP,W,DH------03030-----,----,--------,Women's Downhill - Visually Impaired,KOR,Women's Downhill - Visually Impaired,KOR,Event,,N,0,NONE,N,N,,,ASW310000
ALP,W,DH------03030-----,DRAW,000100--,"Women's Downhill, Vis Imp, Draw",KOR,"Women's Downhill, Vis Imp, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW310E01
ALP,W,DH------03030-----,DRAW,000200--,"Women's Downhill, Vis Imp, Draw",KOR,"Women's Downhill, Vis Imp, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW310E02
ALP,W,DH------03030-----,DRAW,000300--,"Women's Downhill, Vis Imp, Draw",KOR,"Women's Downhill, Vis Imp, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW310E03
ALP,W,DH------03030-----,DRAW,000400--,"Women's Downhill, Vis Imp, Draw",KOR,"Women's Downhill, Vis Imp, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW310E04
ALP,W,DH------03030-----,FNL-,000100--,Women's Downhill - Visually Impaired,KOR,Women's Downhill - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,,,ASW310101
ALP,W,DH------03030-----,FNL-,000101--,Women's Downhill 1st Run - Vis Imp,KOR,Women's Downhill 1st Run - Visually Impaired,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASW310111
ALP,W,DH------03030-----,FNL-,000102--,Women's Downhill 2nd Run - Vis Imp,KOR,Women's Downhill 2nd Run - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASW310112
ALP,W,DH------03030-----,TRNO,000100--,Women's Downhill 1st Trng Run - Vis Imp,KOR,Women's Downhill 1st Training Run - Visually Impaired,KOR,Training,,Y,0,ATH,Y,Y,1st Training Run,KOR,ASW310O01
ALP,W,DH------03030-----,TRNO,000200--,Women's Downhill 2nd Trng Run - Vis Imp,KOR,Women's Downhill 2nd Training Run - Visually Impaired,KOR,Training,,Y,0,ATH,Y,Y,2nd Training Run,KOR,ASW310O02
ALP,W,DH------03030-----,TRNO,000300--,Women's Downhill 3rd Trng Run - Vis Imp,KOR,Women's Downhill 3rd Training Run - Visually Impaired,KOR,Training,,Y,0,ATH,Y,Y,3rd Training Run,KOR,ASW310O03
ALP,W,DH------03030-----,VICT,FLOWER--,"Women's Downhill, Vis Imp, Flowers",KOR,"Women's Downhill, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW310M02
ALP,W,DH------03030-----,VICT,MEDAL---,"Women's Downhill, Vis Imp, Vict. Cer.",KOR,"Women's Downhill, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW310M01
ALP,W,DH------09110-----,----,--------,Women's Downhill - Standing ,KOR,Women's Downhill - Standing ,KOR,Event,,N,0,ATH,N,N,,,ASW110000
ALP,W,DH------09110-----,DRAW,000100--,"Women's Downhill, Standing, Draw",KOR,"Women's Downhill, Standing, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW110E01
ALP,W,DH------09110-----,DRAW,000200--,"Women's Downhill, Standing, Draw",KOR,"Women's Downhill, Standing, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW110E02
ALP,W,DH------09110-----,DRAW,000300--,"Women's Downhill, Standing, Draw",KOR,"Women's Downhill, Standing, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW110E03
ALP,W,DH------09110-----,DRAW,000400--,"Women's Downhill, Standing, Draw",KOR,"Women's Downhill, Standing, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW110E04
ALP,W,DH------09110-----,FNL-,000100--,Women's Downhill - Standing ,KOR,Women's Downhill - Standing ,KOR,Unit,,Y,1,ATH,Y,Y,,,ASW110101
ALP,W,DH------09110-----,FNL-,000101--,Women's Downhill 1st Run - Standing,KOR,Women's Downhill 1st Run - Standing,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASW110111
ALP,W,DH------09110-----,FNL-,000102--,Women's Downhill 2nd Run - Standing,KOR,Women's Downhill 2nd Run - Standing,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASW110112
ALP,W,DH------09110-----,TRNO,000100--,Women's Downhill 1st Trng Run - Standing,KOR,Women's Downhill 1st Training Run - Standing,KOR,Training,,Y,0,ATH,Y,Y,1st Training Run,KOR,ASW110O01
ALP,W,DH------09110-----,TRNO,000200--,Women's Downhill 2nd Trng Run - Standing,KOR,Women's Downhill 2nd Training Run - Standing,KOR,Training,,Y,0,ATH,Y,Y,2nd Training Run,KOR,ASW110O02
ALP,W,DH------09110-----,TRNO,000300--,Women's Downhill 3rd Trng Run - Standing,KOR,Women's Downhill 3rd Training Run - Standing,KOR,Training,,Y,0,ATH,Y,Y,3rd Training Run,KOR,ASW110O03
ALP,W,DH------09110-----,VICT,FLOWER--,"Women's Downhill, Standing, Flowers",KOR,"Women's Downhill, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW110M02
ALP,W,DH------09110-----,VICT,MEDAL---,"Women's Downhill, Stand, Vict. Ceremony",KOR,"Women's Downhill, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW110M01
ALP,W,DH------12050-----,----,--------,Women's Downhill - Sitting,KOR,Women's Downhill - Sitting,KOR,Event,,N,0,NONE,N,N,,,ASW210000
ALP,W,DH------12050-----,DRAW,000100--,"Women's Downhill, Sitting, Draw",KOR,"Women's Downhill, Sitting, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW210E01
ALP,W,DH------12050-----,DRAW,000200--,"Women's Downhill, Sitting, Draw",KOR,"Women's Downhill, Sitting, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW210E02
ALP,W,DH------12050-----,DRAW,000300--,"Women's Downhill, Sitting, Draw",KOR,"Women's Downhill, Sitting, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW210E03
ALP,W,DH------12050-----,DRAW,000400--,"Women's Downhill, Sitting, Draw",KOR,"Women's Downhill, Sitting, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW210E04
ALP,W,DH------12050-----,FNL-,000100--,Women's Downhill - Sitting,KOR,Women's Downhill - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,,,ASW210101
ALP,W,DH------12050-----,FNL-,000101--,Women's Downhill 1st Run - Sitting,KOR,Women's Downhill 1st Run - Sitting,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASW210111
ALP,W,DH------12050-----,FNL-,000102--,Women's Downhill 2nd Run - Sitting,KOR,Women's Downhill 2nd Run - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASW210112
ALP,W,DH------12050-----,TRNO,000100--,Women's Downhill 1st Trng Run - Sitting,KOR,Women's Downhill 1st Training Run - Sitting,KOR,Training,,Y,0,ATH,Y,Y,1st Training Run,KOR,ASW210O01
ALP,W,DH------12050-----,TRNO,000200--,Women's Downhill 2nd Trng Run - Sitting,KOR,Women's Downhill 2nd Training Run - Sitting,KOR,Training,,Y,0,ATH,Y,Y,2nd Training Run,KOR,ASW210O02
ALP,W,DH------12050-----,TRNO,000300--,Women's Downhill 3rd Trng Run - Sitting,KOR,Women's Downhill 3rd Training Run - Sitting,KOR,Training,,Y,0,ATH,Y,Y,3rd Training Run,KOR,ASW210O03
ALP,W,DH------12050-----,VICT,FLOWER--,"Women's Downhill, Sitting, Flowers",KOR,"Women's Downhill, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW210M02
ALP,W,DH------12050-----,VICT,MEDAL---,"Women's Downhill, Sit, Vict. Ceremony",KOR,"Women's Downhill, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW210M01
ALP,W,GS----------------,----,--------,Women's Giant Slalom,KOR,Women's Giant Slalom,KOR,Event,,N,0,NONE,N,N,,,ASW030000
ALP,W,GS------03030-----,----,--------,Women's Giant Slalom - Visually Impaired,KOR,Women's Giant Slalom - Visually Impaired,KOR,Event,,N,0,NONE,N,N,,,ASW330000
ALP,W,GS------03030-----,DRAW,000100--,"Women's Giant Slalom, Vis Imp, Draw",KOR,"Women's Giant Slalom, Visually Impaired, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW330E01
ALP,W,GS------03030-----,FNL-,000100--,Women's Giant Slalom 1st Run - Vis Imp,KOR,Women's Giant Slalom 1st Run - Visually Impaired,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASW330101
ALP,W,GS------03030-----,FNL-,000200--,Women's Giant Slalom 2nd Run - Vis Imp,KOR,Women's Giant Slalom 2nd Run - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASW330102
ALP,W,GS------03030-----,VICT,FLOWER--,"Women's Giant Slalom, Vis Imp, Flowers",KOR,"Women's Giant Slalom, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW330M02
ALP,W,GS------03030-----,VICT,MEDAL---,"Women's G Sl., Vis Imp, Vict. Ceremony",KOR,"Women's Giant Slalom, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW330M01
ALP,W,GS------09110-----,----,--------,Women's Giant Slalom - Standing ,KOR,Women's Giant Slalom - Standing ,KOR,Event,,N,0,NONE,N,N,,,ASW130000
ALP,W,GS------09110-----,DRAW,000100--,"Women's Giant Slalom, Standing, Draw",KOR,"Women's Giant Slalom, Standing, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW130E01
ALP,W,GS------09110-----,FNL-,000100--,Women's Giant Slalom 1st Run - Standing,KOR,Women's Giant Slalom 1st Run - Standing,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASW130101
ALP,W,GS------09110-----,FNL-,000200--,Women's Giant Slalom 2nd Run - Standing,KOR,Women's Giant Slalom 2nd Run - Standing,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASW130102
ALP,W,GS------09110-----,VICT,FLOWER--,"Women's Giant Slalom, Standing -Flowers",KOR,"Women's Giant Slalom, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW130M02
ALP,W,GS------09110-----,VICT,MEDAL---,"Women's G Slalom, Stand, Vict. Ceremony",KOR,"Women's Giant Slalom, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW130M01
ALP,W,GS------12050-----,----,--------,Women's Giant Slalom - Sitting,KOR,Women's Giant Slalom - Sitting,KOR,Event,,N,0,NONE,N,N,,,ASW230000
ALP,W,GS------12050-----,DRAW,000100--,"Women's Giant Slalom, Sitting, Draw",KOR,"Women's Giant Slalom, Sitting, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW230E01
ALP,W,GS------12050-----,FNL-,000100--,Women's Giant Slalom 1st Run - Sitting,KOR,Women's Giant Slalom 1st Run - Sitting,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASW230101
ALP,W,GS------12050-----,FNL-,000200--,Women's Giant Slalom 2nd Run - Sitting,KOR,Women's Giant Slalom 2nd Run - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASW230102
ALP,W,GS------12050-----,VICT,FLOWER--,"Women's Giant Slalom, Sitting, Flowers",KOR,"Women's Giant Slalom, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW230M02
ALP,W,GS------12050-----,VICT,MEDAL---,"Women's G Slalom, Sit, Vict. Ceremony",KOR,"Women's Giant Slalom, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW230M01
ALP,W,SG----------------,----,--------,Women's Super-G,KOR,Women's Super-G,KOR,Event,,N,0,NONE,N,N,,,ASW040000
ALP,W,SG------03030-----,----,--------,Women's Super-G - Visually Impaired,KOR,Women's Super-G - Visually Impaired,KOR,Event,,N,0,NONE,N,N,,,ASW340000
ALP,W,SG------03030-----,DRAW,000100--,"Women's Super-G, Vis Imp, Draw",KOR,"Women's Super-G, Visually Impaired, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW340E01
ALP,W,SG------03030-----,FNL-,000100--,Women's Super-G - Visually Impaired,KOR,Women's Super-G - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,,,ASW340101
ALP,W,SG------03030-----,VICT,FLOWER--,"Women's Super-G, Vis Imp, Flowers",KOR,"Women's Super-G, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW340M02
ALP,W,SG------03030-----,VICT,MEDAL---,"Women's Super-G, Vis Imp, Vict. Ceremony",KOR,"Women's Super-G, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW340M01
ALP,W,SG------09110-----,----,--------,Women's Super-G - Standing ,KOR,Women's Super-G - Standing ,KOR,Event,,N,0,NONE,N,N,,,ASW140000
ALP,W,SG------09110-----,DRAW,000100--,"Women's Super-G, Standing, Draw",KOR,"Women's Super-G, Standing, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW140E01
ALP,W,SG------09110-----,FNL-,000100--,Women's Super-G - Standing ,KOR,Women's Super-G - Standing ,KOR,Unit,,Y,1,ATH,Y,Y,,,ASW140101
ALP,W,SG------09110-----,VICT,FLOWER--,"Women's Super-G, Standing, Flowers",KOR,"Women's Super-G, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW140M02
ALP,W,SG------09110-----,VICT,MEDAL---,"Women's Super-G, Stand, Vict. Ceremony",KOR,"Women's Super-G, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW140M01
ALP,W,SG------12050-----,----,--------,Women's Super-G - Sitting,KOR,Women's Super-G - Sitting,KOR,Event,,N,0,NONE,N,N,,,ASW240000
ALP,W,SG------12050-----,DRAW,000100--,"Women's Super-G, Sitting, Draw",KOR,"Women's Super-G, Sitting, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW240E01
ALP,W,SG------12050-----,FNL-,000100--,Women's Super-G - Sitting,KOR,Women's Super-G - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,,,ASW240101
ALP,W,SG------12050-----,VICT,FLOWER--,"Women's Super-G, Sitting, Flowers",KOR,"Women's Super-G, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW240M02
ALP,W,SG------12050-----,VICT,MEDAL---,"Women's Super-G, Sit, Vict. Ceremony",KOR,"Women's Super-G, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW240M01
ALP,W,SL----------------,----,--------,Women's Slalom,KOR,Women's Slalom,KOR,Event,,N,0,NONE,N,N,,,ASW020000
ALP,W,SL------03030-----,----,--------,Women's Slalom - Visually Impaired,KOR,Women's Slalom - Visually Impaired,KOR,Event,,N,0,NONE,N,N,,,ASW320000
ALP,W,SL------03030-----,DRAW,000100--,"Women's Slalom, Vis Imp, Draw",KOR,"Women's Slalom, Visually Impaired, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW320E01
