Discipline,Gender,Event,phase,Eventunit,schedule,medalflag,ENG Description,POR Description,SPA Description,ENG longdescription,POR longdescription,SPA longdescription,Level,Order,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,POR unit Description,SPA unit Description
AT,M,854,9,02,Y,0,Men's 800m - T54 Round 1 Heat 2,"800m masculino - T54, 1a fase, série 2","800m masculino - T54, 1a ronda - serie 2",Men's 800m - T54 Round 1 Heat 2,"800m rasos masculino - T54, primeira fase - série 2","800m masculino - T54, 1a ronda - serie 2",EventUnit,15,ATH,N,Y,Round 1 Heat 2,Primeira fase - série 2,1a ronda - serie 2
AT,M,854,9,03,Y,0,Men's 800m - T54 Round 1 Heat 3,"800m masculino - T54, 1a fase, série 3","800m masculino - T54, 1a ronda - serie 3",Men's 800m - T54 Round 1 Heat 3,"800m rasos masculino - T54, primeira fase - série 3","800m masculino - T54, 1a ronda - serie 3",EventUnit,15,ATH,N,Y,Round 1 Heat 3,Primeira fase - série 3,1a ronda - serie 3
AT,M,854,9,04,Y,0,Men's 800m - T54 Round 1 Heat 4,"800m masculino - T54, 1a fase, série 4","800m masculino - T54, 1a ronda - serie 4",Men's 800m - T54 Round 1 Heat 4,"800m rasos masculino - T54, primeira fase - série 4","800m masculino - T54, 1a ronda - serie 4",EventUnit,15,ATH,N,Y,Round 1 Heat 4,Primeira fase - série 4,1a ronda - serie 4
AT,M,854,9,05,Y,0,Men's 800m - T54 Round 1 Heat 5,"800m masculino - T54, 1a fase, série 5","800m masculino - T54, 1a ronda - serie 5",Men's 800m - T54 Round 1 Heat 5,"800m rasos masculino - T54, primeira fase - série 5","800m masculino - T54, 1a ronda - serie 5",EventUnit,15,ATH,N,Y,Round 1 Heat 5,Primeira fase - série 5,1a ronda - serie 5
AT,M,854,9,06,Y,0,Men's 800m - T54 Round 1 Heat 6,"800m masculino - T54, 1a fase, série 6","800m masculino - T54, 1a ronda - serie 6",Men's 800m - T54 Round 1 Heat 6,"800m rasos masculino - T54, primeira fase - série 6","800m masculino - T54, 1a ronda - serie 6",EventUnit,15,ATH,N,Y,Round 1 Heat 6,Primeira fase - série 6,1a ronda - serie 6
AT,M,854,9,07,Y,0,Men's 800m - T54 Round 1 Heat 7,"800m masculino - T54, 1a fase, série 7","800m masculino - T54, 1a ronda - serie 7",Men's 800m - T54 Round 1 Heat 7,"800m rasos masculino - T54, primeira fase - série 7","800m masculino - T54, 1a ronda - serie 7",EventUnit,15,ATH,N,Y,Round 1 Heat 7,Primeira fase - série 7,1a ronda - serie 7
AT,M,854,9,08,Y,0,Men's 800m - T54 Round 1 Heat 8,"800m masculino - T54, 1a fase, série 8","800m masculino - T54, 1a ronda - serie 8",Men's 800m - T54 Round 1 Heat 8,"800m rasos masculino - T54, primeira fase - série 8","800m masculino - T54, 1a ronda - serie 8",EventUnit,15,ATH,N,Y,Round 1 Heat 8,Primeira fase - série 8,1a ronda - serie 8
AT,M,854,M,00,Y,0,Men's 800m - T54 VC,"800m masculino - T54, cer. premiação","800m masculino - T54, cer. medallas",Men's 800m - T54 Victory Ceremony,"800m rasos masculino - T54, cerimônia de premiação","800m masculino - T54, ceremonia de entrega de medallas",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,854,N,00,Y,0,Men's 800m - T54 Draw,"800m masculino - T54, sorteio","800m masculino - T54, sorteo",Men's 800m - T54 Draw,"800m rasos masculino - T54, sorteio","800m masculino - T54, sorteo",Draw,18,NONE,N,Y,Draw,Sorteio,Sorteo
AT,M,854,N,01,Y,0,Men's 800m - T54 Draw,"800m masculino - T54, sorteio","800m masculino - T54, sorteo",Men's 800m - T54 Draw,"800m rasos masculino - T54, sorteio","800m masculino - T54, sorteo",Draw,18,NONE,N,Y,Draw,Sorteio,Sorteo
AT,M,911,0,00,N,0,Men's 1500m - T11,1.500m rasos masculino - T11,1500m masculino - T11,Men's 1500m - T11,1.500m rasos masculino - T11,1500m masculino - T11,Event,13,NONE,N,N,"","",
AT,M,911,1,00,N,0,Men's 1500m - T11 Final,"1.500m masculino - T11, final","1500m masculino - T11, final",Men's 1500m - T11 Final,"1.500m rasos masculino - T11, final","1500m masculino - T11, final",Phase,14,NONE,N,N,Final,Final,Final
AT,M,911,1,01,Y,1,Men's 1500m - T11 Final,"1.500m masculino - T11, final","1500m masculino - T11, final",Men's 1500m - T11 Final,"1.500m rasos masculino - T11, final","1500m masculino - T11, final",EventUnit,15,ATH,Y,Y,Final,Final,Final
AT,M,911,2,00,Y,0,Men's 1500m - T11 Semifinals,"1.500m masculino - T11, semifinais","1500m masculino - T11, semifinales",Men's 1500m - T11 Semifinals,"1.500m rasos masculino - T11, semifinais","1500m masculino - T11, semifinales",Phase,14,NONE,Y,N,Semifinals,Semifinais,Semifinales
AT,M,911,2,01,Y,0,Men's 1500m - T11 Semifinal 1,"1.500m masculino - T11, semifinal 1","1500m masculino - T11, semifinal 1",Men's 1500m - T11 Semifinal 1,"1.500m rasos masculino - T11, semifinal 1","1500m masculino - T11, semifinal 1",EventUnit,15,ATH,N,Y,Semifinal 1,Semifinal 1,Semifinal 1
AT,M,911,2,02,Y,0,Men's 1500m - T11 Semifinal 2,"1.500m masculino - T11, semifinal 2","1500m masculino - T11, semifinal 2",Men's 1500m - T11 Semifinal 2,"1.500m rasos masculino - T11, semifinal 2","1500m masculino - T11, semifinal 2",EventUnit,15,ATH,N,Y,Semifinal 2,Semifinal 2,Semifinal 2
AT,M,911,2,03,Y,0,Men's 1500m - T11 Semifinal 3,"1.500m masculino - T11, semifinal 3","1500m masculino - T11, semifinal 3",Men's 1500m - T11 Semifinal 3,"1.500m rasos masculino - T11, semifinal 3","1500m masculino - T11, semifinal 3",EventUnit,15,ATH,N,Y,Semifinal 3,Semifinal 3,Semifinal 3
AT,M,911,9,00,Y,0,Men's 1500m - T11 Round 1,"1.500m masculino - T11, primeira fase","1500m masculino - T11, 1a ronda",Men's 1500m - T11 Round 1,"1.500m rasos masculino - T11, primeira fase","1500m masculino - T11, 1a ronda",Phase,14,NONE,Y,N,Round 1,Primeira fase,1a ronda
AT,M,911,9,01,Y,0,Men's 1500m - T11 Round 1 Heat 1,"1.500m masculino - T11, 1a fase, série 1","1500m masc - T11, 1a ronda - serie 1",Men's 1500m - T11 Round 1 Heat 1,"1.500m rasos masculino - T11, primeira fase - série 1","1500m masculino - T11, 1a ronda - serie 1",EventUnit,15,ATH,N,Y,Round 1 Heat 1,Primeira fase - série 1,1a ronda - serie 1
AT,M,911,9,02,Y,0,Men's 1500m - T11 Round 1 Heat 2,"1.500m masculino - T11, 1a fase, série 2","1500m masc - T11, 1a ronda - serie 2",Men's 1500m - T11 Round 1 Heat 2,"1.500m rasos masculino - T11, primeira fase - série 2","1500m masculino - T11, 1a ronda - serie 2",EventUnit,15,ATH,N,Y,Round 1 Heat 2,Primeira fase - série 2,1a ronda - serie 2
AT,M,911,9,03,Y,0,Men's 1500m - T11 Round 1 Heat 3,"1.500m masculino - T11, 1a fase, série 3","1500m masc - T11, 1a ronda - serie 3",Men's 1500m - T11 Round 1 Heat 3,"1.500m rasos masculino - T11, primeira fase - série 3","1500m masculino - T11, 1a ronda - serie 3",EventUnit,15,ATH,N,Y,Round 1 Heat 3,Primeira fase - série 3,1a ronda - serie 3
AT,M,911,9,04,Y,0,Men's 1500m - T11 Round 1 Heat 4,"1.500m masculino - T11, 1a fase, série 4","1500m masc - T11, 1a ronda - serie 4",Men's 1500m - T11 Round 1 Heat 4,"1.500m rasos masculino - T11, primeira fase - série 4","1500m masculino - T11, 1a ronda - serie 4",EventUnit,15,ATH,N,Y,Round 1 Heat 4,Primeira fase - série 4,1a ronda - serie 4
AT,M,911,9,05,Y,0,Men's 1500m - T11 Round 1 Heat 5,"1.500m masculino - T11, 1a fase, série 5","1500m masc - T11, 1a ronda - serie 5",Men's 1500m - T11 Round 1 Heat 5,"1.500m rasos masculino - T11, primeira fase - série 5","1500m masculino - T11, 1a ronda - serie 5",EventUnit,15,ATH,N,Y,Round 1 Heat 5,Primeira fase - série 5,1a ronda - serie 5
AT,M,911,9,06,Y,0,Men's 1500m - T11 Round 1 Heat 6,"1.500m masculino - T11, 1a fase, série 6","1500m masc - T11, 1a ronda - serie 6",Men's 1500m - T11 Round 1 Heat 6,"1.500m rasos masculino - T11, primeira fase - série 6","1500m masculino - T11, 1a ronda - serie 6",EventUnit,15,ATH,N,Y,Round 1 Heat 6,Primeira fase - série 6,1a ronda - serie 6
AT,M,911,9,07,Y,0,Men's 1500m - T11 Round 1 Heat 7,"1.500m masculino - T11, 1a fase, série 7","1500m masc - T11, 1a ronda - serie 7",Men's 1500m - T11 Round 1 Heat 7,"1.500m rasos masculino - T11, primeira fase - série 7","1500m masculino - T11, 1a ronda - serie 7",EventUnit,15,ATH,N,Y,Round 1 Heat 7,Primeira fase - série 7,1a ronda - serie 7
AT,M,911,9,08,Y,0,Men's 1500m - T11 Round 1 Heat 8,"1.500m masculino - T11, 1a fase, série 8","1500m masc - T11, 1a ronda - serie 8",Men's 1500m - T11 Round 1 Heat 8,"1.500m rasos masculino - T11, primeira fase - série 8","1500m masculino - T11, 1a ronda - serie 8",EventUnit,15,ATH,N,Y,Round 1 Heat 8,Primeira fase - série 8,1a ronda - serie 8
AT,M,911,M,00,Y,0,Men's 1500m - T11 VC,"1.500m masculino - T11, cer. premiação","1500m masculino - T11, cer. medallas",Men's 1500m - T11 Victory Ceremony,"1.500m rasos masculino - T11, cerimônia de premiação","1500m masculino - T11, ceremonia de entrega de medallas",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,911,N,00,Y,0,Men's 1500m - T11 Draw,"1.500m masculino - T11, sorteio","1500m masculino - T11, sorteo",Men's 1500m - T11 Draw,"1.500m rasos masculino - T11, sorteio","1500m masculino - T11, sorteo",Draw,18,NONE,N,Y,Draw,Sorteio,Sorteo
AT,M,911,N,01,Y,0,Men's 1500m - T11 Draw,"1.500m masculino - T11, sorteio","1500m masculino - T11, sorteo",Men's 1500m - T11 Draw,"1.500m rasos masculino - T11, sorteio","1500m masculino - T11, sorteo",Draw,18,NONE,N,Y,Draw,Sorteio,Sorteo
AT,M,913,0,00,N,0,Men's 1500m - T12/13,1.500m rasos masculino - T12/13,1500m masculino - T12/13,Men's 1500m - T12/13,1.500m rasos masculino - T12/13,1500m masculino - T12/13,Event,13,NONE,N,N,"","",
AT,M,913,1,00,N,0,Men's 1500m - T12/13 Final,"1.500m masculino - T12/13, final","1500m masculino - T12/13, final",Men's 1500m - T12/13 Final,"1.500m rasos masculino - T12/13, final","1500m masculino - T12/13, final",Phase,14,NONE,N,N,Final,Final,Final
AT,M,913,1,01,Y,1,Men's 1500m - T12/13 Final,"1.500m masculino - T12/13, final","1500m masculino - T12/13, final",Men's 1500m - T12/13 Final,"1.500m rasos masculino - T12/13, final","1500m masculino - T12/13, final",EventUnit,15,ATH,Y,Y,Final,Final,Final
AT,M,913,2,00,Y,0,Men's 1500m - T12/13 Semifinals,"1.500m masculino - T12/13, semifinais","1500m masculino - T12/13, semifinales",Men's 1500m - T12/13 Semifinals,"1.500m rasos masculino - T12/13, semifinais","1500m masculino - T12/13, semifinales",Phase,14,NONE,Y,N,Semifinals,Semifinais,Semifinales
AT,M,913,2,01,Y,0,Men's 1500m - T12/13 Semifinal 1,"1.500m masculino - T12/13, semifinal 1","1500m masculino - T12/13, semifinal 1",Men's 1500m - T12/13 Semifinal 1,"1.500m rasos masculino - T12/13, semifinal 1","1500m masculino - T12/13, semifinal 1",EventUnit,15,ATH,N,Y,Semifinal 1,Semifinal 1,Semifinal 1
AT,M,913,2,02,Y,0,Men's 1500m - T12/13 Semifinal 2,"1.500m masculino - T12/13, semifinal 2","1500m masculino - T12/13, semifinal 2",Men's 1500m - T12/13 Semifinal 2,"1.500m rasos masculino - T12/13, semifinal 2","1500m masculino - T12/13, semifinal 2",EventUnit,15,ATH,N,Y,Semifinal 2,Semifinal 2,Semifinal 2
AT,M,913,2,03,Y,0,Men's 1500m - T12/13 Semifinal 3,"1.500m masculino - T12/13, semifinal 3","1500m masculino - T12/13, semifinal 3",Men's 1500m - T12/13 Semifinal 3,"1.500m rasos masculino - T12/13, semifinal 3","1500m masculino - T12/13, semifinal 3",EventUnit,15,ATH,N,Y,Semifinal 3,Semifinal 3,Semifinal 3
AT,M,913,9,00,Y,0,Men's 1500m - T12/13 Round 1,"1.500m masculino - T12/13, primeira fase","1500m masculino - T12/13, 1a ronda",Men's 1500m - T12/13 Round 1,"1.500m rasos masculino - T12/13, primeira fase","1500m masculino - T12/13, 1a ronda",Phase,14,NONE,Y,N,Round 1,Primeira fase,1a ronda
AT,M,913,9,01,Y,0,Men's 1500m - T12/13 Round 1 Heat 1,"1.500m masc - T12/13, 1a fase, série 1","1500m masc - T12/13, 1a ronda - serie 1",Men's 1500m - T12/13 Round 1 Heat 1,"1.500m rasos masculino - T12/13, primeira fase - série 1","1500m masculino - T12/13, 1a ronda - serie 1",EventUnit,15,ATH,N,Y,Round 1 Heat 1,Primeira fase - série 1,1a ronda - serie 1
AT,M,913,9,02,Y,0,Men's 1500m - T12/13 Round 1 Heat 2,"1.500m masc - T12/13, 1a fase, série 2","1500m masc - T12/13, 1a ronda - serie 2",Men's 1500m - T12/13 Round 1 Heat 2,"1.500m rasos masculino - T12/13, primeira fase - série 2","1500m masculino - T12/13, 1a ronda - serie 2",EventUnit,15,ATH,N,Y,Round 1 Heat 2,Primeira fase - série 2,1a ronda - serie 2
AT,M,913,9,03,Y,0,Men's 1500m - T12/13 Round 1 Heat 3,"1.500m masc - T12/13, 1a fase, série 3","1500m masc - T12/13, 1a ronda - serie 3",Men's 1500m - T12/13 Round 1 Heat 3,"1.500m rasos masculino - T12/13, primeira fase - série 3","1500m masculino - T12/13, 1a ronda - serie 3",EventUnit,15,ATH,N,Y,Round 1 Heat 3,Primeira fase - série 3,1a ronda - serie 3
AT,M,913,9,04,Y,0,Men's 1500m - T12/13 Round 1 Heat 4,"1.500m masc - T12/13, 1a fase, série 4","1500m masc - T12/13, 1a ronda - serie 4",Men's 1500m - T12/13 Round 1 Heat 4,"1.500m rasos masculino - T12/13, primeira fase - série 4","1500m masculino - T12/13, 1a ronda - serie 4",EventUnit,15,ATH,N,Y,Round 1 Heat 4,Primeira fase - série 4,1a ronda - serie 4
AT,M,913,9,05,Y,0,Men's 1500m - T12/13 Round 1 Heat 5,"1.500m masc - T12/13, 1a fase, série 5","1500m masc - T12/13, 1a ronda - serie 5",Men's 1500m - T12/13 Round 1 Heat 5,"1.500m rasos masculino - T12/13, primeira fase - série 5","1500m masculino - T12/13, 1a ronda - serie 5",EventUnit,15,ATH,N,Y,Round 1 Heat 5,Primeira fase - série 5,1a ronda - serie 5
AT,M,913,9,06,Y,0,Men's 1500m - T12/13 Round 1 Heat 6,"1.500m masc - T12/13, 1a fase, série 6","1500m masc - T12/13, 1a ronda - serie 6",Men's 1500m - T12/13 Round 1 Heat 6,"1.500m rasos masculino - T12/13, primeira fase - série 6","1500m masculino - T12/13, 1a ronda - serie 6",EventUnit,15,ATH,N,Y,Round 1 Heat 6,Primeira fase - série 6,1a ronda - serie 6
AT,M,913,9,07,Y,0,Men's 1500m - T12/13 Round 1 Heat 7,"1.500m masc - T12/13, 1a fase, série 7","1500m masc - T12/13, 1a ronda - serie 7",Men's 1500m - T12/13 Round 1 Heat 7,"1.500m rasos masculino - T12/13, primeira fase - série 7","1500m masculino - T12/13, 1a ronda - serie 7",EventUnit,15,ATH,N,Y,Round 1 Heat 7,Primeira fase - série 7,1a ronda - serie 7
AT,M,913,9,08,Y,0,Men's 1500m - T12/13 Round 1 Heat 8,"1.500m masc - T12/13, 1a fase, série 8","1500m masc - T12/13, 1a ronda - serie 8",Men's 1500m - T12/13 Round 1 Heat 8,"1.500m rasos masculino - T12/13, primeira fase - série 8","1500m masculino - T12/13, 1a ronda - serie 8",EventUnit,15,ATH,N,Y,Round 1 Heat 8,Primeira fase - série 8,1a ronda - serie 8
AT,M,913,M,00,Y,0,Men's 1500m - T12/13 VC,"1.500m masculino-T12/13, cer. premiação","1500m masculino - T12/13, cer. medallas",Men's 1500m - T12/13 Victory Ceremony,"1.500m rasos masculino - T12/13, cerimônia de premiação","1500m masculino - T12/13, ceremonia de entrega de medallas",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,913,N,00,Y,0,Men's 1500m - T12/13 Draw,"1.500m masculino - T12/13, sorteio","1500m masculino - T12/13, sorteo",Men's 1500m - T12/13 Draw,"1.500m rasos masculino - T12/13, sorteio","1500m masculino - T12/13, sorteo",Draw,18,NONE,N,Y,Draw,Sorteio,Sorteo
AT,M,913,N,01,Y,0,Men's 1500m - T12/13 Draw,"1.500m masculino - T12/13, sorteio","1500m masculino - T12/13, sorteo",Men's 1500m - T12/13 Draw,"1.500m rasos masculino - T12/13, sorteio","1500m masculino - T12/13, sorteo",Draw,18,NONE,N,Y,Draw,Sorteio,Sorteo
AT,M,920,0,00,N,0,Men's 1500m - T20,1.500m rasos masculino - T20,1500m masculino - T20,Men's 1500m - T20,1.500m rasos masculino - T20,1500m masculino - T20,Event,13,NONE,N,N,"","",
AT,M,920,1,00,N,0,Men's 1500m - T20 Final,"1.500m masculino - T20, final","1500m masculino - T20, final",Men's 1500m - T20 Final,"1.500m rasos masculino - T20, final","1500m masculino - T20, final",Phase,14,NONE,N,N,Final,Final,Final
AT,M,920,1,01,Y,1,Men's 1500m - T20 Final,"1.500m masculino - T20, final","1500m masculino - T20, final",Men's 1500m - T20 Final,"1.500m rasos masculino - T20, final","1500m masculino - T20, final",EventUnit,15,ATH,Y,Y,Final,Final,Final
AT,M,920,2,00,Y,0,Men's 1500m - T20 Semifinals,"1.500m masculino - T20, semifinais","1500m masculino - T20, semifinales",Men's 1500m - T20 Semifinals,"1.500m rasos masculino - T20, semifinais","1500m masculino - T20, semifinales",Phase,14,NONE,Y,N,Semifinals,Semifinais,Semifinales
AT,M,920,2,01,Y,0,Men's 1500m - T20 Semifinal 1,"1.500m masculino - T20, semifinal 1","1500m masculino - T20, semifinal 1",Men's 1500m - T20 Semifinal 1,"1.500m rasos masculino - T20, semifinal 1","1500m masculino - T20, semifinal 1",EventUnit,15,ATH,N,Y,Semifinal 1,Semifinal 1,Semifinal 1
AT,M,920,2,02,Y,0,Men's 1500m - T20 Semifinal 2,"1.500m masculino - T20, semifinal 2","1500m masculino - T20, semifinal 2",Men's 1500m - T20 Semifinal 2,"1.500m rasos masculino - T20, semifinal 2","1500m masculino - T20, semifinal 2",EventUnit,15,ATH,N,Y,Semifinal 2,Semifinal 2,Semifinal 2
AT,M,920,2,03,Y,0,Men's 1500m - T20 Semifinal 3,"1.500m masculino - T20, semifinal 3","1500m masculino - T20, semifinal 3",Men's 1500m - T20 Semifinal 3,"1.500m rasos masculino - T20, semifinal 3","1500m masculino - T20, semifinal 3",EventUnit,15,ATH,N,Y,Semifinal 3,Semifinal 3,Semifinal 3
AT,M,920,9,00,Y,0,Men's 1500m - T20 Round 1,"1.500m masculino - T20, primeira fase","1500m masculino - T20, 1a ronda",Men's 1500m - T20 Round 1,"1.500m rasos masculino - T20, primeira fase","1500m masculino - T20, 1a ronda",Phase,14,NONE,Y,N,Round 1,Primeira fase,1a ronda
AT,M,920,9,01,Y,0,Men's 1500m - T20 Round 1 Heat 1,"1.500m masculino - T20, 1a fase, série 1","1500m masc - T20, 1a ronda - serie 1",Men's 1500m - T20 Round 1 Heat 1,"1.500m rasos masculino - T20, primeira fase - série 1","1500m masculino - T20, 1a ronda - serie 1",EventUnit,15,ATH,N,Y,Round 1 Heat 1,Primeira fase - série 1,1a ronda - serie 1
AT,M,920,9,02,Y,0,Men's 1500m - T20 Round 1 Heat 2,"1.500m masculino - T20, 1a fase, série 2","1500m masc - T20, 1a ronda - serie 2",Men's 1500m - T20 Round 1 Heat 2,"1.500m rasos masculino - T20, primeira fase - série 2","1500m masculino - T20, 1a ronda - serie 2",EventUnit,15,ATH,N,Y,Round 1 Heat 2,Primeira fase - série 2,1a ronda - serie 2
AT,M,920,9,03,Y,0,Men's 1500m - T20 Round 1 Heat 3,"1.500m masculino - T20, 1a fase, série 3","1500m masc - T20, 1a ronda - serie 3",Men's 1500m - T20 Round 1 Heat 3,"1.500m rasos masculino - T20, primeira fase - série 3","1500m masculino - T20, 1a ronda - serie 3",EventUnit,15,ATH,N,Y,Round 1 Heat 3,Primeira fase - série 3,1a ronda - serie 3
AT,M,920,9,04,Y,0,Men's 1500m - T20 Round 1 Heat 4,"1.500m masculino - T20, 1a fase, série 4","1500m masc - T20, 1a ronda - serie 4",Men's 1500m - T20 Round 1 Heat 4,"1.500m rasos masculino - T20, primeira fase - série 4","1500m masculino - T20, 1a ronda - serie 4",EventUnit,15,ATH,N,Y,Round 1 Heat 4,Primeira fase - série 4,1a ronda - serie 4
AT,M,920,9,05,Y,0,Men's 1500m - T20 Round 1 Heat 5,"1.500m masculino - T20, 1a fase, série 5","1500m masc - T20, 1a ronda - serie 5",Men's 1500m - T20 Round 1 Heat 5,"1.500m rasos masculino - T20, primeira fase - série 5","1500m masculino - T20, 1a ronda - serie 5",EventUnit,15,ATH,N,Y,Round 1 Heat 5,Primeira fase - série 5,1a ronda - serie 5
AT,M,920,9,06,Y,0,Men's 1500m - T20 Round 1 Heat 6,"1.500m masculino - T20, 1a fase, série 6","1500m masc - T20, 1a ronda - serie 6",Men's 1500m - T20 Round 1 Heat 6,"1.500m rasos masculino - T20, primeira fase - série 6","1500m masculino - T20, 1a ronda - serie 6",EventUnit,15,ATH,N,Y,Round 1 Heat 6,Primeira fase - série 6,1a ronda - serie 6
AT,M,920,9,07,Y,0,Men's 1500m - T20 Round 1 Heat 7,"1.500m masculino - T20, 1a fase, série 7","1500m masc - T20, 1a ronda - serie 7",Men's 1500m - T20 Round 1 Heat 7,"1.500m rasos masculino - T20, primeira fase - série 7","1500m masculino - T20, 1a ronda - serie 7",EventUnit,15,ATH,N,Y,Round 1 Heat 7,Primeira fase - série 7,1a ronda - serie 7
AT,M,920,9,08,Y,0,Men's 1500m - T20 Round 1 Heat 8,"1.500m masculino - T20, 1a fase, série 8","1500m masc - T20, 1a ronda - serie 8",Men's 1500m - T20 Round 1 Heat 8,"1.500m rasos masculino - T20, primeira fase - série 8","1500m masculino - T20, 1a ronda - serie 8",EventUnit,15,ATH,N,Y,Round 1 Heat 8,Primeira fase - série 8,1a ronda - serie 8
AT,M,920,M,00,Y,0,Men's 1500m - T20 VC,"1.500m masculino - T20, cer. premiação","1500m masculino - T20, cer. medallas",Men's 1500m - T20 Victory Ceremony,"1.500m rasos masculino - T20, cerimônia de premiação","1500m masculino - T20, ceremonia de entrega de medallas",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,920,N,00,Y,0,Men's 1500m - T20 Draw,"1.500m masculino - T20, sorteio","1500m masculino - T20, sorteo",Men's 1500m - T20 Draw,"1.500m rasos masculino - T20, sorteio","1500m masculino - T20, sorteo",Draw,18,NONE,N,Y,Draw,Sorteio,Sorteo
AT,M,920,N,01,Y,0,Men's 1500m - T20 Draw,"1.500m masculino - T20, sorteio","1500m masculino - T20, sorteo",Men's 1500m - T20 Draw,"1.500m rasos masculino - T20, sorteio","1500m masculino - T20, sorteo",Draw,18,NONE,N,Y,Draw,Sorteio,Sorteo
AT,M,937,0,00,N,0,Men's 1500m - T37,1.500m rasos masculino - T37,1500m masculino - T37,Men's 1500m - T37,1.500m rasos masculino - T37,1500m masculino - T37,Event,13,NONE,N,N,"","",
AT,M,937,1,00,N,0,Men's 1500m - T37 Final,"1.500m masculino - T37, final","1500m masculino - T37, final",Men's 1500m - T37 Final,"1.500m rasos masculino - T37, final","1500m masculino - T37, final",Phase,14,NONE,N,N,Final,Final,Final
AT,M,937,1,01,Y,1,Men's 1500m - T37 Final,"1.500m masculino - T37, final","1500m masculino - T37, final",Men's 1500m - T37 Final,"1.500m rasos masculino - T37, final","1500m masculino - T37, final",EventUnit,15,ATH,Y,Y,Final,Final,Final
AT,M,937,2,00,Y,0,Men's 1500m - T37 Semifinals,"1.500m masculino - T37, semifinais","1500m masculino - T37, semifinales",Men's 1500m - T37 Semifinals,"1.500m rasos masculino - T37, semifinais","1500m masculino - T37, semifinales",Phase,14,NONE,Y,N,Semifinals,Semifinais,Semifinales
AT,M,937,2,01,Y,0,Men's 1500m - T37 Semifinal 1,"1.500m masculino - T37, semifinal 1","1500m masculino - T37, semifinal 1",Men's 1500m - T37 Semifinal 1,"1.500m rasos masculino - T37, semifinal 1","1500m masculino - T37, semifinal 1",EventUnit,15,ATH,N,Y,Semifinal 1,Semifinal 1,Semifinal 1
AT,M,937,2,02,Y,0,Men's 1500m - T37 Semifinal 2,"1.500m masculino - T37, semifinal 2","1500m masculino - T37, semifinal 2",Men's 1500m - T37 Semifinal 2,"1.500m rasos masculino - T37, semifinal 2","1500m masculino - T37, semifinal 2",EventUnit,15,ATH,N,Y,Semifinal 2,Semifinal 2,Semifinal 2
AT,M,937,2,03,Y,0,Men's 1500m - T37 Semifinal 3,"1.500m masculino - T37, semifinal 3","1500m masculino - T37, semifinal 3",Men's 1500m - T37 Semifinal 3,"1.500m rasos masculino - T37, semifinal 3","1500m masculino - T37, semifinal 3",EventUnit,15,ATH,N,Y,Semifinal 3,Semifinal 3,Semifinal 3
AT,M,937,9,00,Y,0,Men's 1500m - T37 Round 1,"1.500m masculino - T37, primeira fase","1500m masculino - T37, 1a ronda",Men's 1500m - T37 Round 1,"1.500m rasos masculino - T37, primeira fase","1500m masculino - T37, 1a ronda",Phase,14,NONE,Y,N,Round 1,Primeira fase,1a ronda
AT,M,937,9,01,Y,0,Men's 1500m - T37 Round 1 Heat 1,"1.500m masculino - T37, 1a fase, série 1","1500m masc - T37, 1a ronda - serie 1",Men's 1500m - T37 Round 1 Heat 1,"1.500m rasos masculino - T37, primeira fase - série 1","1500m masculino - T37, 1a ronda - serie 1",EventUnit,15,ATH,N,Y,Round 1 Heat 1,Primeira fase - série 1,1a ronda - serie 1
AT,M,937,9,02,Y,0,Men's 1500m - T37 Round 1 Heat 2,"1.500m masculino - T37, 1a fase, série 2","1500m masc - T37, 1a ronda - serie 2",Men's 1500m - T37 Round 1 Heat 2,"1.500m rasos masculino - T37, primeira fase - série 2","1500m masculino - T37, 1a ronda - serie 2",EventUnit,15,ATH,N,Y,Round 1 Heat 2,Primeira fase - série 2,1a ronda - serie 2
AT,M,937,9,03,Y,0,Men's 1500m - T37 Round 1 Heat 3,"1.500m masculino - T37, 1a fase, série 3","1500m masc - T37, 1a ronda - serie 3",Men's 1500m - T37 Round 1 Heat 3,"1.500m rasos masculino - T37, primeira fase - série 3","1500m masculino - T37, 1a ronda - serie 3",EventUnit,15,ATH,N,Y,Round 1 Heat 3,Primeira fase - série 3,1a ronda - serie 3
AT,M,937,9,04,Y,0,Men's 1500m - T37 Round 1 Heat 4,"1.500m masculino - T37, 1a fase, série 4","1500m masc - T37, 1a ronda - serie 4",Men's 1500m - T37 Round 1 Heat 4,"1.500m rasos masculino - T37, primeira fase - série 4","1500m masculino - T37, 1a ronda - serie 4",EventUnit,15,ATH,N,Y,Round 1 Heat 4,Primeira fase - série 4,1a ronda - serie 4
