Discipline,Gender,Event,Phase,Event Unit,Schedule Flag,Medal Flag,Event Unit Type,ENG Results Long Name (80),ENG Results Short Name (40),ENG Print Name (40),ENG TV Name,AZE Results Long Name (80),AZE Results Short Name (40),AZE Print Name (40)
FE,W,002,B,02,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 2,Women's Epee Ind Pool Round Gr B Bout 2,Pool Round Group B Bout 2,,,,
FE,W,002,B,03,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 3,Women's Epee Ind Pool Round Gr B Bout 3,Pool Round Group B Bout 3,,,,
FE,W,002,B,04,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 4,Women's Epee Ind Pool Round Gr B Bout 4,Pool Round Group B Bout 4,,,,
FE,W,002,B,05,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 5,Women's Epee Ind Pool Round Gr B Bout 5,Pool Round Group B Bout 5,,,,
FE,W,002,B,06,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 6,Women's Epee Ind Pool Round Gr B Bout 6,Pool Round Group B Bout 6,,,,
FE,W,002,B,07,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 7,Women's Epee Ind Pool Round Gr B Bout 7,Pool Round Group B Bout 7,,,,
FE,W,002,B,08,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 8,Women's Epee Ind Pool Round Gr B Bout 8,Pool Round Group B Bout 8,,,,
FE,W,002,B,09,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 9,Women's Epee Ind Pool Round Gr B Bout 9,Pool Round Group B Bout 9,,,,
FE,W,002,B,10,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 10,Women's Epee Ind Pool Round Gr B Bout 10,Pool Round Group B Bout 10,,,,
FE,W,002,B,11,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 11,Women's Epee Ind Pool Round Gr B Bout 11,Pool Round Group B Bout 11,,,,
FE,W,002,B,12,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 12,Women's Epee Ind Pool Round Gr B Bout 12,Pool Round Group B Bout 12,,,,
FE,W,002,B,13,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 13,Women's Epee Ind Pool Round Gr B Bout 13,Pool Round Group B Bout 13,,,,
FE,W,002,B,14,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 14,Women's Epee Ind Pool Round Gr B Bout 14,Pool Round Group B Bout 14,,,,
FE,W,002,B,15,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 15,Women's Epee Ind Pool Round Gr B Bout 15,Pool Round Group B Bout 15,,,,
FE,W,002,B,16,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 16,Women's Epee Ind Pool Round Gr B Bout 16,Pool Round Group B Bout 16,,,,
FE,W,002,B,17,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 17,Women's Epee Ind Pool Round Gr B Bout 17,Pool Round Group B Bout 17,,,,
FE,W,002,B,18,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 18,Women's Epee Ind Pool Round Gr B Bout 18,Pool Round Group B Bout 18,,,,
FE,W,002,B,19,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 19,Women's Epee Ind Pool Round Gr B Bout 19,Pool Round Group B Bout 19,,,,
FE,W,002,B,20,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 20,Women's Epee Ind Pool Round Gr B Bout 20,Pool Round Group B Bout 20,,,,
FE,W,002,B,21,Y,0,HATH,Women's Epee Individual Pool Round Group B Bout 21,Women's Epee Ind Pool Round Gr B Bout 21,Pool Round Group B Bout 21,,,,
FE,W,002,C,01,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 1,Women's Epee Ind Pool Round Gr C Bout 1,Pool Round Group C Bout 1,,,,
FE,W,002,C,02,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 2,Women's Epee Ind Pool Round Gr C Bout 2,Pool Round Group C Bout 2,,,,
FE,W,002,C,03,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 3,Women's Epee Ind Pool Round Gr C Bout 3,Pool Round Group C Bout 3,,,,
FE,W,002,C,04,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 4,Women's Epee Ind Pool Round Gr C Bout 4,Pool Round Group C Bout 4,,,,
FE,W,002,C,05,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 5,Women's Epee Ind Pool Round Gr C Bout 5,Pool Round Group C Bout 5,,,,
FE,W,002,C,06,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 6,Women's Epee Ind Pool Round Gr C Bout 6,Pool Round Group C Bout 6,,,,
FE,W,002,C,07,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 7,Women's Epee Ind Pool Round Gr C Bout 7,Pool Round Group C Bout 7,,,,
FE,W,002,C,08,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 8,Women's Epee Ind Pool Round Gr C Bout 8,Pool Round Group C Bout 8,,,,
FE,W,002,C,09,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 9,Women's Epee Ind Pool Round Gr C Bout 9,Pool Round Group C Bout 9,,,,
FE,W,002,C,10,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 10,Women's Epee Ind Pool Round Gr C Bout 10,Pool Round Group C Bout 10,,,,
FE,W,002,C,11,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 11,Women's Epee Ind Pool Round Gr C Bout 11,Pool Round Group C Bout 11,,,,
FE,W,002,C,12,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 12,Women's Epee Ind Pool Round Gr C Bout 12,Pool Round Group C Bout 12,,,,
FE,W,002,C,13,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 13,Women's Epee Ind Pool Round Gr C Bout 13,Pool Round Group C Bout 13,,,,
FE,W,002,C,14,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 14,Women's Epee Ind Pool Round Gr C Bout 14,Pool Round Group C Bout 14,,,,
FE,W,002,C,15,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 15,Women's Epee Ind Pool Round Gr C Bout 15,Pool Round Group C Bout 15,,,,
FE,W,002,C,16,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 16,Women's Epee Ind Pool Round Gr C Bout 16,Pool Round Group C Bout 16,,,,
FE,W,002,C,17,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 17,Women's Epee Ind Pool Round Gr C Bout 17,Pool Round Group C Bout 17,,,,
FE,W,002,C,18,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 18,Women's Epee Ind Pool Round Gr C Bout 18,Pool Round Group C Bout 18,,,,
FE,W,002,C,19,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 19,Women's Epee Ind Pool Round Gr C Bout 19,Pool Round Group C Bout 19,,,,
FE,W,002,C,20,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 20,Women's Epee Ind Pool Round Gr C Bout 20,Pool Round Group C Bout 20,,,,
FE,W,002,C,21,Y,0,HATH,Women's Epee Individual Pool Round Group C Bout 21,Women's Epee Ind Pool Round Gr C Bout 21,Pool Round Group C Bout 21,,,,
FE,W,002,D,01,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 1,Women's Epee Ind Pool Round Gr D Bout 1,Pool Round Group D Bout 1,,,,
FE,W,002,D,02,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 2,Women's Epee Ind Pool Round Gr D Bout 2,Pool Round Group D Bout 2,,,,
FE,W,002,D,03,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 3,Women's Epee Ind Pool Round Gr D Bout 3,Pool Round Group D Bout 3,,,,
FE,W,002,D,04,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 4,Women's Epee Ind Pool Round Gr D Bout 4,Pool Round Group D Bout 4,,,,
FE,W,002,D,05,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 5,Women's Epee Ind Pool Round Gr D Bout 5,Pool Round Group D Bout 5,,,,
FE,W,002,D,06,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 6,Women's Epee Ind Pool Round Gr D Bout 6,Pool Round Group D Bout 6,,,,
FE,W,002,D,07,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 7,Women's Epee Ind Pool Round Gr D Bout 7,Pool Round Group D Bout 7,,,,
FE,W,002,D,08,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 8,Women's Epee Ind Pool Round Gr D Bout 8,Pool Round Group D Bout 8,,,,
FE,W,002,D,09,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 9,Women's Epee Ind Pool Round Gr D Bout 9,Pool Round Group D Bout 9,,,,
FE,W,002,D,10,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 10,Women's Epee Ind Pool Round Gr D Bout 10,Pool Round Group D Bout 10,,,,
FE,W,002,D,11,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 11,Women's Epee Ind Pool Round Gr D Bout 11,Pool Round Group D Bout 11,,,,
FE,W,002,D,12,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 12,Women's Epee Ind Pool Round Gr D Bout 12,Pool Round Group D Bout 12,,,,
FE,W,002,D,13,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 13,Women's Epee Ind Pool Round Gr D Bout 13,Pool Round Group D Bout 13,,,,
FE,W,002,D,14,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 14,Women's Epee Ind Pool Round Gr D Bout 14,Pool Round Group D Bout 14,,,,
FE,W,002,D,15,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 15,Women's Epee Ind Pool Round Gr D Bout 15,Pool Round Group D Bout 15,,,,
FE,W,002,D,16,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 16,Women's Epee Ind Pool Round Gr D Bout 16,Pool Round Group D Bout 16,,,,
FE,W,002,D,17,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 16,Women's Epee Ind Pool Round Gr D Bout 17,Pool Round Group D Bout 17,,,,
FE,W,002,D,18,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 16,Women's Epee Ind Pool Round Gr D Bout 18,Pool Round Group D Bout 18,,,,
FE,W,002,D,19,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 16,Women's Epee Ind Pool Round Gr D Bout 19,Pool Round Group D Bout 19,,,,
FE,W,002,D,20,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 16,Women's Epee Ind Pool Round Gr D Bout 20,Pool Round Group D Bout 20,,,,
FE,W,002,D,21,Y,0,HATH,Women's Epee Individual Pool Round Group D Bout 16,Women's Epee Ind Pool Round Gr D Bout 21,Pool Round Group D Bout 21,,,,
FE,W,002,E,01,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 1,Women's Epee Ind Pool Round Gr E Bout 1,Pool Round Group E Bout 1,,,,
FE,W,002,E,02,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 2,Women's Epee Ind Pool Round Gr E Bout 2,Pool Round Group E Bout 2,,,,
FE,W,002,E,03,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 3,Women's Epee Ind Pool Round Gr E Bout 3,Pool Round Group E Bout 3,,,,
FE,W,002,E,04,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 4,Women's Epee Ind Pool Round Gr E Bout 4,Pool Round Group E Bout 4,,,,
FE,W,002,E,05,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 5,Women's Epee Ind Pool Round Gr E Bout 5,Pool Round Group E Bout 5,,,,
FE,W,002,E,06,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 6,Women's Epee Ind Pool Round Gr E Bout 6,Pool Round Group E Bout 6,,,,
FE,W,002,E,07,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 7,Women's Epee Ind Pool Round Gr E Bout 7,Pool Round Group E Bout 7,,,,
FE,W,002,E,08,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 8,Women's Epee Ind Pool Round Gr E Bout 8,Pool Round Group E Bout 8,,,,
FE,W,002,E,09,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 9,Women's Epee Ind Pool Round Gr E Bout 9,Pool Round Group E Bout 9,,,,
FE,W,002,E,10,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 10,Women's Epee Ind Pool Round Gr E Bout 10,Pool Round Group E Bout 10,,,,
FE,W,002,E,11,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 11,Women's Epee Ind Pool Round Gr E Bout 11,Pool Round Group E Bout 11,,,,
FE,W,002,E,12,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 12,Women's Epee Ind Pool Round Gr E Bout 12,Pool Round Group E Bout 12,,,,
FE,W,002,E,13,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 13,Women's Epee Ind Pool Round Gr E Bout 13,Pool Round Group E Bout 13,,,,
FE,W,002,E,14,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 14,Women's Epee Ind Pool Round Gr E Bout 14,Pool Round Group E Bout 14,,,,
FE,W,002,E,15,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 15,Women's Epee Ind Pool Round Gr E Bout 15,Pool Round Group E Bout 15,,,,
FE,W,002,E,16,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 16,Women's Epee Ind Pool Round Gr E Bout 16,Pool Round Group E Bout 16,,,,
FE,W,002,E,17,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 17,Women's Epee Ind Pool Round Gr E Bout 17,Pool Round Group E Bout 17,,,,
FE,W,002,E,18,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 18,Women's Epee Ind Pool Round Gr E Bout 18,Pool Round Group E Bout 18,,,,
FE,W,002,E,19,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 19,Women's Epee Ind Pool Round Gr E Bout 19,Pool Round Group E Bout 19,,,,
FE,W,002,E,20,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 20,Women's Epee Ind Pool Round Gr E Bout 20,Pool Round Group E Bout 20,,,,
FE,W,002,E,21,Y,0,HATH,Women's Epee Individual Pool Round Group E Bout 21,Women's Epee Ind Pool Round Gr E Bout 21,Pool Round Group E Bout 21,,,,
FE,W,002,F,01,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 1,Women's Epee Ind Pool Round Gr F Bout 1,Pool Round Group F Bout 1,,,,
FE,W,002,F,02,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 2,Women's Epee Ind Pool Round Gr F Bout 2,Pool Round Group F Bout 2,,,,
FE,W,002,F,03,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 3,Women's Epee Ind Pool Round Gr F Bout 3,Pool Round Group F Bout 3,,,,
FE,W,002,F,04,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 4,Women's Epee Ind Pool Round Gr F Bout 4,Pool Round Group F Bout 4,,,,
FE,W,002,F,05,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 5,Women's Epee Ind Pool Round Gr F Bout 5,Pool Round Group F Bout 5,,,,
FE,W,002,F,06,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 6,Women's Epee Ind Pool Round Gr F Bout 6,Pool Round Group F Bout 6,,,,
FE,W,002,F,07,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 7,Women's Epee Ind Pool Round Gr F Bout 7,Pool Round Group F Bout 7,,,,
FE,W,002,F,08,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 8,Women's Epee Ind Pool Round Gr F Bout 8,Pool Round Group F Bout 8,,,,
FE,W,002,F,09,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 9,Women's Epee Ind Pool Round Gr F Bout 9,Pool Round Group F Bout 9,,,,
FE,W,002,F,10,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 10,Women's Epee Ind Pool Round Gr F Bout 10,Pool Round Group F Bout 10,,,,
FE,W,002,F,11,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 11,Women's Epee Ind Pool Round Gr F Bout 11,Pool Round Group F Bout 11,,,,
FE,W,002,F,12,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 12,Women's Epee Ind Pool Round Gr F Bout 12,Pool Round Group F Bout 12,,,,
FE,W,002,F,13,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 13,Women's Epee Ind Pool Round Gr F Bout 13,Pool Round Group F Bout 13,,,,
FE,W,002,F,14,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 14,Women's Epee Ind Pool Round Gr F Bout 14,Pool Round Group F Bout 14,,,,
FE,W,002,F,15,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 15,Women's Epee Ind Pool Round Gr F Bout 15,Pool Round Group F Bout 15,,,,
FE,W,002,F,16,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 16,Women's Epee Ind Pool Round Gr F Bout 16,Pool Round Group F Bout 16,,,,
FE,W,002,F,17,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 17,Women's Epee Ind Pool Round Gr F Bout 17,Pool Round Group F Bout 17,,,,
FE,W,002,F,18,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 18,Women's Epee Ind Pool Round Gr F Bout 18,Pool Round Group F Bout 18,,,,
FE,W,002,F,19,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 19,Women's Epee Ind Pool Round Gr F Bout 19,Pool Round Group F Bout 19,,,,
FE,W,002,F,20,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 20,Women's Epee Ind Pool Round Gr F Bout 20,Pool Round Group F Bout 20,,,,
FE,W,002,F,21,Y,0,HATH,Women's Epee Individual Pool Round Group F Bout 21,Women's Epee Ind Pool Round Gr F Bout 21,Pool Round Group F Bout 21,,,,
FE,W,002,M,00,Y,0,NONE,Women's Epee Individual Medal Ceremony,Women's Epee Individual Medal Ceremony,,,,,
FE,W,003,0,00,N,0,NONE,Women's Sabre Individual,Women's Sabre Individual,,,,,
FE,W,003,1,00,N,0,NONE,Women's Sabre Individual Finals,Women's Sabre Individual Finals,Finals,,,,
FE,W,003,1,01,Y,1,HATH,Women's Sabre Individual Gold Medal Bout,Women's Sabre Individual Gold Mdl Bout,Gold Medal Bout,,,,
FE,W,003,2,00,N,0,NONE,Women's Sabre Individual Semifinals ,Women's Sabre Individual Semifinals,Semifinals,,,,
FE,W,003,2,01,Y,0,HATH,Women's Sabre Individual Semifinal 1,Women's Sabre Individual Semifinal 1,Semifinal 1,,,,
FE,W,003,2,02,Y,0,HATH,Women's Sabre Individual Semifinal 2,Women's Sabre Individual Semifinal 2,Semifinal 2,,,,
FE,W,003,3,00,N,0,NONE,Women's Sabre Individual Quarterfinals,Women's Sabre Individual Quarterfinals,Quarterfinals,,,,
FE,W,003,3,01,Y,0,HATH,Women's Sabre Individual Quarterfinal 1,Women's Sabre Individual Quarterfinal 1,Quarterfinal 1,,,,
FE,W,003,3,02,Y,0,HATH,Women's Sabre Individual Quarterfinal 2,Women's Sabre Individual Quarterfinal 2,Quarterfinal 2,,,,
FE,W,003,3,03,Y,0,HATH,Women's Sabre Individual Quarterfinal 3,Women's Sabre Individual Quarterfinal 3,Quarterfinal 3,,,,
FE,W,003,3,04,Y,0,HATH,Women's Sabre Individual Quarterfinal 4,Women's Sabre Individual Quarterfinal 4,Quarterfinal 4,,,,
FE,W,003,4,00,N,0,NONE,Women's Sabre Individual Table of 16,Women's Sabre Individual Table of 16,Table of 16,,,,
FE,W,003,4,01,Y,0,HATH,Women's Sabre Individual Table of 16,Women's Sabre Individual Table of 16,Table of 16,,,,
FE,W,003,4,02,Y,0,HATH,Women's Sabre Individual Table of 16,Women's Sabre Individual Table of 16,Table of 16,,,,
FE,W,003,4,03,Y,0,HATH,Women's Sabre Individual Table of 16,Women's Sabre Individual Table of 16,Table of 16,,,,
FE,W,003,4,04,Y,0,HATH,Women's Sabre Individual Table of 16,Women's Sabre Individual Table of 16,Table of 16,,,,
FE,W,003,4,05,Y,0,HATH,Women's Sabre Individual Table of 16,Women's Sabre Individual Table of 16,Table of 16,,,,
FE,W,003,4,06,Y,0,HATH,Women's Sabre Individual Table of 16,Women's Sabre Individual Table of 16,Table of 16,,,,
FE,W,003,4,07,Y,0,HATH,Women's Sabre Individual Table of 16,Women's Sabre Individual Table of 16,Table of 16,,,,
FE,W,003,4,08,Y,0,HATH,Women's Sabre Individual Table of 16,Women's Sabre Individual Table of 16,Table of 16,,,,
FE,W,003,5,00,N,0,NONE,Women's Sabre Individual Table of 32,Women's Sabre Individual Table of 32,Table of 32,,,,
FE,W,003,5,01,Y,0,HATH,Women's Sabre Individual Table of 32,Women's Sabre Individual Table of 32,Table of 32,,,,
FE,W,003,5,02,Y,0,HATH,Women's Sabre Individual Table of 32,Women's Sabre Individual Table of 32,Table of 32,,,,
FE,W,003,5,03,Y,0,HATH,Women's Sabre Individual Table of 32,Women's Sabre Individual Table of 32,Table of 32,,,,
FE,W,003,5,04,Y,0,HATH,Women's Sabre Individual Table of 32,Women's Sabre Individual Table of 32,Table of 32,,,,
FE,W,003,5,05,Y,0,HATH,Women's Sabre Individual Table of 32,Women's Sabre Individual Table of 32,Table of 32,,,,
FE,W,003,5,06,Y,0,HATH,Women's Sabre Individual Table of 32,Women's Sabre Individual Table of 32,Table of 32,,,,
FE,W,003,5,07,Y,0,HATH,Women's Sabre Individual Table of 32,Women's Sabre Individual Table of 32,Table of 32,,,,
