Discipline,Gender,Event,phase,Eventunit,schedule,medalflag,ENG Description,POR Description,ENG longdescription,POR longdescription,Level,Order,Eventunittype,cisSchedule,infoSchedule,Competition Schedule Description,ENG unit Description,POR unit Description
AR,X,472,2,00,N,0,Mixed Team Compound Open Semifinals,"Mistos arco composto - aberto,semifinais",Mixed Team Compound Open Semifinals,"Times mistos arco composto - aberto, semifinais",Phase,14,NONE,N,N,Mixed Team Compound Open Semifinals,Semifinals,Semifinais
AR,X,472,2,01,Y,0,Mixed Team Compound Open Semifinal,"Mistos arco composto - aberto, semifinal",Mixed Team Compound Open Semifinal,"Times mistos arco composto - aberto, semifinal",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open Semifinal 1,Semifinal,Semifinal
AR,X,472,2,02,Y,0,Mixed Team Compound Open Semifinal,"Mistos arco composto - aberto, semifinal",Mixed Team Compound Open Semifinal,"Times mistos arco composto - aberto, semifinal",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open Semifinal 2,Semifinal,Semifinal
AR,X,472,3,00,N,0,Mixed Team Compound Open Quarterfinals,"Mistos arco composto - aberto, quartas",Mixed Team Compound Open Quarterfinals,"Times mistos arco composto - aberto, quartas ",Phase,14,NONE,N,N,Mixed Team Compound Open Quarterfinals,Quarterfinals,Quartas de finais
AR,X,472,3,01,Y,0,Mixed Team Compound Open Quarterfinal,"Mistos arco composto - aberto, quartas",Mixed Team Compound Open Quarterfinal,"Times mistos arco composto - aberto, quartas de final",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open Quarterfinal 1,Quarterfinal 1,Quartas de final 1
AR,X,472,3,02,Y,0,Mixed Team Compound Open Quarterfinal,"Mistos arco composto - aberto, quartas",Mixed Team Compound Open Quarterfinal,"Times mistos arco composto - aberto, quartas de final",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open Quarterfinal 2,Quarterfinal 2,Quartas de final 2
AR,X,472,3,03,Y,0,Mixed Team Compound Open Quarterfinal,"Mistos arco composto - aberto, quartas",Mixed Team Compound Open Quarterfinal,"Times mistos arco composto - aberto, quartas de final",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open Quarterfinal 3,Quarterfinal 3,Quartas de final 3
AR,X,472,3,04,Y,0,Mixed Team Compound Open Quarterfinal,"Mistos arco composto - aberto, quartas",Mixed Team Compound Open Quarterfinal,"Times mistos arco composto - aberto, quartas de final",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open Quarterfinal 4,Quarterfinal 4,Quartas de final 4
AR,X,472,4,00,N,0,Mixed Team Compound Open 1/8 Elimin.,"Mistos arco composto - aberto, oitavas",Mixed Team Compound Open 1/8 Eliminations,"Times mistos arco composto - aberto, oitavas",Phase,14,NONE,N,N,Mixed Team Compound Open 1/8 Eliminations,1/8 Eliminations,Oitavas de final
AR,X,472,4,01,Y,0,Mixed Team Compound Open 1/8 Elimin.,"Mistos arco composto - aberto, oitavas",Mixed Team Compound Open 1/8 Elimination,"Times mistos arco composto - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open 1/8 Elimination 1,1/8 Elimination 1,Oitavas de final
AR,X,472,4,02,Y,0,Mixed Team Compound Open 1/8 Elimin.,"Mistos arco composto - aberto, oitavas",Mixed Team Compound Open 1/8 Elimination,"Times mistos arco composto - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open 1/8 Elimination 2,1/8 Elimination 2,Oitavas de final
AR,X,472,4,03,Y,0,Mixed Team Compound Open 1/8 Elimin.,"Mistos arco composto - aberto, oitavas",Mixed Team Compound Open 1/8 Elimination,"Times mistos arco composto - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open 1/8 Elimination 3,1/8 Elimination 3,Oitavas de final
AR,X,472,4,04,Y,0,Mixed Team Compound Open 1/8 Elimin.,"Mistos arco composto - aberto, oitavas",Mixed Team Compound Open 1/8 Elimination,"Times mistos arco composto - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open 1/8 Elimination 4,1/8 Elimination 4,Oitavas de final
AR,X,472,4,05,Y,0,Mixed Team Compound Open 1/8 Elimin.,"Mistos arco composto - aberto, oitavas",Mixed Team Compound Open 1/8 Elimination,"Times mistos arco composto - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open 1/8 Elimination 5,1/8 Elimination 5,Oitavas de final
AR,X,472,4,06,Y,0,Mixed Team Compound Open 1/8 Elimin.,"Mistos arco composto - aberto, oitavas",Mixed Team Compound Open 1/8 Elimination,"Times mistos arco composto - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open 1/8 Elimination 6,1/8 Elimination 6,Oitavas de final
AR,X,472,4,07,Y,0,Mixed Team Compound Open 1/8 Elimin.,"Mistos arco composto - aberto, oitavas",Mixed Team Compound Open 1/8 Elimination,"Times mistos arco composto - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open 1/8 Elimination 7,1/8 Elimination 7,Oitavas de final
AR,X,472,4,08,Y,0,Mixed Team Compound Open 1/8 Elimin.,"Mistos arco composto - aberto, oitavas",Mixed Team Compound Open 1/8 Elimination,"Times mistos arco composto - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Compound Open 1/8 Elimination 8,1/8 Elimination 8,Oitavas de final
AR,X,472,9,00,N,0,Mixed Team Compound Open Ranking Round,"Mistos arco composto - aberto, classif",Mixed Team Compound Open Ranking Round,"Times mistos arco composto - aberto, classificatório",Phase,14,NONE,N,N,Mixed Team Compound Open Ranking Round,Ranking Round,Classificatório
AR,X,472,9,01,Y,0,Mixed Team Compound Open Ranking Round,"Mistos arco composto - aberto, classif",Mixed Team Compound Open Ranking Round,"Times mistos arco composto - aberto, classificatório",EventUnit,15,ATH,N,Y,Mixed Team Compound Open Ranking Round,Ranking Round,Classificatório
AR,X,472,M,00,Y,0,Mixed Team Compound Open VC,"Mistos arco composto - aberto, premiação",Mixed Team Compound Open Victory Ceremony,"Times mistos arco composto - aberto, cerimônia de premiação",Medals,17,NONE,N,Y,Mixed Team Compound Open Victory Ceremony,"",""
AR,X,473,0,00,N,0,Mixed Team Recurve Open,Mistos arco recurvo - aberto,Mixed Team Recurve Open,Times mistos arco recurvo - aberto,Event,13,NONE,N,N,Mixed Team Recurve Open,"",""
AR,X,473,1,00,N,0,Mixed Team Recurve Open Finals,"Mistos arco recurvo - aberto, finais",Mixed Team Recurve Open Finals,"Times mistos arco recurvo - aberto, finais",Phase,14,NONE,N,N,Mixed Team Recurve Open Finals,Finals,Finais
AR,X,473,1,01,Y,1,Mixed Team Recurve Open Gold Medal,"Mistos arco recurvo - aberto, ouro",Mixed Team Recurve Open Gold Medal,"Times mistos arco recurvo - aberto, disputa pelo ouro",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open Gold Medal,Gold Medal,Disputa pelo ouro
AR,X,473,1,02,Y,2,Mixed Team Recurve Open Bronze Medal,"Mistos arco recurvo - aberto, bronze",Mixed Team Recurve Open Bronze Medal,"Times mistos arco recurvo - aberto, disputa pelo bronze",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open Bronze Medal,Bronze Medal,Disputa pelo bronze
AR,X,473,2,00,N,0,Mixed Team Recurve Open Semifinals,"Mistos arco recurvo - aberto, semifinais",Mixed Team Recurve Open Semifinals,"Times mistos arco recurvo - aberto, semifinais",Phase,14,NONE,N,N,Mixed Team Recurve Open Semifinals,Semifinals,Semifinais
AR,X,473,2,01,Y,0,Mixed Team Recurve Open Semifinal,"Mistos arco recurvo - aberto, semifinal",Mixed Team Recurve Open Semifinal,"Times mistos arco recurvo - aberto, semifinal",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open Semifinal 1,Semifinal,Semifinal
AR,X,473,2,02,Y,0,Mixed Team Recurve Open Semifinal,"Mistos arco recurvo - aberto, semifinal",Mixed Team Recurve Open Semifinal,"Times mistos arco recurvo - aberto, semifinal",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open Semifinal 2,Semifinal,Semifinal
AR,X,473,3,00,N,0,Mixed Team Recurve Open Quarterfinals,"Mistos arco recurvo - aberto, quartas",Mixed Team Recurve Open Quarterfinals,"Times mistos arco recurvo - aberto, quartas ",Phase,14,NONE,N,N,Mixed Team Recurve Open Quarterfinals,Quarterfinals,Quartas de finais
AR,X,473,3,01,Y,0,Mixed Team Recurve Open Quarterfinal,"Mistos arco recurvo - aberto, quartas",Mixed Team Recurve Open Quarterfinal,"Times mistos arco recurvo - aberto, quartas de final",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open Quarterfinal 1,Quarterfinal 1,Quartas de final 1
AR,X,473,3,02,Y,0,Mixed Team Recurve Open Quarterfinal,"Mistos arco recurvo - aberto, quartas",Mixed Team Recurve Open Quarterfinal,"Times mistos arco recurvo - aberto, quartas de final",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open Quarterfinal 2,Quarterfinal 2,Quartas de final 2
AR,X,473,3,03,Y,0,Mixed Team Recurve Open Quarterfinal,"Mistos arco recurvo - aberto, quartas",Mixed Team Recurve Open Quarterfinal,"Times mistos arco recurvo - aberto, quartas de final",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open Quarterfinal 3,Quarterfinal 3,Quartas de final 3
AR,X,473,3,04,Y,0,Mixed Team Recurve Open Quarterfinal,"Mistos arco recurvo - aberto, quartas",Mixed Team Recurve Open Quarterfinal,"Times mistos arco recurvo - aberto, quartas de final",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open Quarterfinal 4,Quarterfinal 4,Quartas de final 4
AR,X,473,4,00,N,0,Mixed Team Recurve Open 1/8 Elimin.,"Mistos arco recurvo - aberto, oitavas",Mixed Team Recurve Open 1/8 Eliminations,"Times mistos arco recurvo - aberto, oitavas",Phase,14,NONE,N,N,Mixed Team Recurve Open 1/8 Eliminations,1/8 Eliminations,Oitavas de final
AR,X,473,4,01,Y,0,Mixed Team Recurve Open 1/8 Elimin.,"Mistos arco recurvo - aberto, oitavas",Mixed Team Recurve Open 1/8 Elimination,"Times mistos arco recurvo - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open 1/8 Elimination 1,1/8 Elimination 1,Oitavas de final
AR,X,473,4,02,Y,0,Mixed Team Recurve Open 1/8 Elimin.,"Mistos arco recurvo - aberto, oitavas",Mixed Team Recurve Open 1/8 Elimination,"Times mistos arco recurvo - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open 1/8 Elimination 2,1/8 Elimination 2,Oitavas de final
AR,X,473,4,03,Y,0,Mixed Team Recurve Open 1/8 Elimin.,"Mistos arco recurvo - aberto, oitavas",Mixed Team Recurve Open 1/8 Elimination,"Times mistos arco recurvo - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open 1/8 Elimination 3,1/8 Elimination 3,Oitavas de final
AR,X,473,4,04,Y,0,Mixed Team Recurve Open 1/8 Elimin.,"Mistos arco recurvo - aberto, oitavas",Mixed Team Recurve Open 1/8 Elimination,"Times mistos arco recurvo - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open 1/8 Elimination 4,1/8 Elimination 4,Oitavas de final
AR,X,473,4,05,Y,0,Mixed Team Recurve Open 1/8 Elimin.,"Mistos arco recurvo - aberto, oitavas",Mixed Team Recurve Open 1/8 Elimination,"Times mistos arco recurvo - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open 1/8 Elimination 5,1/8 Elimination 5,Oitavas de final
AR,X,473,4,06,Y,0,Mixed Team Recurve Open 1/8 Elimin.,"Mistos arco recurvo - aberto, oitavas",Mixed Team Recurve Open 1/8 Elimination,"Times mistos arco recurvo - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open 1/8 Elimination 6,1/8 Elimination 6,Oitavas de final
AR,X,473,4,07,Y,0,Mixed Team Recurve Open 1/8 Elimin.,"Mistos arco recurvo - aberto, oitavas",Mixed Team Recurve Open 1/8 Elimination,"Times mistos arco recurvo - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open 1/8 Elimination 7,1/8 Elimination 7,Oitavas de final
AR,X,473,4,08,Y,0,Mixed Team Recurve Open 1/8 Elimin.,"Mistos arco recurvo - aberto, oitavas",Mixed Team Recurve Open 1/8 Elimination,"Times mistos arco recurvo - aberto, oitavas",EventUnit,15,HNOC,N,Y,Mixed Team Recurve Open 1/8 Elimination 8,1/8 Elimination 8,Oitavas de final
AR,X,473,9,00,N,0,Mixed Team Recurve Open Ranking Round,"Mistos arco recurvo - aberto, classif",Mixed Team Recurve Open Ranking Round,"Times mistos arco recurvo - aberto, classificatório",Phase,14,NONE,N,N,Mixed Team Recurve Open Ranking Round,Ranking Round,Classificatório
AR,X,473,9,01,Y,0,Mixed Team Recurve Open Ranking Round,"Mistos arco recurvo - aberto, classif",Mixed Team Recurve Open Ranking Round,"Times mistos arco recurvo - aberto, classificatório",EventUnit,15,ATH,N,Y,Mixed Team Recurve Open Ranking Round,Ranking Round,Classificatório
AR,X,473,M,00,Y,0,Mixed Team Recurve Open VC,"Mistos arco recurvo - aberto, premiação",Mixed Team Recurve Open Victory Ceremony,"Times mistos arco recurvo - aberto, cerimônia de premiação",Medals,17,NONE,N,Y,Mixed Team Recurve Open Victory Ceremony,"",""
AT,0,000,0,00,N,0,Athletics,Atletismo,Athletics,Atletismo,Discipline,2,NONE,N,N,Athletics,"",""
AT,0,000,Y,00,N,0,Athletics Daily Schedule,"Atletismo, programação diária",Athletics Daily Schedule,"Atletismo, programação diária",Day,4,NONE,N,N,Athletics Daily Schedule,"",""
AT,0,000,Y,01,N,0,Athletics Day 1,"Atletismo, dia 1",Athletics Day 1,"Atletismo, dia 1",Day,4,NONE,N,N,Athletics Day 1,"",""
AT,0,000,Y,02,N,0,Athletics Day 2,"Atletismo, dia 2",Athletics Day 2,"Atletismo, dia 2",Day,4,NONE,N,N,Athletics Day 2,"",""
AT,0,000,Y,03,N,0,Athletics Day 3,"Atletismo, dia 3",Athletics Day 3,"Atletismo, dia 3",Day,4,NONE,N,N,Athletics Day 3,"",""
AT,0,000,Y,04,N,0,Athletics Day 4,"Atletismo, dia 4",Athletics Day 4,"Atletismo, dia 4",Day,4,NONE,N,N,Athletics Day 4,"",""
AT,0,000,Y,05,N,0,Athletics Day 5,"Atletismo, dia 5",Athletics Day 5,"Atletismo, dia 5",Day,4,NONE,N,N,Athletics Day 5,"",""
AT,0,000,Y,06,N,0,Athletics Day 6,"Atletismo, dia 6",Athletics Day 6,"Atletismo, dia 6",Day,4,NONE,N,N,Athletics Day 6,"",""
AT,0,000,Y,07,N,0,Athletics Day 7,"Atletismo, dia 7",Athletics Day 7,"Atletismo, dia 7",Day,4,NONE,N,N,Athletics Day 7,"",""
AT,0,000,Y,08,N,0,Athletics Day 8,"Atletismo, dia 8",Athletics Day 8,"Atletismo, dia 8",Day,4,NONE,N,N,Athletics Day 8,"",""
AT,0,000,Y,09,N,0,Athletics Day 9,"Atletismo, dia 9",Athletics Day 9,"Atletismo, dia 9",Day,4,NONE,N,N,Athletics Day 9,"",""
AT,0,000,Y,10,N,0,Athletics Day 10,"Atletismo, dia 10",Athletics Day 10,"Atletismo, dia 10",Day,4,NONE,N,N,Athletics Day 10,"",""
AT,0,000,Y,11,N,0,Athletics Day 11,"Atletismo, dia 11",Athletics Day 11,"Atletismo, dia 11",Day,4,NONE,N,N,Athletics Day 11,"",""
AT,0,000,Y,12,N,0,Athletics Day 12,"Atletismo, dia 12",Athletics Day 12,"Atletismo, dia 12",Day,4,NONE,N,N,Athletics Day 12,"",""
AT,0,000,Y,13,N,0,Athletics Day 13,"Atletismo, dia 13",Athletics Day 13,"Atletismo, dia 13",Day,4,NONE,N,N,Athletics Day 13,"",""
AT,0,000,Y,14,N,0,Athletics Day 14,"Atletismo, dia 14",Athletics Day 14,"Atletismo, dia 14",Day,4,NONE,N,N,Athletics Day 14,"",""
AT,0,000,Y,15,N,0,Athletics Day 15,"Atletismo, dia 15",Athletics Day 15,"Atletismo, dia 15",Day,4,NONE,N,N,Athletics Day 15,"",""
AT,0,000,Y,16,N,0,Athletics Day 16,"Atletismo, dia 16",Athletics Day 16,"Atletismo, dia 16",Day,4,NONE,N,N,Athletics Day 16,"",""
AT,0,000,Y,17,N,0,Athletics Day 17,"Atletismo, dia 17",Athletics Day 17,"Atletismo, dia 17",Day,4,NONE,N,N,Athletics Day 17,"",""
AT,0,000,Y,18,N,0,Athletics Day 18,"Atletismo, dia 18",Athletics Day 18,"Atletismo, dia 18",Day,4,NONE,N,N,Athletics Day 18,"",""
AT,0,000,Y,19,N,0,Athletics Day 19,"Atletismo, dia 19",Athletics Day 19,"Atletismo, dia 19",Day,4,NONE,N,N,Athletics Day 19,"",""
AT,0,000,Y,20,N,0,Athletics Day 20,"Atletismo, dia 20",Athletics Day 20,"Atletismo, dia 20",Day,4,NONE,N,N,Athletics Day 20,"",""
AT,0,000,Y,21,N,0,Athletics Day 21,"Atletismo, dia 21",Athletics Day 21,"Atletismo, dia 21",Day,4,NONE,N,N,Athletics Day 21,"",""
AT,0,000,Y,22,N,0,Athletics Day 22,"Atletismo, dia 22",Athletics Day 22,"Atletismo, dia 22",Day,4,NONE,N,N,Athletics Day 22,"",""
AT,0,000,Y,23,N,0,Athletics Day 23,"Atletismo, dia 23",Athletics Day 23,"Atletismo, dia 23",Day,4,NONE,N,N,Athletics Day 23,"",""
AT,0,000,Y,24,N,0,Athletics Day 24,"Atletismo, dia 24",Athletics Day 24,"Atletismo, dia 24",Day,4,NONE,N,N,Athletics Day 24,"",""
AT,0,000,Y,25,N,0,Athletics Day 25,"Atletismo, dia 25",Athletics Day 25,"Atletismo, dia 25",Day,4,NONE,N,N,Athletics Day 25,"",""
AT,0,000,Y,26,N,0,Athletics Day 26,"Atletismo, dia 26",Athletics Day 26,"Atletismo, dia 26",Day,4,NONE,N,N,Athletics Day 26,"",""
AT,0,000,Y,27,N,0,Athletics Day 27,"Atletismo, dia 27",Athletics Day 27,"Atletismo, dia 27",Day,4,NONE,N,N,Athletics Day 27,"",""
AT,0,000,Y,28,N,0,Athletics Day 28,"Atletismo, dia 28",Athletics Day 28,"Atletismo, dia 28",Day,4,NONE,N,N,Athletics Day 28,"",""
AT,0,000,Y,29,N,0,Athletics Day 29,"Atletismo, dia 29",Athletics Day 29,"Atletismo, dia 29",Day,4,NONE,N,N,Athletics Day 29,"",""
AT,0,000,Y,30,N,0,Athletics Day 30,"Atletismo, dia 30",Athletics Day 30,"Atletismo, dia 30",Day,4,NONE,N,N,Athletics Day 30,"",""
AT,0,000,Y,31,N,0,Athletics Day 31,"Atletismo, dia 31",Athletics Day 31,"Atletismo, dia 31",Day,4,NONE,N,N,Athletics Day 31,"",""
AT,0,FTC,0,00,N,0,Fort Copacabana,Forte de Copacabana,Fort Copacabana,Forte de Copacabana,Venue,3,NONE,N,N,Fort Copacabana,"",""
AT,0,OLS,0,00,N,0,Olympic Stadium,Estádio Olímpico,Olympic Stadium,Estádio Olímpico,Venue,3,NONE,N,N,Olympic Stadium,"",""
AT,M,000,0,00,N,0,Men's Athletics,Atletismo masculino,Men's Athletics,Atletismo masculino,Gender,10,NONE,N,N,Men's Athletics,"",""
AT,M,111,0,00,N,0,Men's 100m - T11,100m rasos masc - T11,Men's 100m - T11,100m rasos masculino - T11,Event,13,NONE,N,N,Men's 100m - T11,"",""
AT,M,111,1,00,N,0,Men's 100m - T11 Final,"100m rasos masc - T11, final",Men's 100m - T11 Final,"100m rasos masculino - T11, final",Phase,14,NONE,N,N,Men's 100m - T11 Final,Final,Final
AT,M,111,1,01,Y,1,Men's 100m - T11 Final,"100m rasos masc - T11, final",Men's 100m - T11 Final,"100m rasos masculino - T11, final",EventUnit,15,ATH,Y,Y,Men's 100m - T11 Final,Final,Final
AT,M,111,2,00,Y,0,Men's 100m - T11 Semifinals,"100m rasos masc - T11, semifinais",Men's 100m - T11 Semifinals,"100m rasos masculino - T11, semifinais",Phase,14,NONE,Y,N,Men's 100m - T11 Semifinals,Semifinals,Semifinais
AT,M,111,2,01,Y,0,Men's 100m - T11 Semifinal 1,"100m rasos masc - T11, semifinal 1",Men's 100m - T11 Semifinal 1,"100m rasos masculino - T11, semifinais",EventUnit,15,ATH,N,Y,Men's 100m - T11 Semifinal 1,Semifinal 1,Semifinais
AT,M,111,2,02,Y,0,Men's 100m - T11 Semifinal 2,"100m rasos masc - T11, semifinal 2",Men's 100m - T11 Semifinal 2,"100m rasos masculino - T11, semifinal 2",EventUnit,15,ATH,N,Y,Men's 100m - T11 Semifinal 2,Semifinal 2,Semifinal 2
AT,M,111,2,03,Y,0,Men's 100m - T11 Semifinal 3,"100m rasos masc - T11, semifinal 3",Men's 100m - T11 Semifinal 3,"100m rasos masculino - T11, semifinal 3",EventUnit,15,ATH,N,Y,Men's 100m - T11 Semifinal 3,Semifinal 3,Semifinal 3
AT,M,111,9,00,Y,0,Men's 100m - T11 Round 1,"100m rasos masc - T11, primeira fase",Men's 100m - T11 Round 1,"100m rasos masculino - T11, primeira fase",Phase,14,NONE,Y,N,Men's 100m - T11 Round 1,Round 1,Fase 1
AT,M,111,9,01,Y,0,Men's 100m - T11 Round 1 Heat 1,"100m rasos masc - T11, primeira, série 1",Men's 100m - T11 Round 1 Heat 1,"100m rasos masculino - T11, primeira fase - série 1",EventUnit,15,ATH,N,Y,Men's 100m - T11 Round 1 Heat 1,Round 1 Heat 1,Fase 1 Série 1
AT,M,111,9,02,Y,0,Men's 100m - T11 Round 1 Heat 2,"100m rasos masc - T11, primeira, série 2",Men's 100m - T11 Round 1 Heat 2,"100m rasos masculino - T11, primeira fase - série 2",EventUnit,15,ATH,N,Y,Men's 100m - T11 Round 1 Heat 2,Round 1 Heat 2,Fase 1 Série 2
AT,M,111,9,03,Y,0,Men's 100m - T11 Round 1 Heat 3,"100m rasos masc - T11, primeira, série 3",Men's 100m - T11 Round 1 Heat 3,"100m rasos masculino - T11, primeira fase - série 3",EventUnit,15,ATH,N,Y,Men's 100m - T11 Round 1 Heat 3,Round 1 Heat 3,Fase 1 Série 3
AT,M,111,9,04,Y,0,Men's 100m - T11 Round 1 Heat 4,"100m rasos masc - T11, primeira, série 4",Men's 100m - T11 Round 1 Heat 4,"100m rasos masculino - T11, primeira fase - série 4",EventUnit,15,ATH,N,Y,Men's 100m - T11 Round 1 Heat 4,Round 1 Heat 4,Fase 1 Série 4
AT,M,111,9,05,Y,0,Men's 100m - T11 Round 1 Heat 5,"100m rasos masc - T11, primeira, série 5",Men's 100m - T11 Round 1 Heat 5,"100m rasos masculino - T11, primeira fase - série 5",EventUnit,15,ATH,N,Y,Men's 100m - T11 Round 1 Heat 5,Round 1 Heat 5,Fase 1 Série 5
AT,M,111,9,06,Y,0,Men's 100m - T11 Round 1 Heat 6,"100m rasos masc - T11, primeira, série 6",Men's 100m - T11 Round 1 Heat 6,"100m rasos masculino - T11, primeira fase - série 6",EventUnit,15,ATH,N,Y,Men's 100m - T11 Round 1 Heat 6,Round 1 Heat 6,Fase 1 Série 6
AT,M,111,9,07,Y,0,Men's 100m - T11 Round 1 Heat 7,"100m rasos masc - T11, primeira, série 7",Men's 100m - T11 Round 1 Heat 7,"100m rasos masculino - T11, primeira fase - série 7",EventUnit,15,ATH,N,Y,Men's 100m - T11 Round 1 Heat 7,Round 1 Heat 7,Fase 1 Série 7
AT,M,111,9,08,Y,0,Men's 100m - T11 Round 1 Heat 8,"100m rasos masc - T11, primeira, série 8",Men's 100m - T11 Round 1 Heat 8,"100m rasos masculino - T11, primeira fase - série 8",EventUnit,15,ATH,N,Y,Men's 100m - T11 Round 1 Heat 8,Round 1 Heat 8,Fase 1 Série 8
AT,M,111,M,00,Y,0,Men's 100m - T11 VC,"100m rasos masc - T11, cer. de premiação",Men's 100m - T11 Victory Ceremony,"100m rasos masculino - T11, cerimônia de premiação",Medals,17,NONE,N,Y,Men's 100m - T11 Victory Ceremony,Victory Ceremony,Cerimônia de premiação
AT,M,111,N,00,Y,0,Men's 100m - T11 Draw,"100m rasos masc - T11, sorteio",Men's 100m - T11 Draw,"100m rasos masculino - T11, sorteio",Draw,18,NONE,N,Y,Men's 100m - T11 Draw,Draw,Sorteio
AT,M,111,N,01,Y,0,Men's 100m - T11 Draw,"100m rasos masc - T11, sorteio",Men's 100m - T11 Draw,"100m rasos masculino - T11, sorteio",Draw,18,NONE,N,Y,Men's 100m - T11 Draw,Draw,Sorteio
AT,M,112,0,00,N,0,Men's 100m - T12,100m rasos masc - T12,Men's 100m - T12,100m rasos masculino - T12,Event,13,NONE,N,N,Men's 100m - T12,"",""
AT,M,112,1,00,N,0,Men's 100m - T12 Final,"100m rasos masc - T12, final",Men's 100m - T12 Final,"100m rasos masculino - T12, final",Phase,14,NONE,N,N,Men's 100m - T12 Final,Final,Final
AT,M,112,1,01,Y,1,Men's 100m - T12 Final,"100m rasos masc - T12, final",Men's 100m - T12 Final,"100m rasos masculino - T12, final",EventUnit,15,ATH,Y,Y,Men's 100m - T12 Final,Final,Final
AT,M,112,2,00,Y,0,Men's 100m - T12 Semifinals,"100m rasos masc - T12, semifinais",Men's 100m - T12 Semifinals,"100m rasos masculino - T12, semifinais",Phase,14,NONE,Y,N,Men's 100m - T12 Semifinals,Semifinals,Semifinais
AT,M,112,2,01,Y,0,Men's 100m - T12 Semifinal 1,"100m rasos masc - T12, semifinal 1",Men's 100m - T12 Semifinal 1,"100m rasos masculino - T12, semifinais",EventUnit,15,ATH,N,Y,Men's 100m - T12 Semifinal 1,Semifinal 1,Semifinais
AT,M,112,2,02,Y,0,Men's 100m - T12 Semifinal 2,"100m rasos masc - T12, semifinal 2",Men's 100m - T12 Semifinal 2,"100m rasos masculino - T12, semifinal 2",EventUnit,15,ATH,N,Y,Men's 100m - T12 Semifinal 2,Semifinal 2,Semifinal 2
AT,M,112,2,03,Y,0,Men's 100m - T12 Semifinal 3,"100m rasos masc - T12, semifinal 3",Men's 100m - T12 Semifinal 3,"100m rasos masculino - T12, semifinal 3",EventUnit,15,ATH,N,Y,Men's 100m - T12 Semifinal 3,Semifinal 3,Semifinal 3
AT,M,112,9,00,Y,0,Men's 100m - T12 Round 1,"100m rasos masc - T12, primeira fase",Men's 100m - T12 Round 1,"100m rasos masculino - T12, primeira fase",Phase,14,NONE,Y,N,Men's 100m - T12 Round 1,Round 1,Fase 1
AT,M,112,9,01,Y,0,Men's 100m - T12 Round 1 Heat 1,"100m rasos masc - T12, primeira, série 1",Men's 100m - T12 Round 1 Heat 1,"100m rasos masculino - T12, primeira fase - série 1",EventUnit,15,ATH,N,Y,Men's 100m - T12 Round 1 Heat 1,Round 1 Heat 1,Fase 1 Série 1
AT,M,112,9,02,Y,0,Men's 100m - T12 Round 1 Heat 2,"100m rasos masc - T12, primeira, série 2",Men's 100m - T12 Round 1 Heat 2,"100m rasos masculino - T12, primeira fase - série 2",EventUnit,15,ATH,N,Y,Men's 100m - T12 Round 1 Heat 2,Round 1 Heat 2,Fase 1 Série 2
AT,M,112,9,03,Y,0,Men's 100m - T12 Round 1 Heat 3,"100m rasos masc - T12, primeira, série 3",Men's 100m - T12 Round 1 Heat 3,"100m rasos masculino - T12, primeira fase - série 3",EventUnit,15,ATH,N,Y,Men's 100m - T12 Round 1 Heat 3,Round 1 Heat 3,Fase 1 Série 3
AT,M,112,9,04,Y,0,Men's 100m - T12 Round 1 Heat 4,"100m rasos masc - T12, primeira, série 4",Men's 100m - T12 Round 1 Heat 4,"100m rasos masculino - T12, primeira fase - série 4",EventUnit,15,ATH,N,Y,Men's 100m - T12 Round 1 Heat 4,Round 1 Heat 4,Fase 1 Série 4
