Sport,Code_Entity,Code,Order,Description,Note
BK,Action,BLC,,Blocked Shot
BK,Action,CFOUL,,Coach Foul
BK,Action,ENDP,,End of Period
BK,Action,FD,,Foul drawn
BK,Action,FOUL,,Foul
BK,Action,FT,,Free throw
BK,Action,JB,,Jump ball
BK,Action,JBT,,"Jump ball situation, throw-in"
BK,Action,P2F,,2 pt shot fast break
BK,Action,P2I,,2 pt shot inside paint
BK,Action,P2O,,2 pt shot outside paint
BK,Action,P3,,3 pt shot 
BK,Action,P3F,,3 pt shot fast break
BK,Action,REB,,Rebound
BK,Action,ST,,Steal
BK,Action,STARTP,,Start of Period
BK,Action,SUBST,,Substitution
BK,Action,TO,,Turnover
BK,Action,TOUT,,Time Out
BK,Action,TREB,,Team Rebound
BK,Action,TTO,,Team Turnover
BK,ActionRole,ASSIST,,Assist
BK,ActionRole,IN,,In
BK,ActionRole,JBL,,Jump ball lost
BK,ActionRole,JBW,,Jump ball won
BK,ActionRole,OUT,,Out
BK,ActionRole,OUT_I,,"Out, Injury"
BK,ActionRole,SCR,,Scorer
BK,AthleteStatus,DSQ,,Disqualified
BK,AthleteStatus,SUSPEND,,Suspended
BK,Bracket,BRN,,Bronze
BK,Bracket,FNL,,Finals
BK,BracketItems,FNL,,Finals
BK,BracketItems,QFL,,Quarterfinals
BK,BracketItems,SFL,,Semifinals
BK,FreeThrow,1,,1st free throw
BK,FreeThrow,2,,2nd free throw
BK,FreeThrow,3,,3rd free throw
BK,FreeThrowOf,1,,Of 1 free throw
BK,FreeThrowOf,2,,Of 2 free throws
BK,FreeThrowOf,3,,Of 3 free throws
BK,IRM,DSQ,,Disqualified
BK,Period,HT,,Half Time
BK,Period,OT,,Overtime (All)
BK,Period,OT1,,Overtime 1
BK,Period,OT2,,Overtime 2
BK,Period,OT3,,Overtime 3
BK,Period,OT4,,Overtime 4
BK,Period,OT5,,Overtime 5
BK,Period,OT6,,Overtime 6
BK,Period,Q1,,Quarter 1
BK,Period,Q1_H,,Half of Quarter 1
BK,Period,Q2,,Quarter 2
BK,Period,Q2_H,,Half of Quarter 2
BK,Period,Q3,,Quarter 3
BK,Period,Q3_H,,Half of Quarter 3
BK,Period,Q4,,Quarter 4
BK,Period,Q4_H,,Half of Quarter 4
BK,Period,TOT,,Total
BK,Res_Sub,AO,,Alley-oop  (for 2 pts)
BK,Res_Sub,DU,,Dunk (for 2 pts)
BK,Res_Sub,JS,,Jump shot
BK,Res_Sub,LU,,Lay-up (for 2 pts)
BK,Res_Sub,TI,,Tip-in (for 2 pts)
BK,ResAction,BLC,,Blocked
BK,ResAction,BP,,Bad pass (for Turnover)
BK,ResAction,DQF,,Disqualifying Foul
BK,ResAction,DR,,Defensive Rebound
BK,ResAction,F1,,1 free throw awarded (for Foul)
BK,ResAction,F2,,2 free throws awarded (for Foul)
BK,ResAction,F3,,3 free throws awarded (for Foul)
BK,ResAction,GAME,,Start of Match (for Start of Period) and End of Match (for End of Period)
BK,ResAction,LB,,Ball handling (for Turnover)
BK,ResAction,MADE,,Made
BK,ResAction,MISS,,Missed
BK,ResAction,OB,,Out of bounds (for Turnover)
BK,ResAction,OF,,Offensive Foul
BK,ResAction,OR,,Offensive Rebound
BK,ResAction,PF,,Personal Foul
BK,ResAction,T24,,24 seconds (for Team Turnover)
BK,ResAction,T3,,3 seconds (for Turnover)
BK,ResAction,T5,,5 seconds (for Turnover)
BK,ResAction,T8,,8 seconds (for Team Turnover)
BK,ResAction,TF,,Technical Foul
BK,ResAction,TR,,Travelling (for Turnover)
BK,ResAction,UF,,Unsportsmanlike Foul
BK,ResAction,VI,,Backcourt violation (for Turnover)
BK,ResultType,IRM_POINTS,,"For both, Points and Invalid Result Mark"
BK,ResultType,POINTS,,Points 
BK,Sector,C,,Center. Straight on / Top of Circle
BK,Sector,FD,,Back court (from Downtown) (for 3 pts)
BK,Sector,LL,,Left Corner
BK,Sector,LW,,Left Wing
BK,Sector,P,,In the paint- except PI. Three Second Area (for 2 pts)
BK,Sector,PI,,Under the basket. Restricted Area (Part of Paint) (for 2 pts)
BK,Sector,RL,,Right Corner
BK,Sector,RW,,Right Wing
BK,ShotFlag,AL,,Points from second chance + fastbreak + after turnover
BK,ShotFlag,FB,,Fastbreak points
BK,ShotFlag,FT,,Points from fastbreak + after turnover
BK,ShotFlag,SC,,2nd chance points
BK,ShotFlag,SF,,Points from second chance + fastbreak
BK,ShotFlag,ST,,Points from second chance + after turnover
BK,ShotFlag,TO,,Points after turnover
BK,Statistics,CUM,,Cumulative Statistics of team and individual
BK,Statistics,IND_RANKING,,Ranking of Individual tournament statistics
BK,Statistics,TEAM_RANKING,,Ranking of Team tournament statistics
BK,Statistics,TOU,,Tournament Statistics
BV,Action,ATC,,Attack
BV,Action,BLC,,Block
BV,Action,DIG,,Dig
BV,Action,OPP_ERR,,Opponent Error
BV,Action,PTY,,Penalty
BV,Action,SRV,,Serve
BV,Action,STARTP,,Start of Period
BV,Action,TF,,Team Fault,"When UnitAction Value has this value it must be followed by Result with a value of ""FLT"" "
BV,Action,TOUT,,Time Out
BV,Bracket,BRN,,Bronze
BV,Bracket,FNL,,Finals
BV,BracketItems,FNL,,Finals
BV,BracketItems,QFL,,Quarterfinals
BV,BracketItems,R16,,Round of 16
BV,BracketItems,SFL,,Semifinals
BV,Hand,B,,Left/Right
BV,Hand,L,,Left
BV,Hand,R,,Right
BV,IRM,DSQ,,Disqualified
BV,IRM,INJ,,Injury
BV,Period,S1,1,Set 1
BV,Period,S2,2,Set 2
BV,Period,S3,3,Set 3
BV,Period,TOT,4,Total
BV,ResAction,ACE,,Ace
BV,ResAction,CON,,Continue
BV,ResAction,DEL,,Delay
BV,ResAction,DSQ,,Disqualified
BV,ResAction,EXP,,Expulsion
BV,ResAction,FLT,,Fault
BV,ResAction,MISC,,Misconduct
BV,ResAction,SCS,,Success
BV,ResultType,IRM_POINTS,,"For both, Points and Invalid Result Mark"
BV,ResultType,POINTS,,Points
BV,SpeedUnit,kmh,,Km/h
BV,SpeedUnit,mph,,mph
BV,Statistics,CUM,,Cumulative Statistics of team and individual
BV,Statistics,IND_RANKING,,Ranking of Individual tournament statistics
BV,Statistics,TEAM_RANKING,,Ranking of team tournament statistics
BV,WLT,L,,Lost
BV,WLT,W,,Won
BX,Bracket,FNL,,Finals
BX,BracketItems,FNL,,Final
BX,BracketItems,QFL,,Quarterfinals
BX,BracketItems,R16,,Round of 16
BX,BracketItems,R32,,Round of 32
BX,BracketItems,R64,,Round of 64
BX,BracketItems,SFL,,Semifinals
BX,IRM,DQB,,Disqualified for Unsportsmanlike Behaviour
BX,Period,R1,1,Round 1
BX,Period,R2,2,Round 2
BX,Period,R3,3,Round 3
BX,Period,R4,4,Round 4
BX,QualifyingType,AOB,,WSB APB Box-off
BX,QualifyingType,APB,,APB Ranking Individual Championships
BX,QualifyingType,HST,,Host Country Place
BX,QualifyingType,QAF,,AOB Africa Qualifying 2016
BX,QualifyingType,QAM,,AOB America Qualifying 2016
BX,QualifyingType,QAO,,AOB Asia/Oceania Qualifying 2016
BX,QualifyingType,QEU,,AOB Europe Qualifying 2016
BX,QualifyingType,TPC,,Tripartite Commission Place
BX,QualifyingType,WCH,,AOB World Championships 2016
BX,QualifyingType,WSB,,WSB Individual Championships
BX,ResultCode,DDQ,,Double Disqualification
BX,ResultCode,DKO,,Double Knockout
BX,ResultCode,DSQ,,Disqualification
BX,ResultCode,KO,,Knockout
BX,ResultCode,NC,,No Contest
BX,ResultCode,TKO,,Technical Knockout
BX,ResultCode,TKO-I,,Technical Knockout - Injury
BX,ResultCode,WO,,Walkover
BX,ResultCode,WP,,Win on Points
BX,ResultType,POINTS
BX,ResultType,RM,,Result Mark
BX,ResultType,RM_POINTS
BX,Statistics,TOU,,Tournament Statistics
BX,WLT,L,,Lost
BX,WLT,T,,No Winner
BX,WLT,W,,Won
CB,Bracket,FNL,,Finals
CB,BracketItem,FNL,,Final
CB,BracketItem,H1,,Heat 1
CB,BracketItem,H2,,Heat 2
CB,BracketItem,H3,,Heat 3
CB,BracketItem,H4,,Heat 4
CB,BracketItems,FNL,,Final
CB,BracketItems,QFL,,Quarterfinals
CB,BracketItems,SFL,,Semifinals
CB,Desc,201,,Semi-finals Heat 1
CB,Desc,202,,Semi-finals Heat 2
CB,Desc,301,,Quarterfinals Heat 1
CB,Desc,302,,Quarterfinals Heat 2
CB,Desc,303,,Quarterfinals Heat 3
CB,Desc,304,,Quarterfinals Heat 4
CB,Desc,900,,Seeding run
CB,IRM,DNF,,Did not finish
CB,IRM,DNS,,Did not start
CB,IRM,DSQ,,Disqualified
CB,IRM,REL,,Relegated
CB,QualificationMark,q,,Probably qualified
CB,QualificationMark,Q,,Qualified
CB,ResultType,IRM,,Invalid Result Mark
CB,ResultType,IRM_POINTS,,"For both, Points and Invalid Result Mark"
CB,ResultType,POINTS,,Points
CB,ResultType,TIME,,Time
CF,CompetitionType,CCH,,Continental Championships
CF,CompetitionType,ECH,,European Championships
CF,CompetitionType,IR,,International Regatta
CF,CompetitionType,OG,,Olympic Games
CF,CompetitionType,WC,,World Cup
CF,CompetitionType,WCH,,World Championships
CF,IRM,DNF,,Did not finish
CF,IRM,DNS,,Did not start
CF,IRM,DSQ,,Disqualified
CF,QualificationMark,??,,May qualify by time
CF,QualificationMark,FA,,Qualified for Final A
CF,QualificationMark,FB,,Qualified for Final B
CF,QualificationMark,SF,,Qualified for Semifinals
CF,QualificationMark,X,,Eliminated
CF,ResultType,IRM,,Invalid Result Mark
CF,ResultType,TIME,,Time
CF,SpeedUnit,ms,,m/s
CM,IntPtType,FL,,Finish Loop
CM,IntPtType,HL,,Half Lap
CM,IntPtType,LAP,,Lap
CM,IntPtType,SL,,Start Loop
CM,IRM,DNF,,Did not finish
CM,IRM,DNS,,Did not start
CM,IRM,DSQ,,Disqualified
CM,IRM,LAP,,Lapped
CM,ResultType,IRM,,Invalid result mark
CM,ResultType,RANK,,Rank without final result time
CM,ResultType,TIME,,Time
CR,CompetitorStatus,FINISHED,,Finished
CR,CompetitorStatus,NOT_STARTED,,Not Started
CR,CompetitorStatus,STARTED,,Started
CR,IRM,DNF,,Did not finish
CR,IRM,DNS,,Did not start
CR,IRM,DSQ,,Disqualified
CR,IRM,OTL,,Over Time Limit,"Road Race only. Riders who have completed the race, but are outside of the time limit, should be presented with their actual time rather than the time limit."
CR,ResultType,IRM,,Invalid Result Mark
CR,ResultType,TIME,,Time
CS,IRM,DNF,,Did not finish
CS,IRM,DNS,,Did not start
CS,IRM,DQB,,Disqualified for unsportsmanlike behaviour
CS,IRM,DSQ-R,,Disqualified for run
CS,QualificationMark,Q,,Qualified for the next phase
CS,ResultType,IRM,,Invalid Result Mark
CS,ResultType,TIME,,Time
CT,Bracket,5_8,,Final 5-8
CT,Bracket,9_12,,Final 9-12
CT,Bracket,BRN,,Bronze
CT,Bracket,FNL,,Finals
CT,BracketItems,FNL,,Finals
CT,BracketItems,QFL,,Quarterfinals
CT,BracketItems,R16,,1/8 Finals
CT,BracketItems,R16_RPC,,1/8 Finals Repechages
CT,BracketItems,R32,,1/16 Finals
CT,BracketItems,R32_RPC,,1/16 Finals Repechages
CT,BracketItems,SFL,,Semifinals
CT,IRM,DNF,,Did not Finish
CT,IRM,DNS,,Did not Start
CT,IRM,DSQ,,Disqualified
CT,IRM,OVL,,Overlapped
CT,IRM,REL,,Relegated
CT,QualificationMark,Q,,Qualified
CT,QualificationMark,QB,,Qualified for Bronze,Team Pursuit First round
CT,QualificationMark,QG,,Qualified for Gold,Team Pursuit First round
CT,QualificationMark,QM,,Qualified for Medal Race,Team Pursuit Qualifying
CT,QualificationMark,R,,Repechage
CT,ResultType,IRM,,Invalid Result Mark
CT,ResultType,IRM_POINTS,,"For both, Points and Invalid Result Mark"
CT,ResultType,IRM_TIME,,"For both, Time and Invalid Result Mark"
CT,ResultType,POINTS,,Points
CT,ResultType,TIME,,Time
DV,DivePositions,A,,Straight
DV,DivePositions,B,,Pike
DV,DivePositions,C,,Tuck
DV,DivePositions,D,,Free
DV,IRM,DNS,,Did not start
DV,IRM,DSQ,,Disqualified
DV,PanelType,A,,Panel A,Individual Events
DV,PanelType,B,,Panel B,Individual Events
DV,PanelType,EX,,Execution,Team Events
DV,PanelType,SYN,,Synchronisation,Team Events
DV,QualificationMark,Q,,Qualified
DV,QualificationMark,R,,Qualified as reserve for next phase
DV,ResultType,IRM,,Invalid Results Mark
DV,ResultType,POINTS,,Points
EQ,IRM,DSQ,,Disqualified
EQ,IRM,EL,,Eliminated
EQ,IRM,NS,,Not started
EQ,IRM,RT,,Retired
EQ,IRM,WD,,Withdrawn
EQ,JumpOff,B,,Bronze
EQ,JumpOff,GS,,Gold/Silver
EQ,JumpOff,GSB,,Gold/Silver/Bronze
EQ,JumpOff,SB,,Silver/Bronze
EQ,QualificationMark,Q,,Qualified
EQ,QualificationMark,q,,Qualify pending declaration of starters
EQ,QualificationMark,R,,Reserve
EQ,ResultType,IRM,,IRM
EQ,ResultType,PERCENT,,% score
EQ,ResultType,POINTS,,Points
EQ,XCObstacleOutcome,BD,,Breaking a frangible/deformable device
EQ,XCObstacleOutcome,CL,,Clear
EQ,XCObstacleOutcome,FH,,Fall of Horse
EQ,XCObstacleOutcome,FR,,Fall of Rider
EQ,XCObstacleOutcome,R,,First Refusal
EQ,XCObstacleOutcome,RE,,Third Refusal
EQ,XCObstacleOutcome,RR,,Second Refusal
FB,Action,CRN,,Corner
FB,Action,FOUL,,Foul
FB,Action,FRD,,Free-Kick Direct (Shot)
FB,Action,OFF,,Offside
FB,Action,OG,,Own goal
FB,Action,PTY,,Penalty Shot
FB,Action,RC,,Expulsion (Red card)
FB,Action,SHOT,,Shot
FB,Action,STARTP,,Start of Period
FB,Action,SUBST,,Player substituted
FB,Action,YC,,Caution (Yellow card)
FB,Action,YRC,,2Y = Red Card
FB,ActionRole,FOC,,Foul committed
FB,ActionRole,FOS,,Foul suffered
FB,ActionRole,IN,,In
FB,ActionRole,OUT,,Out
FB,AthleteStatus,A,,Absent
FB,AthleteStatus,DSQ,,Disqualified
FB,AthleteStatus,I,,Injured
FB,AthleteStatus,N,,Not eligible to play
FB,AthleteStatus,RP,,Replaced
FB,AthleteStatus,SUSPEND,,Suspended
FB,AthleteStatus,X,,Misses next match if booked
FB,Bracket,BRN,,Bronze
FB,Bracket,FNL,,Finals
FB,BracketItems,FNL,,Finals
FB,BracketItems,QFL,,Quarterfinals
FB,BracketItems,SFL,,Semifinals
FB,IRM,ABD,,Abandoned
FB,IRM,DSQ,,Disqualified
FB,Period,H1,1,First Half
FB,Period,H2,2,Second Half
FB,Period,OT1,3,First Extra Time
FB,Period,OT2,4,Second Extra Time
FB,Period,PSO,5,Penalty Shoot Out
FB,Period,TOT,6,Total
FB,QualificationMark,q,,Team qualified as best 3rd,Only for Women
FB,ResAction,BLC,,Blocked
FB,ResAction,GOAL,,Goal
FB,ResAction,MISS,,Miss
FB,ResAction,POST,,Crossbar/Post
FB,ResAction,SAVE,,Saved
FB,ResultType,IRM_POINTS,,"For both, Points and Invalid Result Mark"
FB,ResultType,POINTS,,Goals
FB,Statistics,CUM,,Cumulative Statistics of team and individual
FB,Statistics,IND_RANKING,,Ranking of Individual tournament statistics
FB,Statistics,TOU,,Ranking of Individual statistics
FB,WLT,L,,Lost
FB,WLT,T,,Draw
FB,WLT,W,,Won
FE,Bracket,5_8,,5-8
FE,Bracket,7_8,,7-8
FE,Bracket,BRN,,Bronze
FE,Bracket,FNL,,Finals
FE,BracketItems,FNL,,Finals
FE,BracketItems,QFL,,Quarterfinals
FE,BracketItems,R16,,Table of 16
FE,BracketItems,R32,,Table of 32 (only for Individuals)
FE,BracketItems,R64,,Table of 64 (only for Individuals)
FE,BracketItems,SFL,,Semifinals
FE,Group,100,,Individual
FE,Group,400,,Team
FE,Hand,L,,Left
FE,Hand,R,,Right
FE,IRM,DNF,,Did not finish,"(The codes order provided is according to the sport rules. In case of several IRM of the same code, sort by bib numbers in ascending order)."
FE,IRM,DNS,,Did not start,"(The codes order provided is according to the sport rules. In case of several IRM of the same code, sort by bib numbers in ascending order)."
FE,IRM,DSQ,,Disqualified,"(The codes order provided is according to the sport rules. In case of several IRM of the same code, sort by bib numbers in ascending order)."
FE,IRM,EXC,,Excluded,"(The codes order provided is according to the sport rules. In case of several IRM of the same code, sort by bib numbers in ascending order)."
FE,Period,OT,4,Overtime
FE,Period,P1,1,1st Period
FE,Period,P2,2,2nd Period
FE,Period,P3,3,3rd Period
FE,QualifyingType,FIR,,FIE Individual Ranking
FE,QualifyingType,FTR,,FIE Team Ranking
FE,QualifyingType,HST,,Host Country Place,Individuals & Teams
FE,QualifyingType,IRZ,,FIE Individual Ranking by Zone,Individuals
FE,QualifyingType,IWR,,FIE Individual World Ranking,Individuals
FE,QualifyingType,TPC,,Tripartite Commission Place,Individuals
FE,QualifyingType,TRZ,,FIE Team Ranking by Zone,Individuals & Teams
FE,QualifyingType,TWR,,FIE Team World Ranking,Individuals & Teams
FE,QualifyingType,ZQE,,Zone Qualifying Events,Individuals
FE,ResultType,IRM_POINTS,,"For both, Points and Invalid Result Mark"
FE,ResultType,POINTS,,Points
FE,WLT,D,,Defeat
FE,WLT,V,,Victory
FE,WLT,V(T),,Victory by toss
GA,Apparatus,BB,,Beam
GA,Apparatus,FX,,Floor
GA,Apparatus,HB,,Horizontal Bar
GA,Apparatus,PB,,Parallel Bars
GA,Apparatus,PH,,Pommel Horse
GA,Apparatus,SR,,Rings
GA,Apparatus,UB,,Uneven Bars
GA,Apparatus,VT,,Vault
GA,Inquiry,ACCEPTED,,Accepted
GA,Inquiry,REJECTED,,Rejected
GA,Inquiry,SUBMITTED,,Submitted
GA,IRM,DNF,,Did not Finish
GA,IRM,DNS,,Did not Start
GA,IRM,DSQ,,Disqualified
GA,JuryType,JUDGE,,Judge
GA,JuryType,SUPERIOR,,Superior Jury Member
GA,QualificationMark,Q,,Qualified
GA,QualificationMark,R1,,Reserve 1
GA,QualificationMark,R2,,Reserve 2
GA,QualificationMark,R3,,Reserve 3
GA,QualificationMark,R4,,Reserve 4
GA,ResultType,IRM,,Invalid Result Mark
GA,ResultType,NO_SCORE,,No valid Score
GA,ResultType,NOT_COMPETING,,Athlete did not compete at the apparatus
GA,ResultType,POINTS,,Points (Valid Score)
GA,Stage,CURRENT,,Current Athlete
GA,Stage,LAST,,Last Scored
GA,Stage,NEXT,,Next Athlete
GA,Stage,WAITING,,Waiting for Result
GL,BioExt,EB_SOCIALMEDIA,,Social Media
GL,CodeSet,CONTINENT,,Continents
GL,CodeSet,COUNTRY,,List of Countries
GL,CodeSet,DISCIPLINE,,List of Disiplines
GL,CodeSet,DISCIPLINE_FUNCTION,,List of Results Functions
GL,CodeSet,EVENT,,List of Events
GL,CodeSet,EVENT_UNIT,,List of Event Units
GL,CodeSet,HORSE_BREED,,List of Horse Breeds
GL,CodeSet,HORSE_COLOUR,,List of Horse Colours
GL,CodeSet,HORSE_GENDER,,List of Horse Genders
GL,CodeSet,LOCATION,,List of Locations
GL,CodeSet,MARITAL_STATUS,,Marital Status
GL,CodeSet,NOC,,List of National Olympic Committees
GL,CodeSet,ODF_SPORT_CODES,,All ODF Sport Codes
GL,CodeSet,ORGANISATION,,List of Organisations
GL,CodeSet,PHASE,,List of Phases
GL,CodeSet,POSITION,,List of Positions
GL,CodeSet,RECORD,,List of Record Events
GL,CodeSet,RECORD_TYPE,,List of Record Types
GL,CodeSet,SPORT,,List of Sports
GL,CodeSet,VENUE,,List of Venues
GL,CodeSet,WTHR_CONDITION,,List of Weather Conditions
GL,CodeSet,WTHR_REGION,,List of Weather Regions
GL,CodeSet,WTHR_WIND_DIR,,List of Wind Directions,
GL,CompetitorPlace,BYE,,There is no competitor; the other team/athlete goes directly to the next phase/round
GL,CompetitorPlace,TBD,,The competitor is not known yet
GL,CompetitorPlace,NCT ,,"When both athlete are disqualified or withdraw and ""No contestant"" passes to the next round"
GL,GMGNCode,DD0VEN000,,"DD=Discipline, VEN=Venue"
GL,Home,AWAY,,Away
GL,Home,HOME,,Home
GL,MedalSummaryType,M,,Men events
GL,MedalSummaryType,TOT,,All the events
GL,MedalSummaryType,W,,Women events
GL,MedalSummaryType,X,,Mixed or open events
GL,MedalType,ME_BRONZE,,Bronze
GL,MedalType,ME_GOLD,,Gold
GL,MedalType,ME_SILVER,,Silver
GL,Pool,1,,1st in Pool
GL,Pool,2,,2nd in Pool
GL,Pool,3,,3rd in Pool
GL,Pool,4,,4th in Pool
GL,Pool,5,,5th in Pool
GL,Pool,6,,6th in Pool
GL,Pool,LL,,Lucky Loser
GL,Pool,X2,,2nd in Pool
GL,Pool,X2/3,,A2/A3 (to be drawn) or B2/B3 (to be drawn)
GL,Pool,X3,,Top two 3rd in Pool
GL,PrecipitationUnit,C,,Centimetres
GL,PrecipitationUnit,I,,Inches
GL,PrecipitationUnit,M,,Milimetres
GL,PrecType,R,,Rain
GL,PrecType,S,,Snow
GL,PressureUnit,HPA,,Hectopascal
GL,ProtestStatus,CLS,,Closed
GL,ProtestStatus,OPN,,Open
GL,ProtestStatus,PND,,Pending
GL,ProtestStatus,ROPN,,Re Open
GL,ResultStatus,INTERMEDIATE,3,"When competition is stopped, usued at pre-defined points"
GL,ResultStatus,LIVE,2,For live updates during competition
GL,ResultStatus,OFFICIAL,6,"Results of the competition released as soon as the event is officially confirmed taking into account the resolution of the protests, etc."
GL,ResultStatus,PARTIAL,7,"Incomplete list, Final Ranking. Used in PDF"
GL,ResultStatus,PROTESTED,8,After the competition is no longer LIVE and a protest has been lodged,After all decisions on the protest are made the ResultStatus will change to UNOFFICIAL or OFFICIAL as appropriate
GL,ResultStatus,START_LIST,1,"Before competition, Start List"
GL,ResultStatus,UNCONFIRMED,4,When the unit is over but not yet unofficial or official.,"Only used if other statuses do not come quickly, not used in all sports"
GL,ResultStatus,UNOFFICIAL,5,"Results of the competition released as soon as the event is over, not waiting any official decision of the International Federation. The correctness of data must be assured."
GL,ShuttleServiceType,ATH,,Shuttle Services Athletes
GL,ShuttleServiceType,MEDAL,,Shuttle Services Media
GL,ShuttleServiceType,OFF,,Shuttle Services Officials
GL,SocialMedia,AMEBA,,Ameba,
GL,SocialMedia,ASKFM,,Ask.fm,
GL,SocialMedia,BADOO,,Badoo
GL,SocialMedia,BLOG,,Athlete Blog,
GL,SocialMedia,COPAINSDAVANT,,CopainsdAvant,
GL,SocialMedia,CYWORLD,,Cyworld,
GL,SocialMedia,FACEBOOK,,Facebook
GL,SocialMedia,FACEBOOK_PAGE,,Facebook Page,
GL,SocialMedia,FACEBOOK_PAGE2,,Facebook Page 2,
GL,SocialMedia,FACEBOOK_TEAM,,Facebook Team,
GL,SocialMedia,FACEBOOK2,,Facebook Profile 2,
GL,SocialMedia,FLICKR,,Flickr
GL,SocialMedia,GOOGLEPLUS,,Google+
GL,SocialMedia,INSTAGRAM,,Instagram
GL,SocialMedia,LINKEDIN,,LinkedIn
GL,SocialMedia,MYSPACE,,MySpace
GL,SocialMedia,ODNOKLASSNIKI,,Odnoklassniki,
GL,SocialMedia,PINTEREST,,Pinterest
GL,SocialMedia,QQ,,QQ,
GL,SocialMedia,STRAVA,,Strava,
GL,SocialMedia,TUMBLR,,Tumblr
GL,SocialMedia,TWITTER,,Twitter
GL,SocialMedia,TWITTER_TEAM,,Twitter Team Profile,
GL,SocialMedia,TWITTER2,,Twitter Profile 2,
GL,SocialMedia,VIMEO,,Vimeo,
GL,SocialMedia,VINE,,Vine,
GL,SocialMedia,VK_PAGE,,VK Page,
GL,SocialMedia,VK_PROFILE,,VK Profile,
GL,SocialMedia,WEBSITE,,Athlete Website,
GL,SocialMedia,WEBSITE_STABLE,,EQ Stable Website,
GL,SocialMedia,WEBSITE_TEAM,,Team Website,
GL,SocialMedia,WEBSITE2,,Athlete Website 2,
GL,SocialMedia,WEIBO,,Weibo
GL,SocialMedia,YOUTUBE,,YouTube,
GL,Source,AQCDV1,,Origin for messages generated by OVR at Diving
GL,Source,AQCSY1,,Origin for messages generated by OVR at Synchronised Swimming
GL,Source,BMXCB1,,Origin for messages generated by OVR at Cycling BMX
GL,Source,BVABV1,,Origin for messages generated by OVR at Beach Volleyball
GL,Source,CA1BK1,,Origin for messages generated by OVR at Basketball
GL,Source,CA2JU1,,Origin for messages generated by OVR at Judo
GL,Source,CA2WR1,,Origin for messages generated by OVR at Wrestling
GL,Source,CA3FE1,,Origin for messages generated by OVR at Fencing
GL,Source,CA3TK1,,Origin for messages generated by OVR at Taekwondo
GL,Source,CGS,,Origin for messages generated by CGS Systems
GL,Source,DAQMP1,,Origin for messages generated by OVR at Modern Pentathlon
GL,Source,DESMP1,,Origin for messages generated by OVR at Modern Pentathlon
GL,Source,DESRU1,,Origin for messages generated by OVR at Rugby
