Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,Competition Schedule Description,ENG unit Description,FRA unit Description,POR unit Description
RO,W,083,8,55,Women's Eight Repechage 5,"8 de pointe - femmes, 5e repêchage","Oito com feminino, repescagem 5",Women's Eight Repechage 5,"Huit de pointe - femmes, 5e repêchage","Oito com feminino, repescagem 5",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Repechage 5,Repechage 5,5e repêchage,Repescagem 5
RO,W,083,8,56,Women's Eight Repechage 6,"8 de pointe - femmes, 6e repêchage","Oito com feminino, repescagem 6",Women's Eight Repechage 6,"Huit de pointe - femmes, 6e repêchage","Oito com feminino, repescagem 6",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Repechage 6,Repechage 6,6e repêchage,Repescagem 6
RO,W,083,8,60,Women's Eight Repechage Re-Row,"8 de pointe - femmes, repêch. reprise","Oito feminino, repetição da repescagem",Women's Eight Repechage Re-Row,"Huit de pointe - femmes, repêchages reprise","Oito com feminino, repetição da repescagem",Phase,14,Y,0,NONE,Y,N,Women's Eight Repechage Re-Row,Repechage Re-Row,Repêchages reprise,Repetição da Repescagem
RO,W,083,8,61,Women's Eight Repechage Re-Row,"8 de pointe - femmes, repêch. reprise","Oito feminino, repetição da repescagem",Women's Eight Repechage Re-Row,"Huit de pointe - femmes, repêchages reprise","Oito com feminino, repetição da repescagem",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Repechage Re-Row,Repechage Re-Row,Repêchages reprise,Repetição da Repescagem
RO,W,083,8,62,Women's Eight Repechage Re-Row,"8 de pointe - femmes, repêch. reprise","Oito feminino, repetição da repescagem",Women's Eight Repechage Re-Row,"Huit de pointe - femmes, repêchages reprise","Oito com feminino, repetição da repescagem",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Repechage Re-Row,Repechage Re-Row,Repêchages reprise,Repetição da Repescagem
RO,W,083,9,00,Women's Eight Heats,"8 de pointe - femmes, éliminatoires","Oito com feminino, fase eliminatória",Women's Eight Heats,"Huit de pointe - femmes, éliminatoires","Oito com feminino, fase eliminatória",Phase,14,Y,0,NONE,Y,N,Women's Eight Heats,Heats,Éliminatoires,Fase eliminatória
RO,W,083,9,01,Women's Eight Heat 1,"8 de pointe - femmes, 1e tr. élimin.","Oito com feminino, bateria 1",Women's Eight Heat 1,"Huit de pointe - femmes, 1e tour éliminatoire","Oito com feminino, bateria 1",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Heat 1,Heat 1,1e tour éliminatoire,Bateria 1
RO,W,083,9,02,Women's Eight Heat 2,"8 de pointe - femmes, 2e tr. élimin.","Oito com feminino, bateria 2",Women's Eight Heat 2,"Huit de pointe - femmes, 2e tour éliminatoire","Oito com feminino, bateria 2",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Heat 2,Heat 2,2e tour éliminatoire,Bateria 2
RO,W,083,9,03,Women's Eight Heat 3,"8 de pointe - femmes, 3e tr. élimin.","Oito com feminino, bateria 3",Women's Eight Heat 3,"Huit de pointe - femmes, 3e tour éliminatoire","Oito com feminino, bateria 3",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Heat 3,Heat 3,3e tour éliminatoire,Bateria 3
RO,W,083,9,04,Women's Eight Heat 4,"8 de pointe - femmes, 4e tr. élimin.","Oito com feminino, bateria 4",Women's Eight Heat 4,"Huit de pointe - femmes, 4e tour éliminatoire","Oito com feminino, bateria 4",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Heat 4,Heat 4,4e tour éliminatoire,Bateria 4
RO,W,083,9,05,Women's Eight Heat 5,"8 de pointe - femmes, 5e tr. élimin.","Oito com feminino, bateria 5",Women's Eight Heat 5,"Huit de pointe - femmes, 5e tour éliminatoire","Oito com feminino, bateria 5",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Heat 5,Heat 5,5e tour éliminatoire,Bateria 5
RO,W,083,9,06,Women's Eight Heat 6,"8 de pointe - femmes, 6e tr. élimin.","Oito com feminino, bateria 6",Women's Eight Heat 6,"Huit de pointe - femmes, 6e tour éliminatoire","Oito com feminino, bateria 6",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Heat 6,Heat 6,6e tour éliminatoire,Bateria 6
RO,W,083,9,60,Women's Eight Heat Re-Row,"8 de pointe - femmes, élimin. reprise","Oito com feminino, repetição da bateria",Women's Eight Heat Re-Row,"Huit de pointe - femmes, éliminatoires reprise","Oito com feminino, repetição da bateria",Phase,14,Y,0,NONE,Y,N,Women's Eight Heat Re-Row,Heat Re-Row,Éliminatoires reprise,Repetição da bateria
RO,W,083,9,61,Women's Eight Heat Re-Row,"8 de pointe - femmes, élimin. reprise","Oito com feminino, repetição da bateria",Women's Eight Heat Re-Row,"Huit de pointe - femmes, éliminatoires reprise","Oito com feminino, repetição da bateria",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Heat Re-Row,Heat Re-Row,Éliminatoires reprise,Repetição da bateria
RO,W,083,9,62,Women's Eight Heat Re-Row,"8 de pointe - femmes, élimin. reprise","Oito com feminino, repetição da bateria",Women's Eight Heat Re-Row,"Huit de pointe - femmes, éliminatoires reprise","Oito com feminino, repetição da bateria",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Heat Re-Row,Heat Re-Row,Éliminatoires reprise,Repetição da bateria
RO,W,083,M,00,Women's Eight Victory Ceremony,"8 de pointe - femmes, remise des méd.","Oito feminino, cer. premiação",Women's Eight Victory Ceremony,"Huit de pointe - femmes, remise des médailles","Oito com feminino, cerimônia de entrega das medalhas",Medals,17,Y,0,NONE,N,Y,Women's Eight Victory Ceremony,Victory Ceremony,Remise des médailles,Cerimônia de entrega das medalhas
RO,W,083,P,00,Women's Eight Pre. Race for Ln,"8 de pointe - femmes, prélim. couloirs","Oito feminino, baterias classificatórias",Women's Eight Preliminary Race for Lanes,"Huit de pointe - femmes, course préliminaire pour les couloirs","Oito com feminino, baterias classificatórias",Phase,14,Y,0,NONE,Y,N,Women's Eight Preliminary Race for Lanes,Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias
RO,W,083,P,01,Women's Eight Pre. Race for Ln,"8 de pointe - femmes, prélim. couloirs","Oito feminino, baterias classificatórias",Women's Eight Preliminary Race for Lanes,"Huit de pointe - femmes, course préliminaire pour les couloirs","Oito com feminino, baterias classificatórias",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Preliminary Race for Lanes,Preliminary Race for Lanes,Course préliminaire pour les couloirs,Baterias classificatórias
RO,W,083,P,60,Women's Eight Pre. Race for Ln Re-Row,"8 de pointe - femmes, couloirs reprise","8 fem, repetição das baterias classific",Women's Eight Preliminary Race for Lanes Re-Row,"Huit de pointe - femmes, course préliminaire pour les couloirs reprise","Oito com feminino, repetição das baterias classificatórias",Phase,14,Y,0,NONE,Y,N,Women's Eight Preliminary Race for Lanes Re-Row,Preliminary Race for Lanes Re-Row,Course préliminaire pour les couloirs reprise,Repetição das Baterias classificatórias
RO,W,083,P,61,Women's Eight Pre. Race for Ln Re-Row,"8 de pointe - femmes, couloirs reprise","8 fem, repetição das baterias classific",Women's Eight Preliminary Race for Lanes Re-Row,"Huit de pointe - femmes, course préliminaire pour les couloirs reprise","Oito com feminino, repetição das baterias classificatórias",EventUnit,15,Y,0,NOC,N,Y,Women's Eight Preliminary Race for Lanes Re-Row,Preliminary Race for Lanes Re-Row,Course préliminaire pour les couloirs reprise,Repetição das Baterias classificatórias
RO,W,122,0,00,LWT Women's Double Sculls,2 de couple poids légers - femmes,Double-skiff peso leve feminino,Lightweight Women's Double Sculls,Deux de couple poids légers - femmes,Double-skiff peso leve feminino,Event,13,N,0,NONE,N,N,Lightweight Women's Double Sculls,"","",""
RO,W,122,1,00,LWT Women's Double Sculls Finals,"2 de couple poids légers - f, finales","Double-skiff peso leve feminino, finais",Lightweight Women's Double Sculls Finals,"Deux de couple poids légers - femmes, finales","Double-skiff peso leve feminino, finais",Phase,14,Y,0,NONE,Y,N,Lightweight Women's Double Sculls Finals,Finals,Finales,Finais
RO,W,122,1,01,LWT Women's Double Sculls Final A,"2 de couple poids légers - f, finale A","Double-skiff peso leve feminino, final A",Lightweight Women's Double Sculls Final A,"Deux de couple poids légers - femmes, finale A","Double-skiff peso leve feminino, final A",EventUnit,15,Y,1,NOC,N,Y,Lightweight Women's Double Sculls Final A,Final A,Finale A,Final A
RO,W,122,1,02,LWT Women's Double Sculls Final B,"2 de couple poids légers - f, finale B","Double-skiff peso leve feminino, final B",Lightweight Women's Double Sculls Final B,"Deux de couple poids légers - femmes, finale B","Double-skiff peso leve feminino, final B",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Final B,Final B,Finale B,Final B
RO,W,122,1,03,LWT Women's Double Sculls Final C,"2 de couple poids légers - f, finale C","Double-skiff peso leve feminino, final C",Lightweight Women's Double Sculls Final C,"Deux de couple poids légers - femmes, finale C","Double-skiff peso leve feminino, final C",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Final C,Final C,Finale C,Final C
RO,W,122,1,04,LWT Women's Double Sculls Final D,"2 de couple poids légers - f, finale D","Double-skiff peso leve feminino, final D",Lightweight Women's Double Sculls Final D,"Deux de couple poids légers - femmes, finale D","Double-skiff peso leve feminino, final D",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Final D,Final D,Finale D,Final D
RO,W,122,1,05,LWT Women's Double Sculls Final E,"2 de couple poids légers - f, finale E","Double-skiff peso leve feminino, final E",Lightweight Women's Double Sculls Final E,"Deux de couple poids légers - femmes, finale E","Double-skiff peso leve feminino, final E",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Final E,Final E,Finale E,Final E
RO,W,122,1,06,LWT Women's Double Sculls Final F,"2 de couple poids légers - f, finale F","Double-skiff peso leve feminino, final F",Lightweight Women's Double Sculls Final F,"Deux de couple poids légers - femmes, finale F","Double-skiff peso leve feminino, final F",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Final F,Final F,Finale F,Final F
RO,W,122,2,00,LWT Women's Double Sculls Semifinals,"2 de couple poids légers - f, 1/2 finale","Double-skiff peso leve feminino, 1/2",Lightweight Women's Double Sculls Semifinals,"Deux de couple poids légers - femmes, demi-finales","Double-skiff peso leve feminino, semifinais",Phase,14,Y,0,NONE,Y,N,Lightweight Women's Double Sculls Semifinals,Semifinals,Demi-finales,Semifinais
RO,W,122,2,01,LWT Women's Double Sculls Semi A/B 1,"2 de couple poids légers f, 1/2f A/B 1","Double-skiff peso leve fem, 1/2 A/B 1",Lightweight Women's Double Sculls Semifinal A/B 1,"Deux de couple poids légers - femmes, demi-finale A/B 1","Double-skiff peso leve feminino, semifinal A/B 1",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Semifinal A/B 1,Semifinal A/B 1,Demi-finale A/B 1,Semifinal A/B 1
RO,W,122,2,02,LWT Women's Double Sculls Semi A/B 2,"2 de couple poids légers f, 1/2f A/B 2","Double-skiff peso leve fem, 1/2 A/B 2",Lightweight Women's Double Sculls Semifinal A/B 2,"Deux de couple poids légers - femmes, demi-finale A/B 2","Double-skiff peso leve feminino, semifinal A/B 2",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Semifinal A/B 2,Semifinal A/B 2,Demi-finale A/B 2,Semifinal A/B 2
RO,W,122,2,03,LWT Women's Double Sculls Semi C/D 1,"2 de couple poids légers f, 1/2f C/D 1","Double-skiff peso leve fem, 1/2 C/D 1",Lightweight Women's Double Sculls Semifinal C/D 1,"Deux de couple poids légers - femmes, demi-finale C/D 1","Double-skiff peso leve feminino, semifinal C/D 1",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Semifinal C/D 1,Semifinal C/D 1,Demi-finale C/D 1,Semifinal C/D 1
RO,W,122,2,04,LWT Women's Double Sculls Semi C/D 2,"2 de couple poids légers f, 1/2f C/D 2","Double-skiff peso leve fem, 1/2 C/D 2",Lightweight Women's Double Sculls Semifinal C/D 2,"Deux de couple poids légers - femmes, demi-finale C/D 2","Double-skiff peso leve feminino, semifinal C/D 2",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Semifinal C/D 2,Semifinal C/D 2,Demi-finale C/D 2,Semifinal C/D 2
RO,W,122,2,05,LWT Women's Double Sculls Semi E/F 1,"2 de couple poids légers f, 1/2f E/F 1","Double-skiff peso leve fem, 1/2 E/F 1",Lightweight Women's Double Sculls Semifinal E/F 1,"Deux de couple poids légers - femmes, demi-finale E/F 1","Double-skiff peso leve feminino, semifinal E/F 1",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Semifinal E/F 1,Semifinal E/F 1,Demi-finale E/F 1,Semifinal E/F 1
RO,W,122,2,06,LWT Women's Double Sculls Semi E/F 2,"2 de couple poids légers f, 1/2f E/F 2","Double-skiff peso leve fem, 1/2 E/F 2",Lightweight Women's Double Sculls Semifinal E/F 2,"Deux de couple poids légers - femmes, demi-finale E/F 2","Double-skiff peso leve feminino, semifinal E/F 2",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Semifinal E/F 2,Semifinal E/F 2,Demi-finale E/F 2,Semifinal E/F 2
RO,W,122,2,60,LWT Women's Double Sculls Semi Re-Row,"2 de couple poids légers f, 1/2f reprise","2-skiff peso leve fem, repetição da 1/2 ",Lightweight Women's Double Sculls Semifinal Re-Row,"Deux de couple poids légers - femmes, demi-finales reprise","Double-skiff peso leve feminino, repetição da semifinal ",Phase,14,Y,0,NONE,Y,N,Lightweight Women's Double Sculls Semifinal Re-Row,Semifinal Re-Row,Demi-finales reprise,Repetição da Semifinal 
RO,W,122,2,61,LWT Women's Double Sculls Semi Re-Row,"2 de couple poids légers f, 1/2f reprise","2-skiff peso leve fem, repetição da 1/2 ",Lightweight Women's Double Sculls Semifinal Re-Row,"Deux de couple poids légers - femmes, demi-finales reprise","Double-skiff peso leve feminino, repetição da semifinal ",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Semifinal Re-Row,Semifinal Re-Row,Demi-finales reprise,Repetição da Semifinal 
RO,W,122,2,62,LWT Women's Double Sculls Semi Re-Row,"2 couple poids légers f, 1/2f reprise","2-skiff peso leve fem, repetição da 1/2 ",Lightweight Women's Double Sculls Semifinal Re-Row,"Deux de couple poids légers - femmes, demi-finales reprise","Double-skiff peso leve feminino, repetição da semifinal ",EventUnit,15,Y,0,NONE,N,Y,Lightweight Women's Double Sculls Semifinal Re-Row,Semifinal Re-Row,Demi-finales reprise,Repetição da Semifinal 
RO,W,122,3,00,LWT Women's Double Sculls Quarterfinals,"2 de couple poids légers - f, 1/4 finale","Double-skiff peso leve feminino, 1/4 ",Lightweight Women's Double Sculls Quarterfinals,"Deux de couple poids légers - femmes, quarts de finale","Double-skiff peso leve feminino, quartas de final ",Phase,14,Y,0,NONE,Y,N,Lightweight Women's Double Sculls Quarterfinals,Quarterfinals,Quarts de finale,Quartas de Final 
RO,W,122,3,01,LWT Women's Double Sculls Quarterfinal 1,"2 de couple poids légers - f, 1/4f 1","Double-skiff peso leve feminino, 1/4 1",Lightweight Women's Double Sculls Quarterfinal 1,"Deux de couple poids légers - femmes, quart de finale 1","Double-skiff peso leve feminino, quartas de final 1",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Quarterfinal 1,Quarterfinal 1,Quart de finale 1,Quartas de Final 1
RO,W,122,3,02,LWT Women's Double Sculls Quarterfinal 2,"2 de couple poids légers - f, 1/4f 2","Double-skiff peso leve feminino, 1/4 2",Lightweight Women's Double Sculls Quarterfinal 2,"Deux de couple poids légers - femmes, quart de finale 2","Double-skiff peso leve feminino, quartas de final 2",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Quarterfinal 2,Quarterfinal 2,Quart de finale 2,Quartas de Final 2
RO,W,122,3,03,LWT Women's Double Sculls Quarterfinal 3,"2 de couple poids légers - f, 1/4f 3","Double-skiff peso leve feminino, 1/4 3",Lightweight Women's Double Sculls Quarterfinal 3,"Deux de couple poids légers - femmes, quart de finale 3","Double-skiff peso leve feminino, quartas de final 3",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Quarterfinal 3,Quarterfinal 3,Quart de finale 3,Quartas de Final 3
RO,W,122,3,04,LWT Women's Double Sculls Quarterfinal 4,"2 de couple poids légers - f, 1/4f 4","Double-skiff peso leve feminino, 1/4 4",Lightweight Women's Double Sculls Quarterfinal 4,"Deux de couple poids légers - femmes, quart de finale 4","Double-skiff peso leve feminino, quartas de final 4",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Quarterfinal 4,Quarterfinal 4,Quart de finale 4,Quartas de Final 4
RO,W,122,3,60,LWT Women's Double Sculls QF Re-Row,"2 couple poids légers - f, 1/4f reprise","2-skiff peso leve fem, repetição das 1/4",Lightweight Women's Double Sculls Quaterfinal Re-Row,"Deux de couple poids légers - femmes, quarts de finale reprise","Double-skiff peso leve feminino, repetição das quartas de final",Phase,14,Y,0,NONE,Y,N,Lightweight Women's Double Sculls Quaterfinal Re-Row,Quaterfinal Re-Row,Quarts de finale reprise,Repetição das Quartas de Final
RO,W,122,3,61,LWT Women's Double Sculls QF Re-Row,"2 couple poids légers - f, 1/4f reprise","2-skiff peso leve fem, repetição das 1/4",Lightweight Women's Double Sculls Quaterfinal Re-Row,"Deux de couple poids légers - femmes, quarts de finale reprise","Double-skiff peso leve feminino, repetição das quartas de final",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Quaterfinal Re-Row,Quaterfinal Re-Row,Quarts de finale reprise,Repetição das Quartas de Final
RO,W,122,3,62,LWT Women's Double Sculls QF Re-Row,"2 couple poids légers f, 1/4f reprise","2-skiff peso leve fem, repetição das 1/4",Lightweight Women's Double Sculls Quaterfinal Re-Row,"Deux de couple poids légers - femmes, quarts de finale reprise","Double-skiff peso leve feminino, repetição das quartas de final",EventUnit,15,Y,0,NONE,N,Y,Lightweight Women's Double Sculls Quaterfinal Re-Row,Quaterfinal Re-Row,Quarts de finale reprise,Repetição das Quartas de Final
RO,W,122,8,00,LWT Women's Double Sculls Repechages,"2 couple poids légers - f, repêchages","Double-skiff peso leve fem, repescagens",Lightweight Women's Double Sculls Repechages,"Deux de couple poids légers - femmes, repêchages","Double-skiff peso leve feminino, repescagens",Phase,14,Y,0,NONE,Y,N,Lightweight Women's Double Sculls Repechages,Repechages,Repêchages,Repescagens
RO,W,122,8,50,LWT Women's Double Sculls Repechages,"2 couple poids légers - f, repêchages","Double-skiff peso leve fem, repescagens",Lightweight Women's Double Sculls Repechages,"Deux de couple poids légers - femmes, repêchages","Double-skiff peso leve feminino, repescagens",Phase,14,N,0,NONE,N,N,Lightweight Women's Double Sculls Repechages,Repechages,Repêchages,Repescagens
RO,W,122,8,51,LWT Women's Double Sculls Repechage 1,"2 couple poids légers - f, 1e repêchage","Double-skiff peso leve fem, repescagem 1",Lightweight Women's Double Sculls Repechage 1,"Deux de couple poids légers - femmes, 1e repêchage","Double-skiff peso leve feminino, repescagem 1",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Repechage 1,Repechage 1,1e repêchage,Repescagem 1
RO,W,122,8,52,LWT Women's Double Sculls Repechage 2,"2 couple poids légers - f, 2e repêchage","Double-skiff peso leve fem, repescagem 2",Lightweight Women's Double Sculls Repechage 2,"Deux de couple poids légers - femmes, 2e repêchage","Double-skiff peso leve feminino, repescagem 2",EventUnit,15,Y,0,NOC,N,Y,Lightweight Women's Double Sculls Repechage 2,Repechage 2,2e repêchage,Repescagem 2
