Discipline,Gender,Event,phase,type,ENG Description,POR Description,SPA Description,ENG longdescription,POR longdescription,SPA longdescription,ENG phase Description,POR phase Description,SPA phase Description
TT,M,C10,4,3,Men's Team - Class 9-10 Round 1 Match 3,"Equipes masc-classes 9-10, 1/8, jogo 3","Equipos, masc-clases 9-10, 1a rda, pdo 3",Men's Team - Class 9-10 Round 1 Match 3,"Por equipes masculino - classes 9-10, oitavas de final, jogo 3","Equipos, masculino - clases 9-10, 1a ronda, partido 3",Round 1,"Oitavas de final, jogo 3","1a ronda, partido 3"
TT,M,C10,9,3,Men's Team - Class 9-10 Preliminaries M3,"Equipes masc-classes 9-10,prelim, jogo 3","Equipos, masc-clases 9-10,prelim., pdo 3",Men's Team - Class 9-10 Preliminaries Match 3,"Por equipes masculino - classes 9-10, fase preliminar, jogo 3","Equipos, masculino - clases 9-10, preliminares, partido 3",Preliminaries,"Fase preliminar, jogo 3","Preliminares, partido 3"
TT,W,000,0,8,Women's Table Tennis,Tênis de mesa feminino,Tenis de mesa femenino,Women's Table Tennis,Tênis de mesa feminino,Tenis de mesa femenino,"","",
TT,W,000,M,6,Women's Table Tennis VC,"Tênis de mesa feminino, cer. premiação","Tenis de mesa femenino, cer. medallas",Women's Table Tennis Victory Ceremony,"Tênis de mesa feminino, cerimônia de premiação","Tenis de mesa femenino, ceremonia de entrega de medallas","","",
TT,W,002,0,8,Women's Singles - Class 1-2,Individual feminino - classes 1-2,Individual femenino - clases 1-2,Women's Singles - Class 1-2,Individual feminino - classes 1-2,Individual femenino - clases 1-2,"","",
TT,W,002,1,3,Women's Singles - Class 1-2 Finals,"Individual fem - classes 1-2, finais","Individual fem - clases 1-2, finales",Women's Singles - Class 1-2 Finals,"Individual feminino - classes 1-2, finais","Individual femenino - clases 1-2, finales",Finals,Finais,Finales
TT,W,002,2,3,Women's Singles - Class 1-2 Semis,"Individual fem - classes 1-2, semifinais","Individual fem - clases 1-2, semifinales",Women's Singles - Class 1-2 Semifinals,"Individual feminino - classes 1-2, semifinais","Individual femenino - clases 1-2, semifinales",Semis,Semifinais,Semifinales
TT,W,002,3,3,Women's Singles - Class 1-2 Q-finals,"Individual fem - classes 1-2, 1/4 final","Individual fem - clases 1-2, 1/4 final",Women's Singles - Class 1-2 Quarterfinals,"Individual feminino - classes 1-2, quartas de final","Individual femenino - clases 1-2, cuartos de final",Quarterfinals,Quartas de final,Cuartos de final
TT,W,002,4,3,Women's Singles - Class 1-2 Round 1,"Individual fem - classes 1-2, 1/8 final","Individual fem - clases 1-2, 1a ronda",Women's Singles - Class 1-2 Round 1,"Individual feminino - classes 1-2, oitavas de final","Individual femenino - clases 1-2, 1a ronda",Round 1,Oitavas de final,1a ronda
TT,W,002,9,3,Women's Singles- Class 1-2 Preliminaries,"Ind fem - classes 1-2, fase de grupos","Individual fem - clases 1-2, prelim.",Women's Singles - Class 1-2 Preliminaries,"Individual feminino - classes 1-2, fase de grupos","Individual femenino - clases 1-2, preliminares",Preliminaries,Fase de grupos,Preliminares
TT,W,002,A,3,Women's Singles - Class 1-2 Group A,"Individual fem - classes 1-2, grupo A","Individual fem - clases 1-2, grupo A",Women's Singles - Class 1-2 Group A,"Individual feminino - classes 1-2, grupo A","Individual femenino - clases 1-2, grupo A",Group A,Grupo A,Grupo A
TT,W,002,B,3,Women's Singles - Class 1-2 Group B,"Individual fem - classes 1-2, grupo B","Individual fem - clases 1-2, grupo B",Women's Singles - Class 1-2 Group B,"Individual feminino - classes 1-2, grupo B","Individual femenino - clases 1-2, grupo B",Group B,Grupo B,Grupo B
TT,W,002,C,3,Women's Singles - Class 1-2 Group C,"Individual fem - classes 1-2, grupo C","Individual fem - clases 1-2, grupo C",Women's Singles - Class 1-2 Group C,"Individual feminino - classes 1-2, grupo C","Individual femenino - clases 1-2, grupo C",Group C,Grupo C,Grupo C
TT,W,002,D,3,Women's Singles - Class 1-2 Group D,"Individual fem - classes 1-2, grupo D","Individual fem - clases 1-2, grupo D",Women's Singles - Class 1-2 Group D,"Individual feminino - classes 1-2, grupo D","Individual femenino - clases 1-2, grupo D",Group D,Grupo D,Grupo D
TT,W,002,E,3,Women's Singles - Class 1-2 Group E,"Individual fem - classes 1-2, grupo E","Individual fem - clases 1-2, grupo E",Women's Singles - Class 1-2 Group E,"Individual feminino - classes 1-2, grupo E","Individual femenino - clases 1-2, grupo E",Group E,Grupo E,Grupo E
TT,W,002,F,3,Women's Singles - Class 1-2 Group F,"Individual fem - classes 1-2, grupo F","Individual fem - clases 1-2, grupo F",Women's Singles - Class 1-2 Group F,"Individual feminino - classes 1-2, grupo F","Individual femenino - clases 1-2, grupo F",Group F,Grupo F,Grupo F
TT,W,002,M,6,Women's Singles - Class 1-2 VC,"Individual fem-classes 1-2,cer premiação","Individual fem-clases 1-2, cer. medallas",Women's Singles - Class 1-2 Victory Ceremony,"Individual feminino - classes 1-2, cerimônia de premiação","Individual femenino - clases 1-2, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
TT,W,003,0,8,Women's Singles - Class 3,Individual feminino - classe 3,Individual femenino - clase 3,Women's Singles - Class 3,Individual feminino - classe 3,Individual femenino - clase 3,"","",
TT,W,003,1,3,Women's Singles - Class 3 Finals,"Individual fem - classe 3, finais","Individual fem - clase 3, finales",Women's Singles - Class 3 Finals,"Individual feminino - classe 3, finais","Individual femenino - clase 3, finales",Finals,Finais,Finales
TT,W,003,2,3,Women's Singles - Class 3 Semifinals,"Individual fem - classe 3, semifinais","Individual fem - clase 3, semifinales",Women's Singles - Class 3 Semifinals,"Individual feminino - classe 3, semifinais","Individual femenino - clase 3, semifinales",Semis,Semifinais,Semifinales
TT,W,003,3,3,Women's Singles - Class 3 Q-finals,"Individual fem - classe 3, 1/4 final","Individual fem - clase 3, 1/4 final",Women's Singles - Class 3 Quarterfinals,"Individual feminino - classe 3, quartas de final","Individual femenino - clase 3, cuartos de final",Quarterfinals,Quartas de final,Cuartos de final
TT,W,003,4,3,Women's Singles - Class 3 Round 1,"Individual fem - classe 3, 1/8 final","Individual fem - clase 3, 1a ronda",Women's Singles - Class 3 Round 1,"Individual feminino - classe 3, oitavas de final","Individual femenino - clase 3, 1a ronda",Round 1,Oitavas de final,1a ronda
TT,W,003,9,3,Women's Singles - Class 3 Preliminaries,"Individual fem-classe 3, fase de grupos","Individual fem - clase 3, preliminares",Women's Singles - Class 3 Preliminaries,"Individual feminino - classe 3, fase de grupos","Individual femenino - clase 3, preliminares",Preliminaries,Fase de grupos,Preliminares
TT,W,003,A,3,Women's Singles - Class 3 Group A,"Individual fem - classe 3, grupo A","Individual fem - clase 3, grupo A",Women's Singles - Class 3 Group A,"Individual feminino - classe 3, grupo A","Individual femenino - clase 3, grupo A",Group A,Grupo A,Grupo A
TT,W,003,B,3,Women's Singles - Class 3 Group B,"Individual fem - classe 3, grupo B","Individual fem - clase 3, grupo B",Women's Singles - Class 3 Group B,"Individual feminino - classe 3, grupo B","Individual femenino - clase 3, grupo B",Group B,Grupo B,Grupo B
TT,W,003,C,3,Women's Singles - Class 3 Group C,"Individual fem - classe 3, grupo C","Individual fem - clase 3, grupo C",Women's Singles - Class 3 Group C,"Individual feminino - classe 3, grupo C","Individual femenino - clase 3, grupo C",Group C,Grupo C,Grupo C
TT,W,003,D,3,Women's Singles - Class 3 Group D,"Individual fem - classe 3, grupo D","Individual fem - clase 3, grupo D",Women's Singles - Class 3 Group D,"Individual feminino - classe 3, grupo D","Individual femenino - clase 3, grupo D",Group D,Grupo D,Grupo D
TT,W,003,E,3,Women's Singles - Class 3 Group E,"Individual fem - classe 3, grupo E","Individual fem - clase 3, grupo E",Women's Singles - Class 3 Group E,"Individual feminino - classe 3, grupo E","Individual femenino - clase 3, grupo E",Group E,Grupo E,Grupo E
TT,W,003,F,3,Women's Singles - Class 3 Group F,"Individual fem - classe 3, grupo F","Individual fem - clase 3, grupo F",Women's Singles - Class 3 Group F,"Individual feminino - classe 3, grupo F","Individual femenino - clase 3, grupo F",Group F,Grupo F,Grupo F
TT,W,003,M,6,Women's Singles - Class 3 VC,"Individual fem-classe 3, cer. premiação","Individual fem - clase 3, cer. medallas",Women's Singles - Class 3 Victory Ceremony,"Individual feminino - classe 3, cerimônia de premiação","Individual femenino - clase 3, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
TT,W,004,0,8,Women's Singles - Class 4,Individual feminino - classe 4,Individual femenino - clase 4,Women's Singles - Class 4,Individual feminino - classe 4,Individual femenino - clase 4,"","",
TT,W,004,1,3,Women's Singles - Class 4 Finals,"Individual fem - classe 4, finais","Individual fem - clase 4, finales",Women's Singles - Class 4 Finals,"Individual feminino - classe 4, finais","Individual femenino - clase 4, finales",Finals,Finais,Finales
TT,W,004,2,3,Women's Singles - Class 4 Semifinals,"Individual fem - classe 4, semifinais","Individual fem - clase 4, semifinales",Women's Singles - Class 4 Semifinals,"Individual feminino - classe 4, semifinais","Individual femenino - clase 4, semifinales",Semis,Semifinais,Semifinales
TT,W,004,3,3,Women's Singles - Class 4 Q-finals,"Individual fem - classe 4, 1/4 final","Individual fem - clase 4, 1/4 final",Women's Singles - Class 4 Quarterfinals,"Individual feminino - classe 4, quartas de final","Individual femenino - clase 4, cuartos de final",Quarterfinals,Quartas de final,Cuartos de final
TT,W,004,4,3,Women's Singles - Class 4 Round 1,"Individual fem - classe 4, 1/8 final","Individual fem - clase 4, 1a ronda",Women's Singles - Class 4 Round 1,"Individual feminino - classe 4, oitavas de final","Individual femenino - clase 4, 1a ronda",Round 1,Oitavas de final,1a ronda
TT,W,004,9,3,Women's Singles - Class 4 Preliminaries,"Individual fem-classe 4, fase de grupos","Individual fem - clase 4, preliminares",Women's Singles - Class 4 Preliminaries,"Individual feminino - classe 4, fase de grupos","Individual femenino - clase 4, preliminares",Preliminaries,Fase de grupos,Preliminares
TT,W,004,A,3,Women's Singles - Class 4 Group A,"Individual fem - classe 4, grupo A","Individual fem - clase 4, grupo A",Women's Singles - Class 4 Group A,"Individual feminino - classe 4, grupo A","Individual femenino - clase 4, grupo A",Group A,Grupo A,Grupo A
TT,W,004,B,3,Women's Singles - Class 4 Group B,"Individual fem - classe 4, grupo B","Individual fem - clase 4, grupo B",Women's Singles - Class 4 Group B,"Individual feminino - classe 4, grupo B","Individual femenino - clase 4, grupo B",Group B,Grupo B,Grupo B
TT,W,004,C,3,Women's Singles - Class 4 Group C,"Individual fem - classe 4, grupo C","Individual fem - clase 4, grupo C",Women's Singles - Class 4 Group C,"Individual feminino - classe 4, grupo C","Individual femenino - clase 4, grupo C",Group C,Grupo C,Grupo C
TT,W,004,D,3,Women's Singles - Class 4 Group D,"Individual fem - classe 4, grupo D","Individual fem - clase 4, grupo D",Women's Singles - Class 4 Group D,"Individual feminino - classe 4, grupo D","Individual femenino - clase 4, grupo D",Group D,Grupo D,Grupo D
TT,W,004,E,3,Women's Singles - Class 4 Group E,"Individual fem - classe 4, grupo E","Individual fem - clase 4, grupo E",Women's Singles - Class 4 Group E,"Individual feminino - classe 4, grupo E","Individual femenino - clase 4, grupo E",Group E,Grupo E,Grupo E
TT,W,004,F,3,Women's Singles - Class 4 Group F,"Individual fem - classe 4, grupo F","Individual fem - clase 4, grupo F",Women's Singles - Class 4 Group F,"Individual feminino - classe 4, grupo F","Individual femenino - clase 4, grupo F",Group F,Grupo F,Grupo F
TT,W,004,M,6,Women's Singles - Class 4 VC,"Individual fem-classe 4, cer. premiação","Individual fem - clase 4, cer. medallas",Women's Singles - Class 4 Victory Ceremony,"Individual feminino - classe 4, cerimônia de premiação","Individual femenino - clase 4, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
TT,W,005,0,8,Women's Singles - Class 5,Individual feminino - classe 5,Individual femenino - clase 5,Women's Singles - Class 5,Individual feminino - classe 5,Individual femenino - clase 5,"","",
TT,W,005,1,3,Women's Singles - Class 5 Finals,"Individual fem - classe 5, finais","Individual fem - clase 5, finales",Women's Singles - Class 5 Finals,"Individual feminino - classe 5, finais","Individual femenino - clase 5, finales",Finals,Finais,Finales
TT,W,005,2,3,Women's Singles - Class 5 Semifinals,"Individual fem - classe 5, semifinais","Individual fem - clase 5, semifinales",Women's Singles - Class 5 Semifinals,"Individual feminino - classe 5, semifinais","Individual femenino - clase 5, semifinales",Semis,Semifinais,Semifinales
TT,W,005,3,3,Women's Singles - Class 5 Q-finals,"Individual fem - classe 5, 1/4 final","Individual fem - clase 5, 1/4 final",Women's Singles - Class 5 Quarterfinals,"Individual feminino - classe 5, quartas de final","Individual femenino - clase 5, cuartos de final",Quarterfinals,Quartas de final,Cuartos de final
TT,W,005,4,3,Women's Singles - Class 5 Round 1,"Individual fem - classe 5, 1/8 final","Individual fem - clase 5, 1a ronda",Women's Singles - Class 5 Round 1,"Individual feminino - classe 5, oitavas de final","Individual femenino - clase 5, 1a ronda",Round 1,Oitavas de final,1a ronda
TT,W,005,9,3,Women's Singles - Class 5 Preliminaries,"Individual fem-classe 5, fase de grupos","Individual fem - clase 5, preliminares",Women's Singles - Class 5 Preliminaries,"Individual feminino - classe 5, fase de grupos","Individual femenino - clase 5, preliminares",Preliminaries,Fase de grupos,Preliminares
TT,W,005,A,3,Women's Singles - Class 5 Group A,"Individual fem - classe 5, grupo A","Individual fem - clase 5, grupo A",Women's Singles - Class 5 Group A,"Individual feminino - classe 5, grupo A","Individual femenino - clase 5, grupo A",Group A,Grupo A,Grupo A
TT,W,005,B,3,Women's Singles - Class 5 Group B,"Individual fem - classe 5, grupo B","Individual fem - clase 5, grupo B",Women's Singles - Class 5 Group B,"Individual feminino - classe 5, grupo B","Individual femenino - clase 5, grupo B",Group B,Grupo B,Grupo B
TT,W,005,C,3,Women's Singles - Class 5 Group C,"Individual fem - classe 5, grupo C","Individual fem - clase 5, grupo C",Women's Singles - Class 5 Group C,"Individual feminino - classe 5, grupo C","Individual femenino - clase 5, grupo C",Group C,Grupo C,Grupo C
TT,W,005,D,3,Women's Singles - Class 5 Group D,"Individual fem - classe 5, grupo D","Individual fem - clase 5, grupo D",Women's Singles - Class 5 Group D,"Individual feminino - classe 5, grupo D","Individual femenino - clase 5, grupo D",Group D,Grupo D,Grupo D
TT,W,005,E,3,Women's Singles - Class 5 Group E,"Individual fem - classe 5, grupo E","Individual fem - clase 5, grupo E",Women's Singles - Class 5 Group E,"Individual feminino - classe 5, grupo E","Individual femenino - clase 5, grupo E",Group E,Grupo E,Grupo E
TT,W,005,F,3,Women's Singles - Class 5 Group F,"Individual fem - classe 5, grupo F","Individual fem - clase 5, grupo F",Women's Singles - Class 5 Group F,"Individual feminino - classe 5, grupo F","Individual femenino - clase 5, grupo F",Group F,Grupo F,Grupo F
TT,W,005,M,6,Women's Singles - Class 5 VC,"Individual fem-classe 5, cer. premiação","Individual fem - clase 5, cer. medallas",Women's Singles - Class 5 Victory Ceremony,"Individual feminino - classe 5, cerimônia de premiação","Individual femenino - clase 5, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
TT,W,006,0,8,Women's Singles - Class 6,Individual feminino - classe 6,Individual femenino - clase 6,Women's Singles - Class 6,Individual feminino - classe 6,Individual femenino - clase 6,"","",
TT,W,006,1,3,Women's Singles - Class 6 Finals,"Individual fem - classe 6, finais","Individual fem - clase 6, finales",Women's Singles - Class 6 Finals,"Individual feminino - classe 6, finais","Individual femenino - clase 6, finales",Finals,Finais,Finales
TT,W,006,2,3,Women's Singles - Class 6 Semifinals,"Individual fem - classe 6, semifinais","Individual fem - clase 6, semifinales",Women's Singles - Class 6 Semifinals,"Individual feminino - classe 6, semifinais","Individual femenino - clase 6, semifinales",Semis,Semifinais,Semifinales
TT,W,006,3,3,Women's Singles - Class 6 Quarterfinals,"Individual fem - classe 6, 1/4 final","Individual fem - clase 6, 1/4 final",Women's Singles - Class 6 Quarterfinals,"Individual feminino - classe 6, quartas de final","Individual femenino - clase 6, cuartos de final",Quarterfinals,Quartas de final,Cuartos de final
TT,W,006,4,3,Women's Singles - Class 6 Round 1,"Individual fem - classe 6, 1/8 final","Individual fem - clase 6, 1a ronda",Women's Singles - Class 6 Round 1,"Individual feminino - classe 6, oitavas de final","Individual femenino - clase 6, 1a ronda",Round 1,Oitavas de final,1a ronda
TT,W,006,9,3,Women's Singles - Class 6 Preliminaries,"Individual fem-classe 6, fase de grupos","Individual fem - clase 6, preliminares",Women's Singles - Class 6 Preliminaries,"Individual feminino - classe 6, fase de grupos","Individual femenino - clase 6, preliminares",Preliminaries,Fase de grupos,Preliminares
TT,W,006,A,3,Women's Singles - Class 6 Group A,"Individual fem - classe 6, grupo A","Individual fem - clase 6, grupo A",Women's Singles - Class 6 Group A,"Individual feminino - classe 6, grupo A","Individual femenino - clase 6, grupo A",Group A,Grupo A,Grupo A
TT,W,006,B,3,Women's Singles - Class 6 Group B,"Individual fem - classe 6, grupo B","Individual fem - clase 6, grupo B",Women's Singles - Class 6 Group B,"Individual feminino - classe 6, grupo B","Individual femenino - clase 6, grupo B",Group B,Grupo B,Grupo B
TT,W,006,C,3,Women's Singles - Class 6 Group C,"Individual fem - classe 6, grupo C","Individual fem - clase 6, grupo C",Women's Singles - Class 6 Group C,"Individual feminino - classe 6, grupo C","Individual femenino - clase 6, grupo C",Group C,Grupo C,Grupo C
TT,W,006,D,3,Women's Singles - Class 6 Group D,"Individual fem - classe 6, grupo D","Individual fem - clase 6, grupo D",Women's Singles - Class 6 Group D,"Individual feminino - classe 6, grupo D","Individual femenino - clase 6, grupo D",Group D,Grupo D,Grupo D
TT,W,006,E,3,Women's Singles - Class 6 Group E,"Individual fem - classe 6, grupo E","Individual fem - clase 6, grupo E",Women's Singles - Class 6 Group E,"Individual feminino - classe 6, grupo E","Individual femenino - clase 6, grupo E",Group E,Grupo E,Grupo E
TT,W,006,F,3,Women's Singles - Class 6 Group F,"Individual fem - classe 6, grupo F","Individual fem - clase 6, grupo F",Women's Singles - Class 6 Group F,"Individual feminino - classe 6, grupo F","Individual femenino - clase 6, grupo F",Group F,Grupo F,Grupo F
TT,W,006,M,6,Women's Singles - Class 6 VC,"Individual fem-classe 6, cer. premiação","Individual fem - clase 6, cer. medallas",Women's Singles - Class 6 Victory Ceremony,"Individual feminino - classe 6, cerimônia de premiação","Individual femenino - clase 6, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
TT,W,007,0,8,Women's Singles - Class 7,Individual feminino - classe 7,Individual femenino - clase 7,Women's Singles - Class 7,Individual feminino - classe 7,Individual femenino - clase 7,"","",
TT,W,007,1,3,Women's Singles - Class 7 Finals,"Individual feminino - classe 7, finais","Individual fem - clase 7, finales",Women's Singles - Class 7 Finals,"Individual feminino - classe 7, finais","Individual femenino - clase 7, finales",Finals,Finais,Finales
