Id,ENG Description,FRA Description,POR Description,SPA Description
AFR,Africa,Afrique,África,África
AME,Americas,Amérique,Américas,América
ASI,Asia,Asie,Ásia,Asia
EUR,Europe,Europe,Europa,Europa
OCE,Oceania,Océanie,Oceania,Oceanía
