Code,Discipline,Gender,Event,Class
WBM4002.5,WB,M,400,2.5
WBM4003.0,WB,M,400,3.0
WBM4003.5,WB,M,400,3.5
WBM4004.0,WB,M,400,4.0
WBM4004.5,WB,M,400,4.5
WBW4001.0,WB,W,400,1.0
WBW4001.5,WB,W,400,1.5
WBW4002.0,WB,W,400,2.0
WBW4002.5,WB,W,400,2.5
WBW4003.0,WB,W,400,3.0
WBW4003.5,WB,W,400,3.5
WBW4004.0,WB,W,400,4.0
WBW4004.5,WB,W,400,4.5
WFM011A,WF,M,011,A
WFM012B,WF,M,012,B
WFM021A,WF,M,021,A
WFM022B,WF,M,022,B
WFM031A,WF,M,031,A
WFM032B,WF,M,032,B
WFM041A,WF,M,041,A
WFM041B,WF,M,041,B
WFW011A,WF,W,011,A
WFW012B,WF,W,012,B
WFW021A,WF,W,021,A
WFW022B,WF,W,022,B
WFW041A,WF,W,041,A
WFW041B,WF,W,041,B
WRX4000.5,WR,X,400,0.5
WRX4001.0,WR,X,400,1.0
WRX4001.5,WR,X,400,1.5
WRX4002.0,WR,X,400,2.0
WRX4002.5,WR,X,400,2.5
WRX4003.0,WR,X,400,3.0
WRX4003.5,WR,X,400,3.5
WTM001WT,WT,M,001,WT
WTM002WT,WT,M,002,WT
WTW001WT,WT,W,001,WT
WTW002WT,WT,W,002,WT
WTX021Q,WT,X,021,Q
WTX022Q,WT,X,022,Q
