Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,FRA unit Description,POR unit Description
AT,M,401,9,05,Men's 4 x 100m Relay Round 1 - Heat 5,"Relais 4x100 m hom., 1er tr - 5e série","Revezamento 4x100m masc, 1a fase-série 5",Men's 4 x 100m Relay Round 1 - Heat 5,"Relais 4 x 100 m - hommes, 1er tour - 5e série","Revezamento 4x100m masculino, primeira fase - série 5",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 5,1er tour - 5e série,Primeira fase - série 5
AT,M,401,9,06,Men's 4 x 100m Relay Round 1 - Heat 6,"Relais 4x100 m hom., 1er tr - 6e série","Revezamento 4x100m masc, 1a fase-série 6",Men's 4 x 100m Relay Round 1 - Heat 6,"Relais 4 x 100 m - hommes, 1er tour - 6e série","Revezamento 4x100m masculino, primeira fase - série 6",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 6,1er tour - 6e série,Primeira fase - série 6
AT,M,401,9,07,Men's 4 x 100m Relay Round 1 - Heat 7,"Relais 4x100 m hom., 1er tr - 7e série","Revezamento 4x100m masc, 1a fase-série 7",Men's 4 x 100m Relay Round 1 - Heat 7,"Relais 4 x 100 m - hommes, 1er tour - 7e série","Revezamento 4x100m masculino, primeira fase - série 7",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 7,1er tour - 7e série,Primeira fase - série 7
AT,M,401,9,08,Men's 4 x 100m Relay Round 1 - Heat 8,"Relais 4x100 m hom., 1er tr - 8e série","Revezamento 4x100m masc, 1a fase-série 8",Men's 4 x 100m Relay Round 1 - Heat 8,"Relais 4 x 100 m - hommes, 1er tour - 8e série","Revezamento 4x100m masculino, primeira fase - série 8",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 8,1er tour - 8e série,Primeira fase - série 8
AT,M,401,M,00,Men's 4 x 100m Relay Victory Ceremony,"Relais 4 x 100 m - hommes, remise méd.","Revezamento 4x100m masc, cer. premiação",Men's 4 x 100m Relay Victory Ceremony,"Relais 4 x 100 m - hommes, cérémonie de remise des médailles","Revezamento 4x100m masculino, cerimônia de entrega das medalhas",Medals,17,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,401,N,01,Men's 4 x 100m Relay - Draw,"Relais 4 x 100 m - hom., tirage au sort","Revezamento 4x100m masculino, sorteio",Men's 4 x 100m Relay - Draw,"Relais 4 x 100 m - hommes, tirage au sort","Revezamento 4x100m masculino, sorteio",Draw,18,Y,0,NONE,N,Y,Draw,Tirage au sort,Sorteio
AT,M,404,0,00,Men's 4 x 400m Relay,Relais 4 x 400 m - hommes,Revezamento 4x400m masculino,Men's 4 x 400m Relay,Relais 4 x 400 m - hommes,Revezamento 4x400m masculino,Event,13,N,0,NONE,N,N,"","",""
AT,M,404,1,00,Men's 4 x 400m Relay Final,"Relais 4 x 400 m - hommes, finale","Revezamento 4x400m masculino, final",Men's 4 x 400m Relay Final,"Relais 4 x 400 m - hommes, finale","Revezamento 4x400m masculino, final",Phase,14,N,0,NONE,N,N,Final,Finale,Final
AT,M,404,1,01,Men's 4 x 400m Relay Final,"Relais 4 x 400 m - hommes, finale","Revezamento 4x400m masculino, final",Men's 4 x 400m Relay Final,"Relais 4 x 400 m - hommes, finale","Revezamento 4x400m masculino, final",EventUnit,15,Y,1,NOC,Y,Y,Final,Finale,Final
AT,M,404,9,00,Men's 4 x 400m Relay Round 1,"Relais 4 x 400 m - hommes, 1er tour","Revezamento 4x400m masculino, 1a fase",Men's 4 x 400m Relay Round 1,"Relais 4 x 400 m - hommes, 1er tour","Revezamento 4x400m masculino, primeira fase",Phase,14,Y,0,NONE,Y,N,Round 1,1er tour,Primeira fase
AT,M,404,9,01,Men's 4 x 400m Relay Round 1 - Heat 1,"Relais 4x400 m hom., 1er tr - 1re série","Revezamento 4x400m masc, 1a fase-série 1",Men's 4 x 400m Relay Round 1 - Heat 1,"Relais 4 x 400 m - hommes, 1er tour - 1re série","Revezamento 4x400m masculino, primeira fase - série 1",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 1,1er tour - 1re série,Primeira fase - série 1
AT,M,404,9,02,Men's 4 x 400m Relay Round 1 - Heat 2,"Relais 4x400 m hom., 1er tr - 2e série","Revezamento 4x400m masc, 1a fase-série 2",Men's 4 x 400m Relay Round 1 - Heat 2,"Relais 4 x 400 m - hommes, 1er tour - 2e série","Revezamento 4x400m masculino, primeira fase - série 2",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 2,1er tour - 2e série,Primeira fase - série 2
AT,M,404,9,03,Men's 4 x 400m Relay Round 1 - Heat 3,"Relais 4x400 m hom., 1er tr - 3e série","Revezamento 4x400m masc, 1a fase-série 3",Men's 4 x 400m Relay Round 1 - Heat 3,"Relais 4 x 400 m - hommes, 1er tour - 3e série","Revezamento 4x400m masculino, primeira fase - série 3",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 3,1er tour - 3e série,Primeira fase - série 3
AT,M,404,9,04,Men's 4 x 400m Relay Round 1 - Heat 4,"Relais 4x400 m hom., 1er tr - 4e série","Revezamento 4x400m masc, 1a fase-série 4",Men's 4 x 400m Relay Round 1 - Heat 4,"Relais 4 x 400 m - hommes, 1er tour - 4e série","Revezamento 4x400m masculino, primeira fase - série 4",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 4,1er tour - 4e série,Primeira fase - série 4
AT,M,404,9,05,Men's 4 x 400m Relay Round 1 - Heat 5,"Relais 4x400 m hom., 1er tr - 5e série","Revezamento 4x400m masc, 1a fase-série 5",Men's 4 x 400m Relay Round 1 - Heat 5,"Relais 4 x 400 m - hommes, 1er tour - 5e série","Revezamento 4x400m masculino, primeira fase - série 5",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 5,1er tour - 5e série,Primeira fase - série 5
AT,M,404,9,06,Men's 4 x 400m Relay Round 1 - Heat 6,"Relais 4x400 m hom., 1er tr - 6e série","Revezamento 4x400m masc, 1a fase-série 6",Men's 4 x 400m Relay Round 1 - Heat 6,"Relais 4 x 400 m - hommes, 1er tour - 6e série","Revezamento 4x400m masculino, primeira fase - série 6",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 6,1er tour - 6e série,Primeira fase - série 6
AT,M,404,9,07,Men's 4 x 400m Relay Round 1 - Heat 7,"Relais 4x400 m hom., 1er tr - 7e série","Revezamento 4x400m masc, 1a fase-série 7",Men's 4 x 400m Relay Round 1 - Heat 7,"Relais 4 x 400 m - hommes, 1er tour - 7e série","Revezamento 4x400m masculino, primeira fase - série 7",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 7,1er tour - 7e série,Primeira fase - série 7
AT,M,404,9,08,Men's 4 x 400m Relay Round 1 - Heat 8,"Relais 4x400 m hom., 1er tr - 8e série","Revezamento 4x400m masc, 1a fase-série 8",Men's 4 x 400m Relay Round 1 - Heat 8,"Relais 4 x 400 m - hommes, 1er tour - 8e série","Revezamento 4x400m masculino, primeira fase - série 8",EventUnit,15,Y,0,NOC,N,Y,Round 1 - Heat 8,1er tour - 8e série,Primeira fase - série 8
AT,M,404,M,00,Men's 4 x 400m Relay Victory Ceremony,"Relais 4 x 400 m - hommes, remise méd.","Revezamento 4x400m masc, cer. premiação",Men's 4 x 400m Relay Victory Ceremony,"Relais 4 x 400 m - hommes, cérémonie de remise des médailles","Revezamento 4x400m masculino, cerimônia de entrega das medalhas",Medals,17,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,404,N,01,Men's 4 x 400m Relay - Draw,"Relais 4 x 400 m - hom., tirage au sort","Revezamento 4x400m masculino, sorteio",Men's 4 x 400m Relay - Draw,"Relais 4 x 400 m - hommes, tirage au sort","Revezamento 4x400m masculino, sorteio",Draw,18,Y,0,NONE,N,Y,Draw,Tirage au sort,Sorteio
AT,M,900,0,00,Men's Decathlon,Décathlon - hommes,Decatlo masculino,Men's Decathlon,Décathlon - hommes,Decatlo masculino,Event,13,Y,0,NONE,N,N,"","",""
AT,M,900,A,00,Men's Decathlon 100m,"Décathlon - 100 m, hommes",Decatlo - 100m rasos masculino,Men's Decathlon 100m,"Décathlon - 100 m, hommes",Decatlo - 100m rasos masculino,Phase,14,Y,0,NONE,Y,N,100m,100 m,100m rasos
AT,M,900,A,01,Men's Decathlon 100m - Heat 1,"Décathlon - 100 m, hommes - 1re série",Decatlo - 100m rasos masculino - série 1,Men's Decathlon 100m - Heat 1,"Décathlon - 100 m, hommes - 1re série",Decatlo - 100m rasos masculino - série 1,EventUnit,15,Y,0,ATH,N,Y,100m - Heat 1,100 m - 1re série,100m rasos - série 1
AT,M,900,A,02,Men's Decathlon 100m - Heat 2,"Décathlon - 100 m, hommes - 2e série",Decatlo - 100m rasos masculino - série 2,Men's Decathlon 100m - Heat 2,"Décathlon - 100 m, hommes - 2e série",Decatlo - 100m rasos masculino - série 2,EventUnit,15,Y,0,ATH,N,Y,100m - Heat 2,100 m - 2e série,100m rasos - série 2
AT,M,900,A,03,Men's Decathlon 100m - Heat 3,"Décathlon - 100 m, hommes - 3e série",Decatlo - 100m rasos masculino - série 3,Men's Decathlon 100m - Heat 3,"Décathlon - 100 m, hommes - 3e série",Decatlo - 100m rasos masculino - série 3,EventUnit,15,Y,0,ATH,N,Y,100m - Heat 3,100 m - 3e série,100m rasos - série 3
AT,M,900,A,04,Men's Decathlon 100m - Heat 4,"Décathlon - 100 m, hommes - 4e série",Decatlo - 100m rasos masculino - série 4,Men's Decathlon 100m - Heat 4,"Décathlon - 100 m, hommes - 4e série",Decatlo - 100m rasos masculino - série 4,EventUnit,15,Y,0,ATH,N,Y,100m - Heat 4,100 m - 4e série,100m rasos - série 4
AT,M,900,A,05,Men's Decathlon 100m - Heat 5,"Décathlon - 100 m, hommes - 5e série",Decatlo - 100m rasos masculino - série 5,Men's Decathlon 100m - Heat 5,"Décathlon - 100 m, hommes - 5e série",Decatlo - 100m rasos masculino - série 5,EventUnit,15,Y,0,ATH,N,Y,100m - Heat 5,100 m - 5e série,100m rasos - série 5
AT,M,900,A,06,Men's Decathlon 100m - Heat 6,"Décathlon - 100 m, hommes - 6e série",Decatlo - 100m rasos masculino - série 6,Men's Decathlon 100m - Heat 6,"Décathlon - 100 m, hommes - 6e série",Decatlo - 100m rasos masculino - série 6,EventUnit,15,Y,0,ATH,N,Y,100m - Heat 6,100 m - 6e série,100m rasos - série 6
AT,M,900,A,07,Men's Decathlon 100m - Heat 7,"Décathlon - 100 m, hommes - 7e série",Decatlo - 100m rasos masculino - série 7,Men's Decathlon 100m - Heat 7,"Décathlon - 100 m, hommes - 7e série",Decatlo - 100m rasos masculino - série 7,EventUnit,15,Y,0,ATH,N,Y,100m - Heat 7,100 m - 7e série,100m rasos - série 7
AT,M,900,A,08,Men's Decathlon 100m - Heat 8,"Décathlon - 100 m, hommes - 8e série",Decatlo - 100m rasos masculino - série 8,Men's Decathlon 100m - Heat 8,"Décathlon - 100 m, hommes - 8e série",Decatlo - 100m rasos masculino - série 8,EventUnit,15,Y,0,ATH,N,Y,100m - Heat 8,100 m - 8e série,100m rasos - série 8
AT,M,900,A,09,Men's Decathlon 100m - Heat 9,"Décathlon - 100 m, hommes - 9e série",Decatlo - 100m rasos masculino - série 9,Men's Decathlon 100m - Heat 9,"Décathlon - 100 m, hommes - 9e série",Decatlo - 100m rasos masculino - série 9,EventUnit,15,Y,0,ATH,N,Y,100m - Heat 9,100 m - 9e série,100m rasos - série 9
AT,M,900,A,10,Men's Decathlon 100m - Heat 10,"Décathlon - 100 m, hommes - 10e série",Decatlo - 100m rasos masculino- série 10,Men's Decathlon 100m - Heat 10,"Décathlon - 100 m, hommes - 10e série",Decatlo - 100m rasos masculino - série 10,EventUnit,15,Y,0,ATH,N,Y,100m - Heat 10,100 m - 10e série,100m rasos - série 10
AT,M,900,B,00,Men's Decathlon Long Jump,"Décathlon - saut en longueur, hommes",Decatlo - salto em distância masculino,Men's Decathlon Long Jump,"Décathlon - saut en longueur, hommes",Decatlo - salto em distância masculino,Phase,14,Y,0,NONE,Y,N,Long Jump,Saut en longueur,Salto em distância
AT,M,900,B,01,Men's Decathlon Long Jump - Group A,"Décathlon - saut longueur, hom. - gr. A",Decatlo - salto em distância masc - gp A,Men's Decathlon Long Jump - Group A,"Décathlon - saut en longueur, hommes - groupe A",Decatlo - salto em distância masculino - grupo A,EventUnit,15,Y,0,ATH,N,Y,Long Jump - Group A,Saut en longueur - groupe A,Salto em distância - grupo A
AT,M,900,B,02,Men's Decathlon Long Jump - Group B,"Décathlon - saut longueur, hom. - gr. B",Decatlo - salto em distância masc - gp B,Men's Decathlon Long Jump - Group B,"Décathlon - saut en longueur, hommes - groupe B",Decatlo - salto em distância masculino - grupo B,EventUnit,15,Y,0,ATH,N,Y,Long Jump - Group B,Saut en longueur - groupe B,Salto em distância - grupo B
AT,M,900,C,00,Men's Decathlon Shot Put,"Décathlon - lancer de poids, hommes",Decatlo - arremesso do peso masculino,Men's Decathlon Shot Put,"Décathlon - lancer de poids, hommes",Decatlo - arremesso do peso masculino,Phase,14,Y,0,NONE,Y,N,Shot Put,Lancer de poids,Arremesso do peso
AT,M,900,C,01,Men's Decathlon Shot Put - Group A,"Décathlon - lancer poids, hom. - gr. A",Decatlo - arremesso do peso masc - gp A,Men's Decathlon Shot Put - Group A,"Décathlon - lancer de poids, hommes - groupe A",Decatlo - arremesso do peso masculino - grupo A,EventUnit,15,Y,0,ATH,N,Y,Shot Put - Group A,Lancer de poids - groupe A,Arremesso do peso - grupo A
AT,M,900,C,02,Men's Decathlon Shot Put - Group B,"Décathlon - lancer poids, hom. - gr. B",Decatlo - arremesso do peso masc - gp B,Men's Decathlon Shot Put - Group B,"Décathlon - lancer de poids, hommes - groupe B",Decatlo - arremesso do peso masculino - grupo B,EventUnit,15,Y,0,ATH,N,Y,Shot Put - Group B,Lancer de poids - groupe B,Arremesso do peso - grupo B
AT,M,900,D,00,Men's Decathlon High Jump,"Décathlon - saut en hauteur, hommes",Decatlo - salto em altura masculino,Men's Decathlon High Jump,"Décathlon - saut en hauteur, hommes",Decatlo - salto em altura masculino,Phase,14,Y,0,NONE,Y,N,High Jump,Saut en hauteur,Salto em altura
AT,M,900,D,01,Men's Decathlon High Jump - Group A,"Décathlon - saut hauteur, hom. - gr. A",Decatlo - salto em altura masc - grupo A,Men's Decathlon High Jump - Group A,"Décathlon - saut en hauteur, hommes - groupe A",Decatlo - salto em altura masculino - grupo A,EventUnit,15,Y,0,ATH,N,Y,High Jump - Group A,Saut en hauteur - groupe A,Salto em altura - grupo A
AT,M,900,D,02,Men's Decathlon High Jump - Group B,"Décathlon - saut hauteur, hom. - gr. B",Decatlo - salto em altura masc - grupo B,Men's Decathlon High Jump - Group B,"Décathlon - saut en hauteur, hommes - groupe B",Decatlo - salto em altura masculino - grupo B,EventUnit,15,Y,0,ATH,N,Y,High Jump - Group B,Saut en hauteur - groupe B,Salto em altura - grupo B
AT,M,900,E,00,Men's Decathlon 400m,"Décathlon - 400 m, hommes",Decatlo - 400m rasos masculino,Men's Decathlon 400m,"Décathlon - 400 m, hommes",Decatlo - 400m rasos masculino,Phase,14,Y,0,NONE,Y,N,400m,400 m,400m rasos
AT,M,900,E,01,Men's Decathlon 400m - Heat 1,"Décathlon - 400 m, hommes - 1re série",Decatlo - 400m rasos masculino - série 1,Men's Decathlon 400m - Heat 1,"Décathlon - 400 m, hommes - 1re série",Decatlo - 400m rasos masculino - série 1,EventUnit,15,Y,0,ATH,N,Y,400m - Heat 1,400 m - 1re série,400m rasos - série 1
AT,M,900,E,02,Men's Decathlon 400m - Heat 2,"Décathlon - 400 m, hommes - 2e série",Decatlo - 400m rasos masculino - série 2,Men's Decathlon 400m - Heat 2,"Décathlon - 400 m, hommes - 2e série",Decatlo - 400m rasos masculino - série 2,EventUnit,15,Y,0,ATH,N,Y,400m - Heat 2,400 m - 2e série,400m rasos - série 2
AT,M,900,E,03,Men's Decathlon 400m - Heat 3,"Décathlon - 400 m, hommes - 3e série",Decatlo - 400m rasos masculino - série 3,Men's Decathlon 400m - Heat 3,"Décathlon - 400 m, hommes - 3e série",Decatlo - 400m rasos masculino - série 3,EventUnit,15,Y,0,ATH,N,Y,400m - Heat 3,400 m - 3e série,400m rasos - série 3
AT,M,900,E,04,Men's Decathlon 400m - Heat 4,"Décathlon - 400 m, hommes - 4e série",Decatlo - 400m rasos masculino - série 4,Men's Decathlon 400m - Heat 4,"Décathlon - 400 m, hommes - 4e série",Decatlo - 400m rasos masculino - série 4,EventUnit,15,Y,0,ATH,N,Y,400m - Heat 4,400 m - 4e série,400m rasos - série 4
AT,M,900,E,05,Men's Decathlon 400m - Heat 5,"Décathlon - 400 m, hommes - 5e série",Decatlo - 400m rasos masculino - série 5,Men's Decathlon 400m - Heat 5,"Décathlon - 400 m, hommes - 5e série",Decatlo - 400m rasos masculino - série 5,EventUnit,15,Y,0,ATH,N,Y,400m - Heat 5,400 m - 5e série,400m rasos - série 5
AT,M,900,E,06,Men's Decathlon 400m - Heat 6,"Décathlon - 400 m, hommes - 6e série",Decatlo - 400m rasos masculino - série 6,Men's Decathlon 400m - Heat 6,"Décathlon - 400 m, hommes - 6e série",Decatlo - 400m rasos masculino - série 6,EventUnit,15,Y,0,ATH,N,Y,400m - Heat 6,400 m - 6e série,400m rasos - série 6
AT,M,900,E,07,Men's Decathlon 400m - Heat 7,"Décathlon - 400 m, hommes - 7e série",Decatlo - 400m rasos masculino - série 7,Men's Decathlon 400m - Heat 7,"Décathlon - 400 m, hommes - 7e série",Decatlo - 400m rasos masculino - série 7,EventUnit,15,Y,0,ATH,N,Y,400m - Heat 7,400 m - 7e série,400m rasos - série 7
AT,M,900,E,08,Men's Decathlon 400m - Heat 8,"Décathlon - 400 m, hommes - 8e série",Decatlo - 400m rasos masculino - série 8,Men's Decathlon 400m - Heat 8,"Décathlon - 400 m, hommes - 8e série",Decatlo - 400m rasos masculino - série 8,EventUnit,15,Y,0,ATH,N,Y,400m - Heat 8,400 m - 8e série,400m rasos - série 8
AT,M,900,E,09,Men's Decathlon 400m - Heat 9,"Décathlon - 400 m, hommes - 9e série",Decatlo - 400m rasos masculino - série 9,Men's Decathlon 400m - Heat 9,"Décathlon - 400 m, hommes - 9e série",Decatlo - 400m rasos masculino - série 9,EventUnit,15,Y,0,ATH,N,Y,400m - Heat 9,400 m - 9e série,400m rasos - série 9
AT,M,900,E,10,Men's Decathlon 400m - Heat 10,"Décathlon - 400 m, hommes - 10e série",Decatlo - 400m rasos masculino- série 10,Men's Decathlon 400m - Heat 10,"Décathlon - 400 m, hommes - 10e série",Decatlo - 400m rasos masculino - série 10,EventUnit,15,Y,0,ATH,N,Y,400m - Heat 10,400 m - 10e série,400m rasos - série 10
AT,M,900,F,00,Men's Decathlon 110m Hurdles,"Décathlon - 110 m haies, hommes",Decatlo - 110m com barreiras masculino,Men's Decathlon 110m Hurdles,"Décathlon - 110 m haies, hommes",Decatlo - 110m com barreiras masculino,Phase,14,Y,0,NONE,Y,N,110m Hurdles,110 m haies,110m com barreiras
AT,M,900,F,01,Men's Decathlon 110m Hurdles - Heat 1,Décathlon - 110 m haies hom. - 1re série,Decatlo - 110m barreiras masc - série 1,Men's Decathlon 110m Hurdles - Heat 1,"Décathlon - 110 m haies, hommes - 1re série",Decatlo - 110m com barreiras masculino - série 1,EventUnit,15,Y,0,ATH,N,Y,110m Hurdles - Heat 1,110 m haies - 1re série,110m com barreiras - série 1
AT,M,900,F,02,Men's Decathlon 110m Hurdles - Heat 2,"Décathlon - 110 m haies, hom. - 2e série",Decatlo - 110m barreiras masc - série 2,Men's Decathlon 110m Hurdles - Heat 2,"Décathlon - 110 m haies, hommes - 2e série",Decatlo - 110m com barreiras masculino - série 2,EventUnit,15,Y,0,ATH,N,Y,110m Hurdles - Heat 2,110 m haies - 2e série,110m com barreiras - série 2
AT,M,900,F,03,Men's Decathlon 110m Hurdles - Heat 3,"Décathlon - 110 m haies, hom. - 3e série",Decatlo - 110m barreiras masc - série 3,Men's Decathlon 110m Hurdles - Heat 3,"Décathlon - 110 m haies, hommes - 3e série",Decatlo - 110m com barreiras masculino - série 3,EventUnit,15,Y,0,ATH,N,Y,110m Hurdles - Heat 3,110 m haies - 3e série,110m com barreiras - série 3
AT,M,900,F,04,Men's Decathlon 110m Hurdles - Heat 4,"Décathlon - 110 m haies, hom. - 4e série",Decatlo - 110m barreiras masc - série 4,Men's Decathlon 110m Hurdles - Heat 4,"Décathlon - 110 m haies, hommes - 4e série",Decatlo - 110m com barreiras masculino - série 4,EventUnit,15,Y,0,ATH,N,Y,110m Hurdles - Heat 4,110 m haies - 4e série,110m com barreiras - série 4
AT,M,900,F,05,Men's Decathlon 110m Hurdles - Heat 5,"Décathlon - 110 m haies, hom. - 5e série",Decatlo - 110m barreiras masc - série 5,Men's Decathlon 110m Hurdles - Heat 5,"Décathlon - 110 m haies, hommes - 5e série",Decatlo - 110m com barreiras masculino - série 5,EventUnit,15,Y,0,ATH,N,Y,110m Hurdles - Heat 5,110 m haies - 5e série,110m com barreiras - série 5
AT,M,900,F,06,Men's Decathlon 110m Hurdles - Heat 6,"Décathlon - 110 m haies, hom. - 6e série",Decatlo - 110m barreiras masc - série 6,Men's Decathlon 110m Hurdles - Heat 6,"Décathlon - 110 m haies, hommes - 6e série",Decatlo - 110m com barreiras masculino - série 6,EventUnit,15,Y,0,ATH,N,Y,110m Hurdles - Heat 6,110 m haies - 6e série,110m com barreiras - série 6
AT,M,900,F,07,Men's Decathlon 110m Hurdles - Heat 7,"Décathlon - 110 m haies, hom. - 7e série",Decatlo - 110m barreiras masc - série 7,Men's Decathlon 110m Hurdles - Heat 7,"Décathlon - 110 m haies, hommes - 7e série",Decatlo - 110m com barreiras masculino - série 7,EventUnit,15,Y,0,ATH,N,Y,110m Hurdles - Heat 7,110 m haies - 7e série,110m com barreiras - série 7
AT,M,900,F,08,Men's Decathlon 110m Hurdles - Heat 8,"Décathlon - 110 m haies, hom. - 8e série",Decatlo - 110m barreiras masc - série 8,Men's Decathlon 110m Hurdles - Heat 8,"Décathlon - 110 m haies, hommes - 8e série",Decatlo - 110m com barreiras masculino - série 8,EventUnit,15,Y,0,ATH,N,Y,110m Hurdles - Heat 8,110 m haies - 8e série,110m com barreiras - série 8
AT,M,900,F,09,Men's Decathlon 110m Hurdles - Heat 9,"Décathlon - 110 m haies, hom. - 9e série",Decatlo - 110m barreiras masc - série 9,Men's Decathlon 110m Hurdles - Heat 9,"Décathlon - 110 m haies, hommes - 9e série",Decatlo - 110m com barreiras masculino - série 9,EventUnit,15,Y,0,ATH,N,Y,110m Hurdles - Heat 9,110 m haies - 9e série,110m com barreiras - série 9
AT,M,900,F,10,Men's Decathlon 110m Hurdles - Heat 10,Décathlon - 110 m haies hom. - 10e série,Decatlo - 110m barreiras masc - série 10,Men's Decathlon 110m Hurdles - Heat 10,"Décathlon - 110 m haies, hommes - 10e série",Decatlo - 110m com barreiras masculino - série 10,EventUnit,15,Y,0,ATH,N,Y,110m Hurdles - Heat 10,110 m haies - 10e série,110m com barreiras - série 10
AT,M,900,G,00,Men's Decathlon Discus Throw,"Décathlon - lancer de disque, hommes",Decatlo - lançamento do disco masculino,Men's Decathlon Discus Throw,"Décathlon - lancer de disque, hommes",Decatlo - lançamento do disco masculino,Phase,14,Y,0,NONE,Y,N,Discus Throw,Lancer de disque,Lançamento do disco
AT,M,900,G,01,Men's Decathlon Discus Throw - Group A,"Décathlon - lancer disque, hom. - gr. A",Decatlo - lançamento do disco masc -gp A,Men's Decathlon Discus Throw - Group A,"Décathlon - lancer de disque, hommes - groupe A",Decatlo - lançamento do disco masculino - grupo A,EventUnit,15,Y,0,ATH,N,Y,Discus Throw - Group A,Lancer de disque - groupe A,Lançamento do disco - grupo A
AT,M,900,G,02,Men's Decathlon Discus Throw - Group B,"Décathlon - lancer disque, hom. - gr. B",Decatlo - lançamento do disco masc -gp B,Men's Decathlon Discus Throw - Group B,"Décathlon - lancer de disque, hommes - groupe B",Decatlo - lançamento do disco masculino - grupo B,EventUnit,15,Y,0,ATH,N,Y,Discus Throw - Group B,Lancer de disque - groupe B,Lançamento do disco - grupo B
AT,M,900,H,00,Men's Decathlon Pole Vault,"Décathlon - saut à la perche, hommes",Decatlo - salto com vara masculino,Men's Decathlon Pole Vault,"Décathlon - saut à la perche, hommes",Decatlo - salto com vara masculino,Phase,14,Y,0,NONE,Y,N,Pole Vault,Saut à la perche,Salto com vara masculino
AT,M,900,H,01,Men's Decathlon Pole Vault - Group A,"Décathlon - saut perche, hom. - gr. A",Decatlo - salto com vara masc - grupo A,Men's Decathlon Pole Vault - Group A,"Décathlon - saut à la perche, hommes - groupe A",Decatlo - salto com vara masculino - grupo A,EventUnit,15,Y,0,ATH,N,Y,Pole Vault - Group A,Saut à la perche - groupe A,Salto com vara - grupo A
