Discipline,Gender,Event,phase,Eventunit,schedule,medalflag,ENG Description,POR Description,ENG longdescription,POR longdescription,Level,Order,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,POR unit Description
SW,M,332,9,53,Y,0,Men's 100m Breaststroke-SB12 Hts S-off 3,"100m peito masc-SB12, elim, desempate 3",Men's 100m Breaststroke - SB12 Heats Swim-off 3,"100m peito masculino - SB12, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,M,332,M,00,Y,0,Men's 100m Breaststroke-SB12 VC,"100m peito masculino-SB12,cer. premiação",Men's 100m Breaststroke - SB12 Victory Ceremony,"100m peito masculino - SB12, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
SW,M,333,0,00,N,0,Men's 100m Breaststroke - SB13,100m peito masculino - SB13,Men's 100m Breaststroke - SB13,100m peito masculino - SB13,Event,13,NONE,N,N,"",""
SW,M,333,1,00,N,1,Men's 100m Breaststroke - SB13 Final,"100m peito masculino - SB13, final",Men's 100m Breaststroke - SB13 Final,"100m peito masculino - SB13, final",Phase,14,NONE,N,N,Final,Final
SW,M,333,1,01,Y,1,Men's 100m Breaststroke - SB13 Final,"100m peito masculino - SB13, final",Men's 100m Breaststroke - SB13 Final,"100m peito masculino - SB13, final",EventUnit,15,ATH,Y,Y,Final,Final
SW,M,333,9,00,Y,0,Men's 100m Breaststroke - SB13 Heats,"100m peito masculino-SB13, eliminatórias",Men's 100m Breaststroke - SB13 Heats,"100m peito masculino - SB13, eliminatórias",Phase,14,NONE,Y,N,Heats,Eliminatórias
SW,M,333,9,01,Y,0,Men's 100m Breaststroke - SB13 Heat 1,"100m peito masculino - SB13, série 1",Men's 100m Breaststroke - SB13 Heat 1,"100m peito masculino - SB13, série 1",EventUnit,15,ATH,N,Y,Heat 1,Série 1
SW,M,333,9,02,Y,0,Men's 100m Breaststroke - SB13 Heat 2,"100m peito masculino - SB13, série 2",Men's 100m Breaststroke - SB13 Heat 2,"100m peito masculino - SB13, série 2",EventUnit,15,ATH,N,Y,Heat 2,Série 2
SW,M,333,9,03,Y,0,Men's 100m Breaststroke - SB13 Heat 3,"100m peito masculino - SB13, série 3",Men's 100m Breaststroke - SB13 Heat 3,"100m peito masculino - SB13, série 3",EventUnit,15,ATH,N,Y,Heat 3,Série 3
SW,M,333,9,04,Y,0,Men's 100m Breaststroke - SB13 Heat 4,"100m peito masculino - SB13, série 4",Men's 100m Breaststroke - SB13 Heat 4,"100m peito masculino - SB13, série 4",EventUnit,15,ATH,N,Y,Heat 4,Série 4
SW,M,333,9,05,Y,0,Men's 100m Breaststroke - SB13 Heat 5,"100m peito masculino - SB13, série 5",Men's 100m Breaststroke - SB13 Heat 5,"100m peito masculino - SB13, série 5",EventUnit,15,ATH,N,Y,Heat 5,Série 5
SW,M,333,9,06,Y,0,Men's 100m Breaststroke - SB13 Heat 6,"100m peito masculino - SB13, série 6",Men's 100m Breaststroke - SB13 Heat 6,"100m peito masculino - SB13, série 6",EventUnit,15,ATH,N,Y,Heat 6,Série 6
SW,M,333,9,07,Y,0,Men's 100m Breaststroke - SB13 Heat 7,"100m peito masculino - SB13, série 7",Men's 100m Breaststroke - SB13 Heat 7,"100m peito masculino - SB13, série 7",EventUnit,15,ATH,N,Y,Heat 7,Série 7
SW,M,333,9,08,Y,0,Men's 100m Breaststroke - SB13 Heat 8,"100m peito masculino - SB13, série 8",Men's 100m Breaststroke - SB13 Heat 8,"100m peito masculino - SB13, série 8",EventUnit,15,ATH,N,Y,Heat 8,Série 8
SW,M,333,9,09,Y,0,Men's 100m Breaststroke - SB13 Heat 9,"100m peito masculino - SB13, série 9",Men's 100m Breaststroke - SB13 Heat 9,"100m peito masculino - SB13, série 9",EventUnit,15,ATH,N,Y,Heat 9,Série 9
SW,M,333,9,10,Y,0,Men's 100m Breaststroke - SB13 Heat 10,"100m peito masculino - SB13, série 10",Men's 100m Breaststroke - SB13 Heat 10,"100m peito masculino - SB13, série 10",EventUnit,15,ATH,N,Y,Heat 10,Série 10
SW,M,333,9,50,N,0,Men's 100m Breaststroke - SB13 Hts S-off,"100m peito masc - SB13, elim, desempates",Men's 100m Breaststroke - SB13 Heats Swim-off,"100m peito masculino - SB13, eliminatórias, desempates",Phase,14,NONE,N,N,Heats Swim-off,"Eliminatórias, desempates"
SW,M,333,9,51,Y,0,Men's 100m Breaststroke-SB13 Hts S-off 1,"100m peito masc-SB13, elim, desempate 1",Men's 100m Breaststroke - SB13 Heats Swim-off 1,"100m peito masculino - SB13, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,M,333,9,52,Y,0,Men's 100m Breaststroke-SB13 Hts S-off 2,"100m peito masc-SB13, elim, desempate 2",Men's 100m Breaststroke - SB13 Heats Swim-off 2,"100m peito masculino - SB13, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,M,333,9,53,Y,0,Men's 100m Breaststroke-SB13 Hts S-off 3,"100m peito masc-SB13, elim, desempate 3",Men's 100m Breaststroke - SB13 Heats Swim-off 3,"100m peito masculino - SB13, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,M,333,M,00,Y,0,Men's 100m Breaststroke-SB13 VC,"100m peito masculino-SB13,cer. premiação",Men's 100m Breaststroke - SB13 Victory Ceremony,"100m peito masculino - SB13, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
SW,M,334,0,00,N,0,Men's 100m Breaststroke - SB14,100m peito masculino - SB14,Men's 100m Breaststroke - SB14,100m peito masculino - SB14,Event,13,NONE,N,N,"",""
SW,M,334,1,00,N,1,Men's 100m Breaststroke - SB14 Final,"100m peito masculino - SB14, final",Men's 100m Breaststroke - SB14 Final,"100m peito masculino - SB14, final",Phase,14,NONE,N,N,Final,Final
SW,M,334,1,01,Y,1,Men's 100m Breaststroke - SB14 Final,"100m peito masculino - SB14, final",Men's 100m Breaststroke - SB14 Final,"100m peito masculino - SB14, final",EventUnit,15,ATH,Y,Y,Final,Final
SW,M,334,9,00,Y,0,Men's 100m Breaststroke - SB14 Heats,"100m peito masculino-SB14, eliminatórias",Men's 100m Breaststroke - SB14 Heats,"100m peito masculino - SB14, eliminatórias",Phase,14,NONE,Y,N,Heats,Eliminatórias
SW,M,334,9,01,Y,0,Men's 100m Breaststroke - SB14 Heat 1,"100m peito masculino - SB14, série 1",Men's 100m Breaststroke - SB14 Heat 1,"100m peito masculino - SB14, série 1",EventUnit,15,ATH,N,Y,Heat 1,Série 1
SW,M,334,9,02,Y,0,Men's 100m Breaststroke - SB14 Heat 2,"100m peito masculino - SB14, série 2",Men's 100m Breaststroke - SB14 Heat 2,"100m peito masculino - SB14, série 2",EventUnit,15,ATH,N,Y,Heat 2,Série 2
SW,M,334,9,03,Y,0,Men's 100m Breaststroke - SB14 Heat 3,"100m peito masculino - SB14, série 3",Men's 100m Breaststroke - SB14 Heat 3,"100m peito masculino - SB14, série 3",EventUnit,15,ATH,N,Y,Heat 3,Série 3
SW,M,334,9,04,Y,0,Men's 100m Breaststroke - SB14 Heat 4,"100m peito masculino - SB14, série 4",Men's 100m Breaststroke - SB14 Heat 4,"100m peito masculino - SB14, série 4",EventUnit,15,ATH,N,Y,Heat 4,Série 4
SW,M,334,9,05,Y,0,Men's 100m Breaststroke - SB14 Heat 5,"100m peito masculino - SB14, série 5",Men's 100m Breaststroke - SB14 Heat 5,"100m peito masculino - SB14, série 5",EventUnit,15,ATH,N,Y,Heat 5,Série 5
SW,M,334,9,06,Y,0,Men's 100m Breaststroke - SB14 Heat 6,"100m peito masculino - SB14, série 6",Men's 100m Breaststroke - SB14 Heat 6,"100m peito masculino - SB14, série 6",EventUnit,15,ATH,N,Y,Heat 6,Série 6
SW,M,334,9,07,Y,0,Men's 100m Breaststroke - SB14 Heat 7,"100m peito masculino - SB14, série 7",Men's 100m Breaststroke - SB14 Heat 7,"100m peito masculino - SB14, série 7",EventUnit,15,ATH,N,Y,Heat 7,Série 7
SW,M,334,9,08,Y,0,Men's 100m Breaststroke - SB14 Heat 8,"100m peito masculino - SB14, série 8",Men's 100m Breaststroke - SB14 Heat 8,"100m peito masculino - SB14, série 8",EventUnit,15,ATH,N,Y,Heat 8,Série 8
SW,M,334,9,09,Y,0,Men's 100m Breaststroke - SB14 Heat 9,"100m peito masculino - SB14, série 9",Men's 100m Breaststroke - SB14 Heat 9,"100m peito masculino - SB14, série 9",EventUnit,15,ATH,N,Y,Heat 9,Série 9
SW,M,334,9,10,Y,0,Men's 100m Breaststroke - SB14 Heat 10,"100m peito masculino - SB14, série 10",Men's 100m Breaststroke - SB14 Heat 10,"100m peito masculino - SB14, série 10",EventUnit,15,ATH,N,Y,Heat 10,Série 10
SW,M,334,9,50,N,0,Men's 100m Breaststroke - SB14 Hts S-off,"100m peito masc - SB14, elim, desempates",Men's 100m Breaststroke - SB14 Heats Swim-off,"100m peito masculino - SB14, eliminatórias, desempates",Phase,14,ATH,N,N,Heats Swimoff,"Eliminatórias, desempates"
SW,M,334,9,51,Y,0,Men's 100m Breaststroke-SB14 Hts S-off 1,"100m peito masc-SB14, elim, desempate 1",Men's 100m Breaststroke - SB14 Heats Swim-off 1,"100m peito masculino - SB14, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Heats Swimoff 1,"Eliminatórias, desempate 1"
SW,M,334,9,52,Y,0,Men's 100m Breaststroke-SB14 Hts S-off 2,"100m peito masc-SB14, elim, desempate 2",Men's 100m Breaststroke - SB14 Heats Swim-off 2,"100m peito masculino - SB14, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Heats Swimoff 2,"Eliminatórias, desempate 2"
SW,M,334,9,53,Y,0,Men's 100m Breaststroke-SB14 Hts S-off 3,"100m peito masc-SB14, elim, desempate 3",Men's 100m Breaststroke - SB14 Heats Swim-off 3,"100m peito masculino - SB14, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Heats Swimoff 3,"Eliminatórias, desempate 3"
SW,M,334,M,00,Y,0,Men's 100m Breaststroke-SB14 VC,"100m peito masculino-SB14,cer. premiação",Men's 100m Breaststroke - SB14 Victory Ceremony,"100m peito masculino - SB14, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
SW,M,401,0,00,N,0,Men's 50m Backstroke - S1,50m costas masculino - S1,Men's 50m Backstroke - S1,50m costas masculino - S1,Event,13,NONE,N,N,"",""
SW,M,401,1,00,N,1,Men's 50m Backstroke - S1 Final,"50m costas masculino - S1, final",Men's 50m Backstroke - S1 Final,"50m costas masculino - S1, final",Phase,14,NONE,N,N,Final,Final
SW,M,401,1,01,Y,1,Men's 50m Backstroke - S1 Final,"50m costas masculino - S1, final",Men's 50m Backstroke - S1 Final,"50m costas masculino - S1, final",EventUnit,15,ATH,Y,Y,Final,Final
SW,M,401,9,00,Y,0,Men's 50m Backstroke - S1 Heats,"50m costas masculino - S1, eliminatórias",Men's 50m Backstroke - S1 Heats,"50m costas masculino - S1, eliminatórias",Phase,14,NONE,Y,N,Heats,Eliminatórias
SW,M,401,9,01,Y,0,Men's 50m Backstroke - S1 Heat 1,"50m costas masculino - S1, série 1",Men's 50m Backstroke - S1 Heat 1,"50m costas masculino - S1, série 1",EventUnit,15,ATH,N,Y,Heat 1,Série 1
SW,M,401,9,02,Y,0,Men's 50m Backstroke - S1 Heat 2,"50m costas masculino - S1, série 2",Men's 50m Backstroke - S1 Heat 2,"50m costas masculino - S1, série 2",EventUnit,15,ATH,N,Y,Heat 2,Série 2
SW,M,401,9,03,Y,0,Men's 50m Backstroke - S1 Heat 3,"50m costas masculino - S1, série 3",Men's 50m Backstroke - S1 Heat 3,"50m costas masculino - S1, série 3",EventUnit,15,ATH,N,Y,Heat 3,Série 3
SW,M,401,9,04,Y,0,Men's 50m Backstroke - S1 Heat 4,"50m costas masculino - S1, série 4",Men's 50m Backstroke - S1 Heat 4,"50m costas masculino - S1, série 4",EventUnit,15,ATH,N,Y,Heat 4,Série 4
SW,M,401,9,05,Y,0,Men's 50m Backstroke - S1 Heat 5,"50m costas masculino - S1, série 5",Men's 50m Backstroke - S1 Heat 5,"50m costas masculino - S1, série 5",EventUnit,15,ATH,N,Y,Heat 5,Série 5
SW,M,401,9,06,Y,0,Men's 50m Backstroke - S1 Heat 6,"50m costas masculino - S1, série 6",Men's 50m Backstroke - S1 Heat 6,"50m costas masculino - S1, série 6",EventUnit,15,ATH,N,Y,Heat 6,Série 6
SW,M,401,9,07,Y,0,Men's 50m Backstroke - S1 Heat 7,"50m costas masculino - S1, série 7",Men's 50m Backstroke - S1 Heat 7,"50m costas masculino - S1, série 7",EventUnit,15,ATH,N,Y,Heat 7,Série 7
SW,M,401,9,08,Y,0,Men's 50m Backstroke - S1 Heat 8,"50m costas masculino - S1, série 8",Men's 50m Backstroke - S1 Heat 8,"50m costas masculino - S1, série 8",EventUnit,15,ATH,N,Y,Heat 8,Série 8
SW,M,401,9,09,Y,0,Men's 50m Backstroke - S1 Heat 9,"50m costas masculino - S1, série 9",Men's 50m Backstroke - S1 Heat 9,"50m costas masculino - S1, série 9",EventUnit,15,ATH,N,Y,Heat 9,Série 9
SW,M,401,9,10,Y,0,Men's 50m Backstroke - S1 Heat 10,"50m costas masculino - S1, série 10",Men's 50m Backstroke - S1 Heat 10,"50m costas masculino - S1, série 10",EventUnit,15,ATH,N,Y,Heat 10,Série 10
SW,M,401,9,50,N,0,Men's 50m Backstroke - S1 Hts S-off,"50m costas masc - S1, elim, desempates",Men's 50m Backstroke - S1 Heats Swim-off,"50m costas masculino - S1, eliminatórias, desempates",Phase,14,NONE,N,N,Heats Swim-off,"Eliminatórias, desempates"
SW,M,401,9,51,Y,0,Men's 50m Backstroke - S1 Hts S-off 1,"50m costas masc - S1, elim, desempate 1",Men's 50m Backstroke - S1 Heats Swim-off 1,"50m costas masculino - S1, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,M,401,9,52,Y,0,Men's 50m Backstroke - S1 Hts S-off 2,"50m costas masc - S1, elim, desempate 2",Men's 50m Backstroke - S1 Heats Swim-off 2,"50m costas masculino - S1, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,M,401,9,53,Y,0,Men's 50m Backstroke - S1 Hts S-off 3,"50m costas masc - S1, elim, desempate 3",Men's 50m Backstroke - S1 Heats Swim-off 3,"50m costas masculino - S1, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,M,401,M,00,Y,0,Men's 50m Backstroke - S1 VC,"50m costas masculino-S1, cer. premiação",Men's 50m Backstroke - S1 Victory Ceremony,"50m costas masculino - S1, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
SW,M,402,0,00,N,0,Men's 50m Backstroke - S2,50m costas masculino - S2,Men's 50m Backstroke - S2,50m costas masculino - S2,Event,13,NONE,N,N,"",""
SW,M,402,1,00,N,1,Men's 50m Backstroke - S2 Final,"50m costas masculino - S2, final",Men's 50m Backstroke - S2 Final,"50m costas masculino - S2, final",Phase,14,NONE,N,N,Final,Final
SW,M,402,1,01,Y,1,Men's 50m Backstroke - S2 Final,"50m costas masculino - S2, final",Men's 50m Backstroke - S2 Final,"50m costas masculino - S2, final",EventUnit,15,ATH,Y,Y,Final,Final
SW,M,402,9,00,Y,0,Men's 50m Backstroke - S2 Heats,"50m costas masculino - S2, eliminatórias",Men's 50m Backstroke - S2 Heats,"50m costas masculino - S2, eliminatórias",Phase,14,NONE,Y,N,Heats,Eliminatórias
SW,M,402,9,01,Y,0,Men's 50m Backstroke - S2 Heat 1,"50m costas masculino - S2, série 1",Men's 50m Backstroke - S2 Heat 1,"50m costas masculino - S2, série 1",EventUnit,15,ATH,N,Y,Heat 1,Série 1
SW,M,402,9,02,Y,0,Men's 50m Backstroke - S2 Heat 2,"50m costas masculino - S2, série 2",Men's 50m Backstroke - S2 Heat 2,"50m costas masculino - S2, série 2",EventUnit,15,ATH,N,Y,Heat 2,Série 2
SW,M,402,9,03,Y,0,Men's 50m Backstroke - S2 Heat 3,"50m costas masculino - S2, série 3",Men's 50m Backstroke - S2 Heat 3,"50m costas masculino - S2, série 3",EventUnit,15,ATH,N,Y,Heat 3,Série 3
SW,M,402,9,04,Y,0,Men's 50m Backstroke - S2 Heat 4,"50m costas masculino - S2, série 4",Men's 50m Backstroke - S2 Heat 4,"50m costas masculino - S2, série 4",EventUnit,15,ATH,N,Y,Heat 4,Série 4
SW,M,402,9,05,Y,0,Men's 50m Backstroke - S2 Heat 5,"50m costas masculino - S2, série 5",Men's 50m Backstroke - S2 Heat 5,"50m costas masculino - S2, série 5",EventUnit,15,ATH,N,Y,Heat 5,Série 5
SW,M,402,9,06,Y,0,Men's 50m Backstroke - S2 Heat 6,"50m costas masculino - S2, série 6",Men's 50m Backstroke - S2 Heat 6,"50m costas masculino - S2, série 6",EventUnit,15,ATH,N,Y,Heat 6,Série 6
SW,M,402,9,07,Y,0,Men's 50m Backstroke - S2 Heat 7,"50m costas masculino - S2, série 7",Men's 50m Backstroke - S2 Heat 7,"50m costas masculino - S2, série 7",EventUnit,15,ATH,N,Y,Heat 7,Série 7
SW,M,402,9,08,Y,0,Men's 50m Backstroke - S2 Heat 8,"50m costas masculino - S2, série 8",Men's 50m Backstroke - S2 Heat 8,"50m costas masculino - S2, série 8",EventUnit,15,ATH,N,Y,Heat 8,Série 8
SW,M,402,9,09,Y,0,Men's 50m Backstroke - S2 Heat 9,"50m costas masculino - S2, série 9",Men's 50m Backstroke - S2 Heat 9,"50m costas masculino - S2, série 9",EventUnit,15,ATH,N,Y,Heat 9,Série 9
SW,M,402,9,10,Y,0,Men's 50m Backstroke - S2 Heat 10,"50m costas masculino - S2, série 10",Men's 50m Backstroke - S2 Heat 10,"50m costas masculino - S2, série 10",EventUnit,15,ATH,N,Y,Heat 10,Série 10
SW,M,402,9,50,N,0,Men's 50m Backstroke - S2 Hts S-off,"50m costas masc - S2, elim, desempates",Men's 50m Backstroke - S2 Heats Swim-off,"50m costas masculino - S2, eliminatórias, desempates",Phase,14,NONE,N,N,Heats Swim-off,"Eliminatórias, desempates"
SW,M,402,9,51,Y,0,Men's 50m Backstroke - S2 Hts S-off 1,"50m costas masc - S2, elim, desempate 1",Men's 50m Backstroke - S2 Heats Swim-off 1,"50m costas masculino - S2, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,M,402,9,52,Y,0,Men's 50m Backstroke - S2 Hts S-off 2,"50m costas masc - S2, elim, desempate 2",Men's 50m Backstroke - S2 Heats Swim-off 2,"50m costas masculino - S2, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,M,402,9,53,Y,0,Men's 50m Backstroke - S2 Hts S-off 3,"50m costas masc - S2, elim, desempate 3",Men's 50m Backstroke - S2 Heats Swim-off 3,"50m costas masculino - S2, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,M,402,M,00,Y,0,Men's 50m Backstroke - S2 VC,"50m costas masculino-S2, cer. premiação",Men's 50m Backstroke - S2 Victory Ceremony,"50m costas masculino - S2, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
SW,M,403,0,00,N,0,Men's 50m Backstroke - S3,50m costas masculino - S3,Men's 50m Backstroke - S3,50m costas masculino - S3,Event,13,NONE,N,N,"",""
SW,M,403,1,00,N,1,Men's 50m Backstroke - S3 Final,"50m costas masculino - S3, final",Men's 50m Backstroke - S3 Final,"50m costas masculino - S3, final",Phase,14,NONE,N,N,Final,Final
SW,M,403,1,01,Y,1,Men's 50m Backstroke - S3 Final,"50m costas masculino - S3, final",Men's 50m Backstroke - S3 Final,"50m costas masculino - S3, final",EventUnit,15,ATH,Y,Y,Final,Final
SW,M,403,9,00,Y,0,Men's 50m Backstroke - S3 Heats,"50m costas masculino - S3, eliminatórias",Men's 50m Backstroke - S3 Heats,"50m costas masculino - S3, eliminatórias",Phase,14,NONE,Y,N,Heats,Eliminatórias
SW,M,403,9,01,Y,0,Men's 50m Backstroke - S3 Heat 1,"50m costas masculino - S3, série 1",Men's 50m Backstroke - S3 Heat 1,"50m costas masculino - S3, série 1",EventUnit,15,ATH,N,Y,Heat 1,Série 1
SW,M,403,9,02,Y,0,Men's 50m Backstroke - S3 Heat 2,"50m costas masculino - S3, série 2",Men's 50m Backstroke - S3 Heat 2,"50m costas masculino - S3, série 2",EventUnit,15,ATH,N,Y,Heat 2,Série 2
SW,M,403,9,03,Y,0,Men's 50m Backstroke - S3 Heat 3,"50m costas masculino - S3, série 3",Men's 50m Backstroke - S3 Heat 3,"50m costas masculino - S3, série 3",EventUnit,15,ATH,N,Y,Heat 3,Série 3
SW,M,403,9,04,Y,0,Men's 50m Backstroke - S3 Heat 4,"50m costas masculino - S3, série 4",Men's 50m Backstroke - S3 Heat 4,"50m costas masculino - S3, série 4",EventUnit,15,ATH,N,Y,Heat 4,Série 4
SW,M,403,9,05,Y,0,Men's 50m Backstroke - S3 Heat 5,"50m costas masculino - S3, série 5",Men's 50m Backstroke - S3 Heat 5,"50m costas masculino - S3, série 5",EventUnit,15,ATH,N,Y,Heat 5,Série 5
SW,M,403,9,06,Y,0,Men's 50m Backstroke - S3 Heat 6,"50m costas masculino - S3, série 6",Men's 50m Backstroke - S3 Heat 6,"50m costas masculino - S3, série 6",EventUnit,15,ATH,N,Y,Heat 6,Série 6
SW,M,403,9,07,Y,0,Men's 50m Backstroke - S3 Heat 7,"50m costas masculino - S3, série 7",Men's 50m Backstroke - S3 Heat 7,"50m costas masculino - S3, série 7",EventUnit,15,ATH,N,Y,Heat 7,Série 7
SW,M,403,9,08,Y,0,Men's 50m Backstroke - S3 Heat 8,"50m costas masculino - S3, série 8",Men's 50m Backstroke - S3 Heat 8,"50m costas masculino - S3, série 8",EventUnit,15,ATH,N,Y,Heat 8,Série 8
SW,M,403,9,09,Y,0,Men's 50m Backstroke - S3 Heat 9,"50m costas masculino - S3, série 9",Men's 50m Backstroke - S3 Heat 9,"50m costas masculino - S3, série 9",EventUnit,15,ATH,N,Y,Heat 9,Série 9
SW,M,403,9,10,Y,0,Men's 50m Backstroke - S3 Heat 10,"50m costas masculino - S3, série 10",Men's 50m Backstroke - S3 Heat 10,"50m costas masculino - S3, série 10",EventUnit,15,ATH,N,Y,Heat 10,Série 10
SW,M,403,9,50,N,0,Men's 50m Backstroke - S3 Hts S-off,"50m costas masc - S3, elim, desempates",Men's 50m Backstroke - S3 Heats Swim-off,"50m costas masculino - S3, eliminatórias, desempates",Phase,14,NONE,N,N,Heats Swim-off,"Eliminatórias, desempates"
SW,M,403,9,51,Y,0,Men's 50m Backstroke - S3 Hts S-off 1,"50m costas masc - S3, elim, desempate 1",Men's 50m Backstroke - S3 Heats Swim-off 1,"50m costas masculino - S3, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,M,403,9,52,Y,0,Men's 50m Backstroke - S3 Hts S-off 2,"50m costas masc - S3, elim, desempate 2",Men's 50m Backstroke - S3 Heats Swim-off 2,"50m costas masculino - S3, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,M,403,9,53,Y,0,Men's 50m Backstroke - S3 Hts S-off 3,"50m costas masc - S3, elim, desempate 3",Men's 50m Backstroke - S3 Heats Swim-off 3,"50m costas masculino - S3, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,M,403,M,00,Y,0,Men's 50m Backstroke - S3 VC,"50m costas masculino-S3, cer. premiação",Men's 50m Backstroke - S3 Victory Ceremony,"50m costas masculino - S3, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
SW,M,404,0,00,N,0,Men's 50m Backstroke - S4,50m costas masculino - S4,Men's 50m Backstroke - S4,50m costas masculino - S4,Event,13,NONE,N,N,"",""
