Id,Related Event,order,ENG Description,POR Description
SWW332000,,244,Women's 100m Breaststroke - SB12,100m peito feminino - SB12
SWW333000,SWW333,245,Women's 100m Breaststroke - SB13,100m peito feminino - SB13
SWW334000,SWW334,246,Women's 100m Breaststroke - SB14,100m peito feminino - SB14
SWW401000,,195,Women's 50m Backstroke - S1,50m costas feminino - S1
SWW402000,SWW402,196,Women's 50m Backstroke - S2,50m costas feminino - S2
SWW403000,SWW403,197,Women's 50m Backstroke - S3,50m costas feminino - S3
SWW404000,SWW404,198,Women's 50m Backstroke - S4,50m costas feminino - S4
SWW405000,SWW405,199,Women's 50m Backstroke - S5,50m costas feminino - S5
SWW406000,,200,Women's 50m Backstroke - S6,50m costas feminino - S6
SWW407000,,201,Women's 50m Backstroke - S7,50m costas feminino - S7
SWW408000,,202,Women's 50m Backstroke - S8,50m costas feminino - S8
SWW409000,,203,Women's 50m Backstroke - S9,50m costas feminino - S9
SWW410000,,204,Women's 50m Backstroke - S10,50m costas feminino - S10
SWW411000,,205,Women's 50m Backstroke - S11,50m costas feminino - S11
SWW412000,,206,Women's 50m Backstroke - S12,50m costas feminino - S12
SWW413000,,207,Women's 50m Backstroke - S13,50m costas feminino - S13
SWW421000,,208,Women's 100m Backstroke - S1,100m costas feminino - S1
SWW422000,SWW422,209,Women's 100m Backstroke - S2,100m costas feminino - S2
SWW423000,,210,Women's 100m Backstroke - S3,100m costas feminino - S3
SWW424000,,211,Women's 100m Backstroke - S4,100m costas feminino - S4
SWW425000,,212,Women's 100m Backstroke - S5,100m costas feminino - S5
SWW426000,SWW426,213,Women's 100m Backstroke - S6,100m costas feminino - S6
SWW427000,SWW427,214,Women's 100m Backstroke - S7,100m costas feminino - S7
SWW428000,SWW428,215,Women's 100m Backstroke - S8,100m costas feminino - S8
SWW429000,SWW429,216,Women's 100m Backstroke - S9,100m costas feminino - S9
SWW430000,SWW430,217,Women's 100m Backstroke - S10,100m costas feminino - S10
SWW431000,SWW431,218,Women's 100m Backstroke - S11,100m costas feminino - S11
SWW432000,SWW432,219,Women's 100m Backstroke - S12,100m costas feminino - S12
SWW433000,SWW433,220,Women's 100m Backstroke - S13,100m costas feminino - S13
SWW434000,SWW434,221,Women's 100m Backstroke - S14,100m costas feminino - S14
SWW541000,,270,Women's 150m Individual Medley - SM1,150m medley feminino - SM1
SWW542000,,271,Women's 150m Individual Medley - SM2,150m medley feminino - SM2
SWW543000,,272,Women's 150m Individual Medley - SM3,150m medley feminino - SM3
SWW544000,SWW544,273,Women's 150m Individual Medley - SM4,150m medley feminino - SM4
SWW563000,,274,Women's 200m Individual Medley - SM3,200m medley feminino - SM3
SWW564000,,275,Women's 200m Individual Medley - SM4,200m medley feminino - SM4
SWW565000,SWW565,276,Women's 200m Individual Medley - SM5,200m medley feminino - SM5
SWW566000,SWW566,277,Women's 200m Individual Medley - SM6,200m medley feminino - SM6
SWW567000,SWW567,278,Women's 200m Individual Medley - SM7,200m medley feminino - SM7
SWW568000,SWW568,279,Women's 200m Individual Medley - SM8,200m medley feminino - SM8
SWW569000,SWW569,280,Women's 200m Individual Medley - SM9,200m medley feminino - SM9
SWW570000,SWW570,281,Women's 200m Individual Medley - SM10,200m medley feminino - SM10
SWW571000,SWW571,282,Women's 200m Individual Medley - SM11,200m medley feminino - SM11
SWW572000,,283,Women's 200m Individual Medley - SM12,200m medley feminino - SM12
SWW573000,SWW573,284,Women's 200m Individual Medley - SM13,200m medley feminino - SM13
SWW574000,SWW574,285,Women's 200m Individual Medley - SM14,200m medley feminino - SM14
SWW712000,SWW712,286,Women's 4x100m Freestyle Relay - 34 Pts,Revezamento 4x100m livre fem - 34 pontos
SWW752000,SWW752,287,Women's 4x100m Medley Relay - 34 Points,Revezamento 4x100m medley fem- 34 pontos
SWX611000,SWX611,288,Mixed 4x50m Freestyle Relay - 20 Points,Revezamento 4x50m livre misto-20 pontos
