Discipline,Gender,Event,phase,Eventunit,ENG Description,KOR Description,ENG longdescription,KOR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,KOR unit Description,Old unit
ALP,W,AC------12050-----,TRNO,--------,"Women's SC Downhill Training, Sitting","여자 슈퍼복합 활강 연습, 좌식","Women's Super Combined Downhill Training, Sitting","여자 슈퍼복합 활강 연습, 좌식",Training,,N,0,NONE,N,N,Downhill Training,활강 연습,ASW260O00
ALP,W,AC------12050-----,TRNO,000100--,"Women's SC Downhill 1st Trng, Sitting","여자 슈퍼복합 활강 1차 공식연습, 좌식","Women's Super Combined Downhill 1st Training Run, Sitting","여자 슈퍼복합 활강 1차 공식연습, 좌식",Training,,Y,0,ATH,Y,Y,Downhill 1st Trng Run,활강 1차 연습,ASW260O01
ALP,W,AC------12050-----,TRNO,000200--,"Women's SC Downhill 2nd Trng, Sitting","여자 슈퍼복합 활강 2차 공식연습, 좌식","Women's Super Combined Downhill 2nd Training Run, Sitting","여자 슈퍼복합 활강 2차 공식연습, 좌식",Training,,Y,0,ATH,Y,Y,Downhill 2nd Trng Run,활강 2차 연습,ASW260O02
ALP,W,AC------12050-----,TRNO,000300--,"Women's SC Downhill 3rd Trng, Sitting","여자 슈퍼복합 활강 3차 공식연습, 좌식","Women's Super Combined Downhill 3rd Training Run, Sitting","여자 슈퍼복합 활강 3차 공식연습, 좌식",Training,,Y,0,ATH,Y,Y,Downhill 3rd Trng Run,활강 3차 연습,ASW260O03
ALP,W,AC------12050-----,VICT,FLOWER--,"Women's SC, Sitting, Venue Ceremony","여자 슈퍼복합, 좌식, 시상식","Women's Super Combined, Sitting, Venue Ceremony","여자 슈퍼복합, 좌식, 시상식",Medal,,Y,0,NONE,N,Y,Venue Ceremony,시상식,ASW260M02
ALP,W,AC------12050-----,VICT,MEDAL---,"Women's SC, Sitting, Victory Ceremony","여자 슈퍼복합, 좌식, 메달 시상식","Women's Super Combined, Sitting, Victory Ceremony","여자 슈퍼복합, 좌식, 메달 시상식",Medal,,Y,0,NONE,N,Y,Victory Ceremony,메달 시상식,ASW260M01
ALP,W,DH----------------,----,--------,Women's Downhill,여자 활강,Women's Downhill,여자 활강,Event,,N,0,NONE,N,N,,,ASW010000
ALP,W,DH----------------,TRNO,--------,"Women's Downhill, Training Run","여자 활강, 공식연습","Women's Downhill, Training Run","여자 활강, 공식연습",Training,,N,0,NONE,N,N,Training Run,공식연습,
ALP,W,DH----------------,TRNO,000100--,"Women's Downhill, 1st Training Run","여자 활강, 1차 공식연습","Women's Downhill, 1st Training Run","여자 활강, 1차 공식연습",Training,,N,0,NONE,N,N,1st Training Run,1차 공식연습,ASW010O01
ALP,W,DH----------------,TRNO,000200--,"Women's Downhill, 2nd Training Run","여자 활강, 2차 공식연습","Women's Downhill, 2nd Training Run","여자 활강, 2차 공식연습",Training,,N,0,NONE,N,N,2nd Training Run,2차 공식연습,ASW010O02
ALP,W,DH----------------,TRNO,000300--,"Women's Downhill, 3rd Training Run","여자 활강, 3차 공식연습","Women's Downhill, 3rd Training Run","여자 활강, 3차 공식연습",Training,,N,0,NONE,N,N,3rd Training Run,3차 공식연습,ASW010O03
ALP,W,DH------03030-----,----,--------,Women's Downhill - Visually Impaired,여자 활강 - 시각 장애,Women's Downhill - Visually Impaired,여자 활강 - 시각 장애,Event,,N,0,NONE,N,N,,,ASW310000
ALP,W,DH------03030-----,DRAW,--------,"Women's Downhill, Vis Imp, Draw","여자 활강, 시각 장애, 추첨","Women's Downhill, Vis Imp, Draw","여자 활강, 시각 장애, 추첨",Draw,,N,0,NONE,N,N,Draw,추첨,
ALP,W,DH------03030-----,DRAW,000100--,"Women's Downhill, Vis Imp, Draw","여자 활강, 시각 장애, 추첨","Women's Downhill, Vis Imp, Draw","여자 활강, 시각 장애, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW310E01
ALP,W,DH------03030-----,DRAW,000200--,"Women's Downhill, Vis Imp, Draw","여자 활강, 시각 장애, 추첨","Women's Downhill, Vis Imp, Draw","여자 활강, 시각 장애, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW310E02
ALP,W,DH------03030-----,DRAW,000300--,"Women's Downhill, Vis Imp, Draw","여자 활강, 시각 장애, 추첨","Women's Downhill, Vis Imp, Draw","여자 활강, 시각 장애, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW310E03
ALP,W,DH------03030-----,DRAW,000400--,"Women's Downhill, Vis Imp, Draw","여자 활강, 시각 장애, 추첨","Women's Downhill, Vis Imp, Draw","여자 활강, 시각 장애, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW310E04
ALP,W,DH------03030-----,FNL-,--------,Women's Downhill - Visually Impaired,여자 활강 - 시각 장애,Women's Downhill - Visually Impaired,여자 활강 - 시각 장애,Phase,,N,0,NONE,N,N,,,
ALP,W,DH------03030-----,FNL-,000100--,Women's Downhill - Visually Impaired,여자 활강 - 시각 장애,Women's Downhill - Visually Impaired,여자 활강 - 시각 장애,Unit,,Y,1,ATH,Y,Y,,,ASW310101
ALP,W,DH------03030-----,FNL-,000101--,Women's Downhill Run 1 - Vis Imp,여자 활강 1회전 - 시각 장애,Women's Downhill Run 1 - Visually Impaired,여자 활강 1회전 - 시각 장애,Unit,,Y,0,ATH,Y,Y,Run 1,1회전,ASW310111
ALP,W,DH------03030-----,FNL-,000102--,Women's Downhill Run 2 - Vis Imp,여자 활강 2회전 - 시각 장애,Women's Downhill Run 2 - Visually Impaired,여자 활강 2회전 - 시각 장애,Unit,,Y,1,ATH,Y,Y,Run 2,2회전,ASW310112
ALP,W,DH------03030-----,TRNO,--------,Women's Downhill Trng Run - Vis Imp,여자 활강 공식연습 - 시각 장애,Women's Downhill Training Run - Visually Impaired,여자 활강 공식연습 - 시각 장애,Training,,N,0,NONE,N,N,Training Run,공식연습,
ALP,W,DH------03030-----,TRNO,000100--,Women's Downhill 1st Trng Run - Vis Imp,여자 활강 1차 공식연습 - 시각 장애,Women's Downhill 1st Training Run - Visually Impaired,여자 활강 1차 공식연습 - 시각 장애,Training,,Y,0,ATH,Y,Y,1st Training Run,1차 공식연습,ASW310O01
ALP,W,DH------03030-----,TRNO,000200--,Women's Downhill 2nd Trng Run - Vis Imp,여자 활강 2차 공식연습 - 시각 장애,Women's Downhill 2nd Training Run - Visually Impaired,여자 활강 2차 공식연습 - 시각 장애,Training,,Y,0,ATH,Y,Y,2nd Training Run,2차 공식연습,ASW310O02
ALP,W,DH------03030-----,TRNO,000300--,Women's Downhill 3rd Trng Run - Vis Imp,여자 활강 3차 공식연습 - 시각 장애,Women's Downhill 3rd Training Run - Visually Impaired,여자 활강 3차 공식연습 - 시각 장애,Training,,Y,0,ATH,Y,Y,3rd Training Run,3차 공식연습,ASW310O03
ALP,W,DH------03030-----,VICT,FLOWER--,"Women's Downhill, Vis Imp, Venue Cer.","여자 활강, 시각 장애, 시상식","Women's Downhill, Visually Impaired, Venue Ceremony","여자 활강, 시각 장애, 시상식",Medal,,Y,0,NONE,N,Y,Venue Ceremony,시상식,ASW310M02
ALP,W,DH------03030-----,VICT,MEDAL---,"Women's Downhill, Vis Imp, Vict. Cer.","여자 활강, 시각 장애, 메달 시상식","Women's Downhill, Visually Impaired, Victory Ceremony","여자 활강, 시각 장애, 메달 시상식",Medal,,Y,0,NONE,N,Y,Victory Ceremony,메달 시상식,ASW310M01
ALP,W,DH------09110-----,----,--------,Women's Downhill - Standing ,여자 활강 - 입식 ,Women's Downhill - Standing ,여자 활강 - 입식 ,Event,,N,0,ATH,N,N,,,ASW110000
ALP,W,DH------09110-----,DRAW,--------,"Women's Downhill, Standing, Draw","여자 활강, 입식, 추첨","Women's Downhill, Standing, Draw","여자 활강, 입식, 추첨",Draw,,N,0,NONE,N,N,Draw,추첨,
ALP,W,DH------09110-----,DRAW,000100--,"Women's Downhill, Standing, Draw","여자 활강, 입식, 추첨","Women's Downhill, Standing, Draw","여자 활강, 입식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW110E01
ALP,W,DH------09110-----,DRAW,000200--,"Women's Downhill, Standing, Draw","여자 활강, 입식, 추첨","Women's Downhill, Standing, Draw","여자 활강, 입식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW110E02
ALP,W,DH------09110-----,DRAW,000300--,"Women's Downhill, Standing, Draw","여자 활강, 입식, 추첨","Women's Downhill, Standing, Draw","여자 활강, 입식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW110E03
ALP,W,DH------09110-----,DRAW,000400--,"Women's Downhill, Standing, Draw","여자 활강, 입식, 추첨","Women's Downhill, Standing, Draw","여자 활강, 입식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW110E04
ALP,W,DH------09110-----,FNL-,--------,Women's Downhill - Standing ,여자 활강 - 입식 ,Women's Downhill - Standing ,여자 활강 - 입식 ,Phase,,N,0,NONE,N,N,,,
ALP,W,DH------09110-----,FNL-,000100--,Women's Downhill - Standing ,여자 활강 - 입식 ,Women's Downhill - Standing ,여자 활강 - 입식 ,Unit,,Y,1,ATH,Y,Y,,,ASW110101
ALP,W,DH------09110-----,FNL-,000101--,Women's Downhill Run 1 - Standing,여자 활강 1회전 - 입식,Women's Downhill Run 1 - Standing,여자 활강 1회전 - 입식,Unit,,Y,0,ATH,Y,Y,Run 1,1회전,ASW110111
ALP,W,DH------09110-----,FNL-,000102--,Women's Downhill Run 2 - Standing,여자 활강 2회전 - 입식,Women's Downhill Run 2 - Standing,여자 활강 2회전 - 입식,Unit,,Y,1,ATH,Y,Y,Run 2,2회전,ASW110112
ALP,W,DH------09110-----,TRNO,--------,Women's Downhill Trng Run - Standing,여자 활강 공식연습 - 입식,Women's Downhill Training Run - Standing,여자 활강 공식연습 - 입식,Training,,N,0,NONE,N,N,Training Run,공식연습,
ALP,W,DH------09110-----,TRNO,000100--,Women's Downhill 1st Trng Run - Standing,여자 활강 1차 공식연습 - 입식,Women's Downhill 1st Training Run - Standing,여자 활강 1차 공식연습 - 입식,Training,,Y,0,ATH,Y,Y,1st Training Run,1차 공식연습,ASW110O01
ALP,W,DH------09110-----,TRNO,000200--,Women's Downhill 2nd Trng Run - Standing,여자 활강 2차 공식연습 - 입식,Women's Downhill 2nd Training Run - Standing,여자 활강 2차 공식연습 - 입식,Training,,Y,0,ATH,Y,Y,2nd Training Run,2차 공식연습,ASW110O02
ALP,W,DH------09110-----,TRNO,000300--,Women's Downhill 3rd Trng Run - Standing,여자 활강 3차 공식연습 - 입식,Women's Downhill 3rd Training Run - Standing,여자 활강 3차 공식연습 - 입식,Training,,Y,0,ATH,Y,Y,3rd Training Run,3차 공식연습,ASW110O03
ALP,W,DH------09110-----,VICT,FLOWER--,"Women's Downhill, Standing, Venue Cer.","여자 활강, 입식, 시상식","Women's Downhill, Standing, Venue Ceremony","여자 활강, 입식, 시상식",Medal,,Y,0,NONE,N,Y,Venue Ceremony,시상식,ASW110M02
ALP,W,DH------09110-----,VICT,MEDAL---,"Women's Downhill, Stand, Vict. Ceremony","여자 활강, 입식, 메달 시상식","Women's Downhill, Standing, Victory Ceremony","여자 활강, 입식, 메달 시상식",Medal,,Y,0,NONE,N,Y,Victory Ceremony,메달 시상식,ASW110M01
ALP,W,DH------12050-----,----,--------,Women's Downhill - Sitting,여자 활강 - 좌식,Women's Downhill - Sitting,여자 활강 - 좌식,Event,,N,0,NONE,N,N,,,ASW210000
ALP,W,DH------12050-----,DRAW,--------,"Women's Downhill, Sitting, Draw","여자 활강, 좌식, 추첨","Women's Downhill, Sitting, Draw","여자 활강, 좌식, 추첨",Draw,,N,0,NONE,N,N,Draw,추첨,
ALP,W,DH------12050-----,DRAW,000100--,"Women's Downhill, Sitting, Draw","여자 활강, 좌식, 추첨","Women's Downhill, Sitting, Draw","여자 활강, 좌식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW210E01
ALP,W,DH------12050-----,DRAW,000200--,"Women's Downhill, Sitting, Draw","여자 활강, 좌식, 추첨","Women's Downhill, Sitting, Draw","여자 활강, 좌식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW210E02
ALP,W,DH------12050-----,DRAW,000300--,"Women's Downhill, Sitting, Draw","여자 활강, 좌식, 추첨","Women's Downhill, Sitting, Draw","여자 활강, 좌식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW210E03
ALP,W,DH------12050-----,DRAW,000400--,"Women's Downhill, Sitting, Draw","여자 활강, 좌식, 추첨","Women's Downhill, Sitting, Draw","여자 활강, 좌식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW210E04
ALP,W,DH------12050-----,FNL-,--------,Women's Downhill - Sitting,여자 활강 - 좌식,Women's Downhill - Sitting,여자 활강 - 좌식,Phase,,N,0,NONE,N,N,,,
ALP,W,DH------12050-----,FNL-,000100--,Women's Downhill - Sitting,여자 활강 - 좌식,Women's Downhill - Sitting,여자 활강 - 좌식,Unit,,Y,1,ATH,Y,Y,,,ASW210101
ALP,W,DH------12050-----,FNL-,000101--,Women's Downhill Run 1 - Sitting,여자 활강 1회전 - 좌식,Women's Downhill Run 1 - Sitting,여자 활강 1회전 - 좌식,Unit,,Y,0,ATH,Y,Y,Run 1,1회전,ASW210111
ALP,W,DH------12050-----,FNL-,000102--,Women's Downhill Run 2 - Sitting,여자 활강 2회전 - 좌식,Women's Downhill Run 2 - Sitting,여자 활강 2회전 - 좌식,Unit,,Y,1,ATH,Y,Y,Run 2,2회전,ASW210112
ALP,W,DH------12050-----,TRNO,--------,Women's Downhill Trng Run - Sitting,여자 활강 공식연습 - 좌식,Women's Downhill Training Run - Sitting,여자 활강 공식연습 - 좌식,Training,,N,0,NONE,N,N,Training Run,공식연습,
ALP,W,DH------12050-----,TRNO,000100--,Women's Downhill 1st Trng Run - Sitting,여자 활강 1차 공식연습 - 좌식,Women's Downhill 1st Training Run - Sitting,여자 활강 1차 공식연습 - 좌식,Training,,Y,0,ATH,Y,Y,1st Training Run,1차 공식연습,ASW210O01
ALP,W,DH------12050-----,TRNO,000200--,Women's Downhill 2nd Trng Run - Sitting,여자 활강 2차 공식연습 - 좌식,Women's Downhill 2nd Training Run - Sitting,여자 활강 2차 공식연습 - 좌식,Training,,Y,0,ATH,Y,Y,2nd Training Run,2차 공식연습,ASW210O02
ALP,W,DH------12050-----,TRNO,000300--,Women's Downhill 3rd Trng Run - Sitting,여자 활강 3차 공식연습 - 좌식,Women's Downhill 3rd Training Run - Sitting,여자 활강 3차 공식연습 - 좌식,Training,,Y,0,ATH,Y,Y,3rd Training Run,3차 공식연습,ASW210O03
ALP,W,DH------12050-----,VICT,FLOWER--,"Women's Downhill, Sitting, Venue Cer.","여자 활강, 좌식, 시상식","Women's Downhill, Sitting, Venue Ceremony","여자 활강, 좌식, 시상식",Medal,,Y,0,NONE,N,Y,Venue Ceremony,시상식,ASW210M02
ALP,W,DH------12050-----,VICT,MEDAL---,"Women's Downhill, Sit, Vict. Ceremony","여자 활강, 좌식, 메달 시상식","Women's Downhill, Sitting, Victory Ceremony","여자 활강, 좌식, 메달 시상식",Medal,,Y,0,NONE,N,Y,Victory Ceremony,메달 시상식,ASW210M01
ALP,W,GS----------------,----,--------,Women's Giant Slalom,여자 대회전,Women's Giant Slalom,여자 대회전,Event,,N,0,NONE,N,N,,,ASW030000
ALP,W,GS------03030-----,----,--------,Women's Giant Slalom - Visually Impaired,여자 대회전 - 시각 장애,Women's Giant Slalom - Visually Impaired,여자 대회전 - 시각 장애,Event,,N,0,NONE,N,N,,,ASW330000
ALP,W,GS------03030-----,DRAW,--------,"Women's Giant Slalom, Vis Imp, Draw","여자 대회전, 시각 장애, 추첨","Women's Giant Slalom, Visually Impaired, Draw","여자 대회전, 시각 장애, 추첨",Draw,,N,0,NONE,N,N,Draw,추첨,
ALP,W,GS------03030-----,DRAW,000100--,"Women's Giant Slalom, Vis Imp, Draw","여자 대회전, 시각 장애, 추첨","Women's Giant Slalom, Visually Impaired, Draw","여자 대회전, 시각 장애, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW330E01
ALP,W,GS------03030-----,FNL-,--------,Women's Giant Slalom - Visually Impaired,여자 대회전 - 시각 장애,Women's Giant Slalom - Visually Impaired,여자 대회전 - 시각 장애,Phase,,N,0,NONE,N,N,,,
ALP,W,GS------03030-----,FNL-,000100--,Women's Giant Slalom Run 1 - Vis Imp,여자 대회전 1회전 - 시각 장애,Women's Giant Slalom Run 1 - Visually Impaired,여자 대회전 1회전 - 시각 장애,Unit,,Y,0,ATH,Y,Y,Run 1,1회전,ASW330101
ALP,W,GS------03030-----,FNL-,000200--,Women's Giant Slalom Run 2 - Vis Imp,여자 대회전 2회전 - 시각 장애,Women's Giant Slalom Run 2 - Visually Impaired,여자 대회전 2회전 - 시각 장애,Unit,,Y,1,ATH,Y,Y,Run 2,2회전,ASW330102
ALP,W,GS------03030-----,VICT,FLOWER--,"Women's Giant Slalom, Vis Imp, Venue C.","여자 대회전, 시각 장애, 시상식","Women's Giant Slalom, Visually Impaired, Venue Ceremony","여자 대회전, 시각 장애, 시상식",Medal,,Y,0,NONE,N,Y,Venue Ceremony,시상식,ASW330M02
ALP,W,GS------03030-----,VICT,MEDAL---,"Women's G Sl., Vis Imp, Vict. Ceremony","여자 대회전, 시각 장애, 메달 시상식","Women's Giant Slalom, Visually Impaired, Victory Ceremony","여자 대회전, 시각 장애, 메달 시상식",Medal,,Y,0,NONE,N,Y,Victory Ceremony,메달 시상식,ASW330M01
ALP,W,GS------09110-----,----,--------,Women's Giant Slalom - Standing ,여자 대회전 - 입식 ,Women's Giant Slalom - Standing ,여자 대회전 - 입식 ,Event,,N,0,NONE,N,N,,,ASW130000
ALP,W,GS------09110-----,DRAW,--------,"Women's Giant Slalom, Standing, Draw","여자 대회전, 입식, 추첨","Women's Giant Slalom, Standing, Draw","여자 대회전, 입식, 추첨",Draw,,N,0,NONE,N,N,Draw,추첨,
ALP,W,GS------09110-----,DRAW,000100--,"Women's Giant Slalom, Standing, Draw","여자 대회전, 입식, 추첨","Women's Giant Slalom, Standing, Draw","여자 대회전, 입식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW130E01
ALP,W,GS------09110-----,FNL-,--------,Women's Giant Slalom - Standing ,여자 대회전 - 입식 ,Women's Giant Slalom - Standing ,여자 대회전 - 입식 ,Phase,,N,0,NONE,N,N,,,
ALP,W,GS------09110-----,FNL-,000100--,Women's Giant Slalom Run 1 - Standing,여자 대회전 1회전 - 입식,Women's Giant Slalom Run 1 - Standing,여자 대회전 1회전 - 입식,Unit,,Y,0,ATH,Y,Y,Run 1,1회전,ASW130101
ALP,W,GS------09110-----,FNL-,000200--,Women's Giant Slalom Run 2 - Standing,여자 대회전 2회전 - 입식,Women's Giant Slalom Run 2 - Standing,여자 대회전 2회전 - 입식,Unit,,Y,1,ATH,Y,Y,Run 2,2회전,ASW130102
ALP,W,GS------09110-----,VICT,FLOWER--,"Women's Giant Slalom, Standing, Venue C.","여자 대회전, 입식, 시상식","Women's Giant Slalom, Standing, Venue Ceremony","여자 대회전, 입식, 시상식",Medal,,Y,0,NONE,N,Y,Venue Ceremony,시상식,ASW130M02
ALP,W,GS------09110-----,VICT,MEDAL---,"Women's G Slalom, Stand, Vict. Ceremony","여자 대회전, 입식, 메달 시상식","Women's Giant Slalom, Standing, Victory Ceremony","여자 대회전, 입식, 메달 시상식",Medal,,Y,0,NONE,N,Y,Victory Ceremony,메달 시상식,ASW130M01
ALP,W,GS------12050-----,----,--------,Women's Giant Slalom - Sitting,여자 대회전 - 좌식,Women's Giant Slalom - Sitting,여자 대회전 - 좌식,Event,,N,0,NONE,N,N,,,ASW230000
ALP,W,GS------12050-----,DRAW,--------,"Women's Giant Slalom, Sitting, Draw","여자 대회전, 좌식, 추첨","Women's Giant Slalom, Sitting, Draw","여자 대회전, 좌식, 추첨",Draw,,N,0,NONE,N,N,Draw,추첨,
ALP,W,GS------12050-----,DRAW,000100--,"Women's Giant Slalom, Sitting, Draw","여자 대회전, 좌식, 추첨","Women's Giant Slalom, Sitting, Draw","여자 대회전, 좌식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW230E01
ALP,W,GS------12050-----,FNL-,--------,Women's Giant Slalom - Sitting,여자 대회전 - 좌식,Women's Giant Slalom - Sitting,여자 대회전 - 좌식,Phase,,N,0,NONE,N,N,,,
ALP,W,GS------12050-----,FNL-,000100--,Women's Giant Slalom Run 1 - Sitting,여자 대회전 1회전 - 좌식,Women's Giant Slalom Run 1 - Sitting,여자 대회전 1회전 - 좌식,Unit,,Y,0,ATH,Y,Y,Run 1,1회전,ASW230101
ALP,W,GS------12050-----,FNL-,000200--,Women's Giant Slalom Run 2 - Sitting,여자 대회전 2회전 - 좌식,Women's Giant Slalom Run 2 - Sitting,여자 대회전 2회전 - 좌식,Unit,,Y,1,ATH,Y,Y,Run 2,2회전,ASW230102
ALP,W,GS------12050-----,VICT,FLOWER--,"Women's Giant Slalom, Sitting, Venue C.","여자 대회전, 좌식, 시상식","Women's Giant Slalom, Sitting, Venue Ceremony","여자 대회전, 좌식, 시상식",Medal,,Y,0,NONE,N,Y,Venue Ceremony,시상식,ASW230M02
ALP,W,GS------12050-----,VICT,MEDAL---,"Women's G Slalom, Sit, Vict. Ceremony","여자 대회전, 좌식, 메달 시상식","Women's Giant Slalom, Sitting, Victory Ceremony","여자 대회전, 좌식, 메달 시상식",Medal,,Y,0,NONE,N,Y,Victory Ceremony,메달 시상식,ASW230M01
ALP,W,SG----------------,----,--------,Women's Super-G,여자 슈퍼대회전,Women's Super-G,여자 슈퍼대회전,Event,,N,0,NONE,N,N,,,ASW040000
ALP,W,SG------03030-----,----,--------,Women's Super-G - Visually Impaired,여자 슈퍼대회전 - 시각 장애,Women's Super-G - Visually Impaired,여자 슈퍼대회전 - 시각 장애,Event,,N,0,NONE,N,N,,,ASW340000
ALP,W,SG------03030-----,DRAW,--------,"Women's Super-G, Vis Imp, Draw","여자 슈퍼대회전, 시각 장애, 추첨","Women's Super-G, Visually Impaired, Draw","여자 슈퍼대회전, 시각 장애, 추첨",Draw,,N,0,NONE,N,N,Draw,추첨,
ALP,W,SG------03030-----,DRAW,000100--,"Women's Super-G, Vis Imp, Draw","여자 슈퍼대회전, 시각 장애, 추첨","Women's Super-G, Visually Impaired, Draw","여자 슈퍼대회전, 시각 장애, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW340E01
ALP,W,SG------03030-----,FNL-,--------,Women's Super-G - Visually Impaired,여자 슈퍼대회전 - 시각 장애,Women's Super-G - Visually Impaired,여자 슈퍼대회전 - 시각 장애,Phase,,N,0,NONE,N,N,,,
ALP,W,SG------03030-----,FNL-,000100--,Women's Super-G - Visually Impaired,여자 슈퍼대회전 - 시각 장애,Women's Super-G - Visually Impaired,여자 슈퍼대회전 - 시각 장애,Unit,,Y,1,ATH,Y,Y,,,ASW340101
ALP,W,SG------03030-----,VICT,FLOWER--,"Women's Super-G, Vis Imp, Venue Cer.","여자 슈퍼대회전, 시각 장애, 시상식","Women's Super-G, Visually Impaired, Venue Ceremony","여자 슈퍼대회전, 시각 장애, 시상식",Medal,,Y,0,NONE,N,Y,Venue Ceremony,시상식,ASW340M02
ALP,W,SG------03030-----,VICT,MEDAL---,"Women's Super-G, Vis Imp, Vict. Ceremony","여자 슈퍼대회전, 시각 장애, 메달 시상식","Women's Super-G, Visually Impaired, Victory Ceremony","여자 슈퍼대회전, 시각 장애, 메달 시상식",Medal,,Y,0,NONE,N,Y,Victory Ceremony,메달 시상식,ASW340M01
ALP,W,SG------09110-----,----,--------,Women's Super-G - Standing ,여자 슈퍼대회전 - 입식 ,Women's Super-G - Standing ,여자 슈퍼대회전 - 입식 ,Event,,N,0,NONE,N,N,,,ASW140000
ALP,W,SG------09110-----,DRAW,--------,"Women's Super-G, Standing, Draw","여자 슈퍼대회전, 입식, 추첨","Women's Super-G, Standing, Draw","여자 슈퍼대회전, 입식, 추첨",Draw,,N,0,NONE,N,N,Draw,추첨,
ALP,W,SG------09110-----,DRAW,000100--,"Women's Super-G, Standing, Draw","여자 슈퍼대회전, 입식, 추첨","Women's Super-G, Standing, Draw","여자 슈퍼대회전, 입식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW140E01
ALP,W,SG------09110-----,FNL-,--------,Women's Super-G - Standing ,여자 슈퍼대회전 - 입식 ,Women's Super-G - Standing ,여자 슈퍼대회전 - 입식 ,Phase,,N,0,NONE,N,N,,,
ALP,W,SG------09110-----,FNL-,000100--,Women's Super-G - Standing ,여자 슈퍼대회전 - 입식 ,Women's Super-G - Standing ,여자 슈퍼대회전 - 입식 ,Unit,,Y,1,ATH,Y,Y,,,ASW140101
ALP,W,SG------09110-----,VICT,FLOWER--,"Women's Super-G, Standing, Venue Cer.","여자 슈퍼대회전, 입식, 시상식","Women's Super-G, Standing, Venue Ceremony","여자 슈퍼대회전, 입식, 시상식",Medal,,Y,0,NONE,N,Y,Venue Ceremony,시상식,ASW140M02
ALP,W,SG------09110-----,VICT,MEDAL---,"Women's Super-G, Stand, Vict. Ceremony","여자 슈퍼대회전, 입식, 메달 시상식","Women's Super-G, Standing, Victory Ceremony","여자 슈퍼대회전, 입식, 메달 시상식",Medal,,Y,0,NONE,N,Y,Victory Ceremony,메달 시상식,ASW140M01
ALP,W,SG------12050-----,----,--------,Women's Super-G - Sitting,여자 슈퍼대회전 - 좌식,Women's Super-G - Sitting,여자 슈퍼대회전 - 좌식,Event,,N,0,NONE,N,N,,,ASW240000
ALP,W,SG------12050-----,DRAW,--------,"Women's Super-G, Sitting, Draw","여자 슈퍼대회전, 좌식, 추첨","Women's Super-G, Sitting, Draw","여자 슈퍼대회전, 좌식, 추첨",Draw,,N,0,NONE,N,N,Draw,추첨,
ALP,W,SG------12050-----,DRAW,000100--,"Women's Super-G, Sitting, Draw","여자 슈퍼대회전, 좌식, 추첨","Women's Super-G, Sitting, Draw","여자 슈퍼대회전, 좌식, 추첨",Draw,,Y,0,NONE,N,Y,Draw,추첨,ASW240E01
ALP,W,SG------12050-----,FNL-,--------,Women's Super-G - Sitting,여자 슈퍼대회전 - 좌식,Women's Super-G - Sitting,여자 슈퍼대회전 - 좌식,Phase,,N,0,NONE,N,N,,,
ALP,W,SG------12050-----,FNL-,000100--,Women's Super-G - Sitting,여자 슈퍼대회전 - 좌식,Women's Super-G - Sitting,여자 슈퍼대회전 - 좌식,Unit,,Y,1,ATH,Y,Y,,,ASW240101
ALP,W,SG------12050-----,VICT,FLOWER--,"Women's Super-G, Sitting, Venue Cer.","여자 슈퍼대회전, 좌식, 시상식","Women's Super-G, Sitting, Venue Ceremony","여자 슈퍼대회전, 좌식, 시상식",Medal,,Y,0,NONE,N,Y,Venue Ceremony,시상식,ASW240M02
ALP,W,SG------12050-----,VICT,MEDAL---,"Women's Super-G, Sit, Vict. Ceremony","여자 슈퍼대회전, 좌식, 메달 시상식","Women's Super-G, Sitting, Victory Ceremony","여자 슈퍼대회전, 좌식, 메달 시상식",Medal,,Y,0,NONE,N,Y,Victory Ceremony,메달 시상식,ASW240M01
ALP,W,SL----------------,----,--------,Women's Slalom,여자 회전,Women's Slalom,여자 회전,Event,,N,0,NONE,N,N,,,ASW020000
ALP,W,SL------03030-----,----,--------,Women's Slalom - Visually Impaired,여자 회전 - 시각 장애,Women's Slalom - Visually Impaired,여자 회전 - 시각 장애,Event,,N,0,NONE,N,N,,,ASW320000
